"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2010-05-05 - Bruins 4, Flyers 1","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","71","31","69.61","50","23","68.49","35","20","63.64","1","4","20.00","3.39","2.29","59.67","40","14","74.07","19","8","70.37","1","4","20.00","8.33","33.33","2.86","80.00","0.829"
"2010-05-06 - Penguins 2, Canadiens 3","Montreal Canadiens","Limited ReportFull ReportSeries Report","60","42","73","36.52","32","50","39.02","25","35","41.67","3","2","60.00","1.45","2.91","33.28","17","44","27.87","3","14","17.65","1","2","33.33","33.33","81.82","12.00","94.29","1.063"
"2010-05-06 - Sharks 1, Red Wings 7","Detroit Red Wings","Limited ReportFull ReportSeries Report","60","60","49","55.05","46","42","52.27","37","29","56.06","7","1","87.50","3.2","1.8","64.00","31","15","67.39","13","5","72.22","3","0","100.00","30.00","100.00","18.92","96.55","1.155"
"2010-05-07 - Blackhawks 7, Canucks 4","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","65","48","57.52","45","38","54.22","30","34","46.88","4","7","36.36","2.29","3.46","39.84","33","28","54.10","8","11","42.11","3","4","42.86","42.86","63.64","13.33","79.41","0.927"
"2010-05-07 - Bruins 4, Flyers 5","Philadelphia Flyers","Limited ReportFull ReportSeries Report","74.666666666667","77","61","55.80","50","46","52.08","34","37","47.89","5","4","55.56","3.04","2.9","51.17","28","31","47.46","13","10","56.52","4","2","66.67","57.14","75.00","14.71","89.19","1.039"
"2010-05-08 - Canadiens 1, Penguins 2","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","73","58","55.73","51","40","56.04","25","33","43.10","2","1","66.67","2.84","2.85","49.90","22","23","48.89","5","12","29.41","0","1","0.00","0.00","90.00","8.00","96.97","1.050"
"2010-05-08 - Red Wings 1, Sharks 2","San Jose Sharks","Limited ReportFull ReportSeries Report","60","56","63","47.06","45","46","49.45","32","34","48.48","2","1","66.67","3.39","2.53","57.27","30","24","55.56","16","7","69.57","2","0","100.00","18.18","100.00","6.25","97.06","1.033"
"2010-05-09 - Canucks 4, Blackhawks 1","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","53","46","53.54","41","32","56.16","30","24","55.56","1","4","20.00","2.14","2.96","41.95","22","23","48.89","9","9","50.00","1","2","33.33","12.50","77.78","3.33","83.33","0.867"
"2010-05-10 - Flyers 4, Bruins 0","Boston Bruins","Limited ReportFull ReportSeries Report","60","41","60","40.59","35","39","47.30","23","31","42.59","0","4","0.00","1.95","2.78","41.28","19","30","38.78","8","12","40.00","0","3","0.00","0.00","70.00","0.00","87.10","0.871"
"2010-05-10 - Penguins 3, Canadiens 4","Montreal Canadiens","Limited ReportFull ReportSeries Report","60","57","74","43.51","37","53","41.11","25","37","40.32","4","3","57.14","1.73","2.27","43.28","18","24","42.86","2","9","18.18","1","1","50.00","50.00","75.00","16.00","91.89","1.079"
"2010-05-11 - Blackhawks 5, Canucks 1","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","53","54","49.53","38","45","45.78","30","35","46.15","1","5","16.67","1.61","2.99","34.96","18","31","36.73","10","14","41.67","0","4","0.00","0.00","63.64","3.33","85.71","0.890"
"2010-05-12 - Bruins 1, Flyers 2","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","43","79","35.25","33","49","40.24","27","31","46.55","2","1","66.67","3.1","2.34","57.01","24","29","45.28","15","13","53.57","1","1","50.00","9.09","87.50","7.41","96.77","1.042"
"2010-05-12 - Canadiens 5, Penguins 2","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","82","31","72.57","56","28","66.67","39","20","66.10","2","5","28.57","4.02","1.59","71.70","39","17","69.64","12","5","70.59","2","3","40.00","25.00","25.00","5.13","75.00","0.801"
"2010-05-14 - Flyers 4, Bruins 3","Boston Bruins","Limited ReportFull ReportSeries Report","60","57","46","55.34","39","34","53.42","25","27","48.08","3","4","42.86","1.94","2.05","48.67","23","27","46.00","8","9","47.06","3","2","60.00","50.00","77.78","12.00","85.19","0.972"
"2010-05-16 - Blackhawks 2, Sharks 1","San Jose Sharks","Limited ReportFull ReportSeries Report","60","78","76","50.65","59","53","52.68","45","40","52.94","1","2","33.33","4.18","2.42","63.35","38","30","55.88","13","9","59.09","0","0","-","0.00","100.00","2.22","95.00","0.972"
"2010-05-16 - Canadiens 0, Flyers 6","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","55","58","48.67","35","42","45.45","25","28","47.17","6","0","100.00","2.54","2.64","49.01","24","24","50.00","13","9","59.09","3","0","100.00","33.33","100.00","24.00","100.00","1.240"
"2010-05-18 - Blackhawks 4, Sharks 2","San Jose Sharks","Limited ReportFull ReportSeries Report","60","62","52","54.39","39","34","53.42","27","22","55.10","2","4","33.33","2.28","2.47","48.04","25","20","55.56","11","6","64.71","1","2","33.33","14.29","50.00","7.41","81.82","0.892"
"2010-05-18 - Canadiens 0, Flyers 3","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","44","52","45.83","29","36","44.62","23","30","43.40","3","0","100.00","2.2","2.28","49.08","22","18","55.00","9","8","52.94","2","0","100.00","28.57","100.00","13.04","100.00","1.130"
"2010-05-20 - Flyers 1, Canadiens 5","Montreal Canadiens","Limited ReportFull ReportSeries Report","60","68","48","58.62","52","35","59.77","38","26","59.38","5","1","83.33","4.22","1.42","74.88","38","17","69.09","14","7","66.67","3","0","100.00","27.27","100.00","13.16","96.15","1.093"
"2010-05-21 - Sharks 2, Blackhawks 3","Chicago Blackhawks","Limited ReportFull ReportSeries Report","72.4","60","88","40.54","48","61","44.04","38","46","45.24","3","2","60.00","2.27","3.93","36.60","26","34","43.33","8","15","34.78","2","2","50.00","28.57","85.71","7.89","95.65","1.035"
"2010-05-22 - Flyers 3, Canadiens 0","Montreal Canadiens","Limited ReportFull ReportSeries Report","60","54","52","50.94","27","38","41.54","17","25","40.48","0","3","0.00","1.71","3.06","35.93","17","29","36.96","5","17","22.73","0","2","0.00","0.00","81.82","0.00","88.00","0.880"
"2010-05-23 - Sharks 2, Blackhawks 4","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","59","41","59.00","40","23","63.49","27","18","60.00","4","2","66.67","2.15","1.03","67.74","18","19","48.65","2","4","33.33","1","0","100.00","50.00","100.00","14.81","88.89","1.037"
"2010-05-24 - Canadiens 2, Flyers 4","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","57","56","50.44","35","37","48.61","26","27","49.06","4","2","66.67","3.84","1.89","67.00","39","25","60.94","17","9","65.38","4","2","66.67","36.36","71.43","15.38","92.59","1.080"
"2010-05-29 - Flyers 5, Blackhawks 6","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","46","55","45.54","39","44","46.99","32","32","50.00","6","5","54.55","2.39","3.08","43.72","19","26","42.22","9","10","47.37","3","2","60.00","37.50","66.67","18.75","84.38","1.031"
"2010-05-31 - Flyers 1, Blackhawks 2","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","52","61","46.02","37","43","46.25","26","33","44.07","2","1","66.67","2.25","2.34","49.01","16","26","38.10","5","9","35.71","1","0","100.00","20.00","100.00","7.69","96.97","1.047"
"2010-06-02 - Blackhawks 3, Flyers 4","Philadelphia Flyers","Limited ReportFull ReportSeries Report","65.983333333333","67","62","51.94","44","42","51.16","32","27","54.24","4","3","57.14","2.83","2.95","48.99","31","33","48.44","14","14","50.00","4","1","80.00","33.33","85.71","12.50","88.89","1.014"
"2010-06-04 - Blackhawks 3, Flyers 5","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","54","77","41.22","43","49","46.74","31","34","47.69","5","3","62.50","3.49","3.16","52.45","27","26","50.94","16","15","51.61","5","2","71.43","41.67","81.82","16.13","91.18","1.073"
"2010-06-06 - Flyers 4, Blackhawks 7","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","62","44","58.49","42","36","53.85","28","27","50.91","7","4","63.64","3","2.09","58.97","25","18","58.14","9","11","45.00","3","2","60.00","37.50","80.00","25.00","85.19","1.102"
"2010-06-09 - Blackhawks 4, Flyers 3","Philadelphia Flyers","Limited ReportFull ReportSeries Report","64.1","63","71","47.01","41","51","44.57","24","41","36.92","3","4","42.86","2.59","2.82","47.86","28","24","53.85","14","9","60.87","2","2","50.00","20.00","66.67","12.50","90.24","1.027"
