"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2013-05-29 - Red Wings 1, Blackhawks 2","Chicago Blackhawks","Limited ReportFull ReportSeries Report","63.583333333333","58","52","52.73","45","37","54.88","35","27","56.45","2","1","66.67","1.89","2.62","41.81","28","22","56.00","5","11","31.25","1","1","50.00","20.00","88.89","5.71","96.30","1.020"
"2013-06-01 - Bruins 3, Penguins 0","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","52","49","51.49","41","39","51.25","29","30","49.15","0","3","0.00","3.03","2.1","59.07","30","21","58.82","10","11","47.62","0","2","0.00","0.00","77.78","0.00","90.00","0.900"
"2013-06-01 - Kings 1, Blackhawks 2","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","58","38","60.42","47","29","61.84","36","22","62.07","2","1","66.67","3.03","1.28","70.28","26","17","60.47","11","4","73.33","2","1","66.67","25.00","75.00","5.56","95.45","1.010"
"2013-06-02 - Kings 2, Blackhawks 4","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","41","58","41.41","31","45","40.79","26","31","45.61","4","2","66.67","1.89","2.27","45.39","19","26","42.22","7","5","58.33","3","0","100.00","50.00","100.00","15.38","93.55","1.089"
"2013-06-03 - Bruins 6, Penguins 1","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","58","46","55.77","42","37","53.16","27","29","48.21","1","6","14.29","2.74","1.89","59.17","24","18","57.14","8","10","44.44","0","4","0.00","0.00","55.56","3.70","79.31","0.830"
"2013-06-04 - Blackhawks 1, Kings 3","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","60","42","58.82","45","30","60.00","28","20","58.33","3","1","75.00","2.5","1.63","60.57","23","18","56.10","5","4","55.56","0","1","0.00","0.00","75.00","10.71","95.00","1.057"
"2013-06-05 - Penguins 1, Bruins 2","Boston Bruins","Limited ReportFull ReportSeries Report","95.316666666667","77","101","43.26","53","76","41.09","40","54","42.55","2","1","66.67","2.17","3.61","37.57","28","43","39.44","9","10","47.37","2","0","100.00","25.00","100.00","5.00","98.15","1.031"
"2013-06-06 - Blackhawks 3, Kings 2","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","42","45","48.28","31","38","44.93","21","28","42.86","2","3","40.00","2.05","2.27","47.48","17","19","47.22","8","10","44.44","1","1","50.00","14.29","85.71","9.52","89.29","0.988"
"2013-06-07 - Penguins 0, Bruins 1","Boston Bruins","Limited ReportFull ReportSeries Report","60","45","60","42.86","33","41","44.59","24","26","48.00","1","0","100.00","1.47","1.34","52.33","15","15","50.00","5","3","62.50","0","0","-","0.00","100.00","4.17","100.00","1.042"
"2013-06-08 - Kings 3, Blackhawks 4","Chicago Blackhawks","Limited ReportFull ReportSeries Report","91.666666666667","71","77","47.97","52","57","47.71","35","36","49.30","4","3","57.14","2.76","2.61","51.37","38","37","50.67","12","8","60.00","2","3","40.00","20.00","40.00","11.43","91.67","1.031"
"2013-06-12 - Bruins 3, Blackhawks 4","Chicago Blackhawks","Limited ReportFull ReportSeries Report","112.13333333333","132","85","60.83","92","62","59.74","63","54","53.85","4","3","57.14","4.63","3.15","59.48","74","46","61.67","17","10","62.96","1","0","100.00","10.00","100.00","6.35","94.44","1.008"
"2013-06-15 - Bruins 2, Blackhawks 1","Chicago Blackhawks","Limited ReportFull ReportSeries Report","73.8","64","48","57.14","46","32","58.97","34","28","54.84","1","2","33.33","2.44","1.69","59.01","28","23","54.90","10","7","58.82","0","1","0.00","0.00","80.00","2.94","92.86","0.958"
"2013-06-17 - Blackhawks 0, Bruins 2","Boston Bruins","Limited ReportFull ReportSeries Report","60","51","56","47.66","44","39","53.01","35","28","55.56","2","0","100.00","2.93","1.62","64.36","28","19","59.57","16","4","80.00","0","0","-","0.00","100.00","5.71","100.00","1.057"
"2013-06-19 - Blackhawks 6, Bruins 5","Boston Bruins","Limited ReportFull ReportSeries Report","69.85","60","70","46.15","47","59","44.34","33","47","41.25","5","6","45.45","2.8","3.22","46.57","28","24","53.85","8","16","33.33","2","4","33.33","28.57","69.23","15.15","87.23","1.024"
"2013-06-22 - Bruins 1, Blackhawks 3","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","55","49","52.88","41","32","56.16","32","25","56.14","3","1","75.00","2.73","1.7","61.57","38","28","57.58","13","8","61.90","2","0","100.00","20.00","100.00","9.38","96.00","1.054"
"2013-06-24 - Blackhawks 3, Bruins 2","Boston Bruins","Limited ReportFull ReportSeries Report","60","62","48","56.36","38","41","48.10","25","31","44.64","2","3","40.00","2.06","1.65","55.56","25","16","60.98","8","5","61.54","1","1","50.00","20.00","80.00","8.00","90.32","0.983"
