"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2012-04-15 - Penguins 4, Flyers 8","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","58","72","44.62","46","52","46.94","34","35","49.28","8","4","66.67","3.7","3.34","52.52","31","27","53.45","16","10","61.54","6","2","75.00","50.00","60.00","23.53","88.57","1.121"
"2012-04-15 - Predators 3, Red Wings 2","Detroit Red Wings","Limited ReportFull ReportSeries Report","60","77","41","65.25","58","32","64.44","43","22","66.15","2","3","40.00","3.7","2.13","63.43","34","21","61.82","14","10","58.33","0","2","0.00","0.00","75.00","4.65","86.36","0.910"
"2012-04-16 - Blues 4, Sharks 3","San Jose Sharks","Limited ReportFull ReportSeries Report","60","66","43","60.55","46","35","56.79","29","27","51.79","3","4","42.86","3.14","2.53","55.40","32","22","59.26","13","11","54.17","3","2","60.00","42.86","80.00","10.34","85.19","0.955"
"2012-04-16 - Bruins 4, Capitals 3","Washington Capitals","Limited ReportFull ReportSeries Report","60","61","60","50.41","40","45","47.06","32","29","52.46","3","4","42.86","1.99","2.4","45.28","20","27","42.55","8","8","50.00","2","3","40.00","33.33","50.00","9.38","86.21","0.956"
"2012-04-16 - Rangers 1, Senators 0","Ottawa Senators","Limited ReportFull ReportSeries Report","60","76","48","61.29","55","31","63.95","39","23","62.90","0","1","0.00","3.01","1.76","63.10","32","22","59.26","14","7","66.67","0","1","0.00","0.00","83.33","0.00","95.65","0.957"
"2012-04-17 - Coyotes 3, Blackhawks 2","Chicago Blackhawks","Limited ReportFull ReportSeries Report","73.25","63","58","52.07","48","42","53.33","37","34","52.11","2","3","40.00","2.18","2.56","45.97","29","25","53.70","9","6","60.00","1","1","50.00","25.00","83.33","5.41","91.18","0.966"
"2012-04-17 - Panthers 4, Devils 3","New Jersey Devils","Limited ReportFull ReportSeries Report","60","48","40","54.55","33","34","49.25","25","26","49.02","3","4","42.86","2.47","1.99","55.37","17","14","54.84","10","5","66.67","3","0","100.00","33.33","100.00","12.00","84.62","0.966"
"2012-04-17 - Predators 3, Red Wings 1","Detroit Red Wings","Limited ReportFull ReportSeries Report","60","74","29","71.84","58","21","73.42","41","17","70.69","1","3","25.00","3.15","1.22","71.99","36","12","75.00","15","7","68.18","1","3","25.00","10.00","50.00","2.44","82.35","0.848"
"2012-04-18 - Canucks 3, Kings 1","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","72","55","56.69","57","41","58.16","44","30","59.46","1","3","25.00","4.56","1.92","70.37","34","19","64.15","14","9","60.87","0","0","-","0.00","100.00","2.27","90.00","0.923"
"2012-04-18 - Penguins 10, Flyers 3","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","43","63","40.57","30","45","40.00","25","36","40.98","3","10","23.08","2.33","4.17","35.89","22","41","34.92","9","11","45.00","2","4","33.33","28.57","55.56","12.00","72.22","0.842"
"2012-04-18 - Rangers 2, Senators 3","Ottawa Senators","Limited ReportFull ReportSeries Report","62.7","85","49","63.43","55","41","57.29","31","33","48.44","3","2","60.00","2.76","2.74","50.16","28","22","56.00","14","12","53.85","1","2","33.33","16.67","77.78","9.68","93.94","1.036"
"2012-04-19 - Blues 2, Sharks 1","San Jose Sharks","Limited ReportFull ReportSeries Report","60","65","47","58.04","39","31","55.71","25","24","51.02","1","2","33.33","3.39","2.54","57.17","37","22","62.71","16","6","72.73","1","1","50.00","9.09","80.00","4.00","91.67","0.957"
"2012-04-19 - Bruins 1, Capitals 2","Washington Capitals","Limited ReportFull ReportSeries Report","60","44","83","34.65","28","57","32.94","21","45","31.82","2","1","66.67","1.67","2.65","38.61","19","37","33.93","8","11","42.11","0","0","-","0.00","100.00","9.52","97.78","1.073"
"2012-04-19 - Coyotes 3, Blackhawks 2","Chicago Blackhawks","Limited ReportFull ReportSeries Report","62.25","59","31","65.56","38","25","60.32","32","19","62.75","2","3","40.00","2.63","1.35","66.06","30","18","62.50","11","6","64.71","1","3","25.00","9.09","40.00","6.25","84.21","0.905"
"2012-04-19 - Panthers 0, Devils 4","New Jersey Devils","Limited ReportFull ReportSeries Report","60","48","40","54.55","37","33","52.86","27","26","50.94","4","0","100.00","2.44","1.71","58.78","27","14","65.85","12","7","63.16","2","0","100.00","22.22","100.00","14.81","100.00","1.148"
"2012-04-20 - Flyers 2, Penguins 3","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","41","58","41.41","31","40","43.66","23","26","46.94","3","2","60.00","1.5","2.6","36.64","18","27","40.00","9","11","45.00","0","1","0.00","0.00","88.89","13.04","92.31","1.054"
"2012-04-20 - Red Wings 1, Predators 2","Nashville Predators","Limited ReportFull ReportSeries Report","60","52","48","52.00","35","36","49.30","25","22","53.19","2","1","66.67","2.05","1.32","60.92","23","12","65.71","9","2","81.82","2","1","66.67","33.33","50.00","8.00","95.45","1.035"
"2012-04-21 - Blackhawks 2, Coyotes 1","Phoenix Coyotes","Limited ReportFull ReportSeries Report","62.733333333333","32","84","27.59","23","55","29.49","19","38","33.33","1","2","33.33","1.2","2.4","33.30","10","25","28.57","5","10","33.33","0","0","-","0.00","100.00","5.26","94.74","1.000"
"2012-04-21 - Capitals 4, Bruins 3","Boston Bruins","Limited ReportFull ReportSeries Report","60","70","48","59.32","51","37","57.95","37","32","53.62","3","4","42.86","2.67","1.66","61.69","29","11","72.50","7","5","58.33","1","2","33.33","16.67","60.00","8.11","87.50","0.956"
"2012-04-21 - Devils 0, Panthers 3","Florida Panthers","Limited ReportFull ReportSeries Report","60","60","53","53.10","48","40","54.55","33","30","52.38","3","0","100.00","2.53","3.15","44.60","32","27","54.24","8","14","36.36","2","0","100.00","40.00","100.00","9.09","100.00","1.091"
"2012-04-21 - Senators 2, Rangers 0","New York Rangers","Limited ReportFull ReportSeries Report","60","60","61","49.59","50","42","54.35","41","30","57.75","0","2","0.00","3.21","3.48","47.93","36","35","50.70","17","11","60.71","0","1","0.00","0.00","85.71","0.00","93.33","0.933"
"2012-04-21 - Sharks 1, Blues 3","St Louis Blues","Limited ReportFull ReportSeries Report","60","54","60","47.37","41","39","51.25","27","27","50.00","3","1","75.00","2.4","2.1","53.30","19","31","38.00","3","10","23.08","1","0","100.00","100.00","100.00","11.11","96.30","1.074"
"2012-04-22 - Bruins 4, Capitals 3","Washington Capitals","Limited ReportFull ReportSeries Report","63.283333333333","59","57","50.86","50","45","52.63","39","31","55.71","3","4","42.86","2.45","2.69","47.71","26","22","54.17","12","13","48.00","1","3","25.00","11.11","70.00","7.69","87.10","0.948"
"2012-04-22 - Kings 2, Canucks 1","Vancouver Canucks","Limited ReportFull ReportSeries Report","64.45","59","74","44.36","40","54","42.55","27","37","42.19","1","2","33.33","2.36","3.22","42.28","32","38","45.71","11","15","42.31","1","1","50.00","11.11","91.67","3.70","94.59","0.983"
"2012-04-22 - Penguins 1, Flyers 5","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","47","88","34.81","33","48","40.74","23","31","42.59","5","1","83.33","3.93","4.12","48.80","23","41","35.94","10","16","38.46","1","0","100.00","16.67","100.00","21.74","96.77","1.185"
"2012-04-23 - Coyotes 4, Blackhawks 0","Chicago Blackhawks","Limited ReportFull ReportSeries Report","60","80","42","65.57","61","28","68.54","39","20","66.10","0","4","0.00","3.75","2.2","63.06","41","19","68.33","18","10","64.29","0","3","0.00","0.00","66.67","0.00","80.00","0.800"
"2012-04-23 - Rangers 3, Senators 2","Ottawa Senators","Limited ReportFull ReportSeries Report","60","53","50","51.46","36","35","50.70","27","22","55.10","2","3","40.00","1.66","1.55","51.74","13","21","38.24","4","4","50.00","1","1","50.00","25.00","50.00","7.41","86.36","0.938"
"2012-04-24 - Panthers 2, Devils 3","New Jersey Devils","Limited ReportFull ReportSeries Report","65.65","61","30","67.03","57","24","70.37","42","16","72.41","3","2","60.00","3.73","1.35","73.36","26","11","70.27","12","7","63.16","3","2","60.00","30.00","60.00","7.14","87.50","0.946"
"2012-04-25 - Capitals 2, Bruins 1","Boston Bruins","Limited ReportFull ReportSeries Report","62.95","61","44","58.10","43","32","57.33","32","27","54.24","1","2","33.33","1.94","1.26","60.64","19","13","59.38","7","5","58.33","1","1","50.00","25.00","80.00","3.13","92.59","0.957"
"2012-04-26 - Devils 3, Panthers 2","Florida Panthers","Limited ReportFull ReportSeries Report","83.783333333333","72","69","51.06","55","51","51.89","45","36","55.56","2","3","40.00","3.52","2.49","58.51","35","26","57.38","10","9","52.63","1","2","33.33","11.11","71.43","4.44","91.67","0.961"
"2012-04-26 - Senators 1, Rangers 2","New York Rangers","Limited ReportFull ReportSeries Report","60","51","63","44.74","43","40","51.81","29","27","51.79","2","1","66.67","2.86","2.56","52.79","30","38","44.12","13","11","54.17","2","0","100.00","20.00","100.00","6.90","96.30","1.032"
"2012-04-27 - Predators 3, Coyotes 4","Phoenix Coyotes","Limited ReportFull ReportSeries Report","74.066666666667","52","82","38.81","37","67","35.58","24","42","36.36","4","3","57.14","1.98","4.27","31.71","21","37","36.21","9","20","31.03","2","3","40.00","40.00","78.57","16.67","92.86","1.095"
"2012-04-28 - Capitals 1, Rangers 3","New York Rangers","Limited ReportFull ReportSeries Report","60","47","49","48.96","32","34","48.48","14","18","43.75","3","1","75.00","1.66","2.53","39.60","25","25","50.00","10","11","47.62","3","1","75.00","75.00","83.33","21.43","94.44","1.159"
"2012-04-28 - Kings 3, Blues 1","St Louis Blues","Limited ReportFull ReportSeries Report","60","49","66","42.61","37","43","46.25","29","29","50.00","1","3","25.00","2.16","2.93","42.42","19","34","35.85","10","8","55.56","1","1","50.00","11.11","80.00","3.45","89.66","0.931"
"2012-04-29 - Devils 3, Flyers 4","Philadelphia Flyers","Limited ReportFull ReportSeries Report","64.6","71","47","60.17","54","34","61.36","36","26","58.06","4","3","57.14","3.83","1.76","68.48","25","19","56.82","15","6","71.43","2","1","66.67","18.18","80.00","11.11","88.46","0.996"
"2012-04-29 - Predators 3, Coyotes 5","Phoenix Coyotes","Limited ReportFull ReportSeries Report","60","70","57","55.12","50","50","50.00","39","33","54.17","5","3","62.50","2.25","2.66","45.80","26","24","52.00","9","11","45.00","4","2","66.67","44.44","77.78","12.82","90.91","1.037"
"2012-04-30 - Capitals 3, Rangers 2","New York Rangers","Limited ReportFull ReportSeries Report","60","65","46","58.56","41","32","56.16","28","25","52.83","2","3","40.00","2.6","2.18","54.47","36","17","67.92","14","10","58.33","1","2","33.33","10.00","75.00","7.14","88.00","0.951"
"2012-04-30 - Kings 5, Blues 2","St Louis Blues","Limited ReportFull ReportSeries Report","60","50","44","53.19","38","31","55.07","29","21","58.00","2","5","28.57","2.91","2.62","52.58","22","18","55.00","7","12","36.84","1","4","20.00","20.00","55.56","6.90","76.19","0.831"
"2012-05-01 - Devils 4, Flyers 1","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","37","70","34.58","25","47","34.72","20","35","36.36","1","4","20.00","1.61","3.9","29.16","14","36","28.00","8","20","28.57","0","2","0.00","0.00","84.62","5.00","88.57","0.936"
"2012-05-02 - Coyotes 0, Predators 2","Nashville Predators","Limited ReportFull ReportSeries Report","60","45","60","42.86","36","45","44.44","26","32","44.83","2","0","100.00","2.45","2.5","49.55","17","21","44.74","9","7","56.25","0","0","-","0.00","100.00","7.69","100.00","1.077"
"2012-05-02 - Rangers 2, Capitals 1","Washington Capitals","Limited ReportFull ReportSeries Report","114.68333333333","115","107","51.80","74","67","52.48","46","49","48.42","1","2","33.33","3.77","4.18","47.45","45","44","50.56","13","14","48.15","0","2","0.00","0.00","83.33","2.17","95.92","0.981"
"2012-05-03 - Blues 2, Kings 4","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","57","47","54.81","46","37","55.42","22","20","52.38","4","2","66.67","3.23","1.69","65.60","24","18","57.14","7","5","58.33","0","2","0.00","0.00","60.00","18.18","90.00","1.082"
"2012-05-03 - Flyers 3, Devils 4","New Jersey Devils","Limited ReportFull ReportSeries Report","77.35","59","46","56.19","44","34","56.41","31","28","52.54","4","3","57.14","2.28","1.96","53.73","24","21","53.33","7","6","53.85","3","1","75.00","50.00","80.00","12.90","89.29","1.022"
"2012-05-04 - Coyotes 1, Predators 0","Nashville Predators","Limited ReportFull ReportSeries Report","60","55","52","51.40","39","37","51.32","25","24","51.02","0","1","0.00","2.55","1.65","60.80","31","20","60.78","12","7","63.16","0","1","0.00","0.00","80.00","0.00","95.83","0.958"
"2012-05-05 - Rangers 2, Capitals 3","Washington Capitals","Limited ReportFull ReportSeries Report","60","40","52","43.48","33","26","55.93","26","20","56.52","3","2","60.00","1.96","1.54","56.05","15","30","33.33","7","7","50.00","0","2","0.00","0.00","60.00","11.54","90.00","1.015"
"2012-05-06 - Blues 1, Kings 3","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","41","40","50.62","30","35","46.15","19","24","44.19","3","1","75.00","2.27","1.82","55.52","16","15","51.61","4","5","44.44","1","0","100.00","33.33","100.00","15.79","95.83","1.116"
"2012-05-06 - Flyers 2, Devils 4","New Jersey Devils","Limited ReportFull ReportSeries Report","60","64","33","65.98","54","27","66.67","43","22","66.15","4","2","66.67","4.09","1.21","77.19","33","16","67.35","14","6","70.00","3","2","60.00","25.00","60.00","9.30","90.91","1.002"
"2012-05-07 - Capitals 2, Rangers 3","New York Rangers","Limited ReportFull ReportSeries Report","61.583333333333","78","35","69.03","53","25","67.95","38","18","67.86","3","2","60.00","4.42","1.88","70.16","44","20","68.75","21","12","63.64","1","1","50.00","7.14","85.71","7.89","88.89","0.968"
"2012-05-07 - Predators 1, Coyotes 2","Phoenix Coyotes","Limited ReportFull ReportSeries Report","60","40","73","35.40","26","56","31.71","17","33","34.00","2","1","66.67","1.7","2.52","40.25","15","25","37.50","1","9","10.00","0","1","0.00","0.00","66.67","11.76","96.97","1.087"
"2012-05-08 - Devils 3, Flyers 1","Philadelphia Flyers","Limited ReportFull ReportSeries Report","60","55","60","47.83","37","44","45.68","28","30","48.28","1","3","25.00","2.1","2.94","41.70","23","27","46.00","7","9","43.75","1","1","50.00","20.00","83.33","3.57","90.00","0.936"
"2012-05-09 - Rangers 1, Capitals 2","Washington Capitals","Limited ReportFull ReportSeries Report","60","42","68","38.18","36","44","45.00","23","31","42.59","2","1","66.67","2.13","2.98","41.70","22","37","37.29","10","11","47.62","1","0","100.00","12.50","100.00","8.70","96.77","1.055"
"2012-05-12 - Capitals 1, Rangers 2","New York Rangers","Limited ReportFull ReportSeries Report","60","57","55","50.89","42","36","53.85","31","23","57.41","2","1","66.67","2.3","1.76","56.65","23","21","52.27","9","7","56.25","1","0","100.00","16.67","100.00","6.45","95.65","1.021"
"2012-05-13 - Kings 4, Coyotes 2","Phoenix Coyotes","Limited ReportFull ReportSeries Report","60","46","90","33.82","35","65","35.00","27","48","36.00","2","4","33.33","2.17","3.08","41.31","20","31","39.22","8","13","38.10","1","2","33.33","14.29","77.78","7.41","91.67","0.991"
"2012-05-14 - Devils 0, Rangers 3","New York Rangers","Limited ReportFull ReportSeries Report","60","56","62","47.46","41","36","53.25","28","21","57.14","3","0","100.00","3.62","2.72","57.12","38","37","50.67","12","15","44.44","1","0","100.00","14.29","100.00","10.71","100.00","1.107"
"2012-05-15 - Kings 4, Coyotes 0","Phoenix Coyotes","Limited ReportFull ReportSeries Report","60","48","60","44.44","35","51","40.70","24","40","37.50","0","4","0.00","1.88","3.48","35.08","22","24","47.83","6","13","31.58","0","2","0.00","0.00","80.00","0.00","90.00","0.900"
"2012-05-16 - Devils 3, Rangers 2","New York Rangers","Limited ReportFull ReportSeries Report","60","39","59","39.80","32","43","42.67","25","27","48.08","2","3","40.00","2.06","2.97","41.00","24","29","45.28","12","13","48.00","1","2","33.33","9.09","75.00","8.00","88.89","0.969"
"2012-05-17 - Coyotes 1, Kings 2","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","57","43","57.00","45","32","58.44","28","19","59.57","2","1","66.67","2.62","1.78","59.57","22","15","59.46","15","6","71.43","1","0","100.00","11.11","100.00","7.14","94.74","1.019"
"2012-05-19 - Rangers 3, Devils 0","New Jersey Devils","Limited ReportFull ReportSeries Report","60","65","32","67.01","46","26","63.89","36","22","62.07","0","3","0.00","2.91","2.11","57.99","33","12","73.33","8","7","53.33","0","2","0.00","0.00","66.67","0.00","86.36","0.864"
"2012-05-20 - Coyotes 2, Kings 0","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","76","44","63.33","64","34","65.31","36","21","63.16","0","2","0.00","4.1","1.66","71.22","36","16","69.23","17","8","68.00","0","0","-","0.00","100.00","0.00","90.48","0.905"
"2012-05-21 - Rangers 1, Devils 4","New Jersey Devils","Limited ReportFull ReportSeries Report","60","52","50","50.98","40","37","51.95","30","29","50.85","4","1","80.00","2.99","2.11","58.55","23","27","46.00","7","5","58.33","1","0","100.00","33.33","100.00","13.33","96.55","1.099"
"2012-05-22 - Kings 4, Coyotes 3","Phoenix Coyotes","Limited ReportFull ReportSeries Report","77.7","70","91","43.48","52","66","44.07","41","51","44.57","3","4","42.86","2.85","4.18","40.54","30","39","43.48","14","20","41.18","3","3","50.00","21.43","81.25","7.32","92.16","0.995"
"2012-05-23 - Devils 5, Rangers 3","New York Rangers","Limited ReportFull ReportSeries Report","60","58","47","55.24","42","30","58.33","28","17","62.22","3","5","37.50","3.43","3.1","52.52","32","23","58.18","15","8","65.22","2","3","40.00","20.00","50.00","10.71","70.59","0.813"
"2012-05-25 - Rangers 2, Devils 3","New Jersey Devils","Limited ReportFull ReportSeries Report","61.05","45","58","43.69","37","43","46.25","29","35","45.31","3","2","60.00","2.32","1.96","54.23","21","18","53.85","9","6","60.00","2","2","50.00","22.22","66.67","10.34","94.29","1.046"
"2012-05-30 - Kings 2, Devils 1","New Jersey Devils","Limited ReportFull ReportSeries Report","68.216666666667","34","54","38.64","28","39","41.79","17","25","40.48","1","2","33.33","1.54","2.1","42.31","15","21","41.67","7","11","38.89","1","2","33.33","20.00","77.78","5.88","92.00","0.979"
"2012-06-02 - Kings 2, Devils 1","New Jersey Devils","Limited ReportFull ReportSeries Report","73.7","67","53","55.83","48","40","54.55","33","32","50.77","1","2","33.33","2.92","2.21","56.89","35","23","60.34","13","10","56.52","0","2","0.00","0.00","77.78","3.03","93.75","0.968"
"2012-06-04 - Devils 0, Kings 4","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","42","60","41.18","31","43","41.89","21","22","48.84","4","0","100.00","2.37","2.39","49.75","20","28","41.67","8","9","47.06","3","0","100.00","42.86","100.00","19.05","100.00","1.190"
"2012-06-06 - Devils 3, Kings 1","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","58","45","56.31","45","34","56.96","22","24","47.83","1","3","25.00","1.9","2.46","43.57","23","18","56.10","7","5","58.33","0","1","0.00","0.00","66.67","4.55","87.50","0.920"
"2012-06-09 - Kings 1, Devils 2","New Jersey Devils","Limited ReportFull ReportSeries Report","60","38","60","38.78","25","40","38.46","19","26","42.22","2","1","66.67","1.32","2.21","37.33","13","29","30.95","7","13","35.00","1","1","50.00","16.67","88.89","10.53","96.15","1.067"
"2012-06-11 - Devils 1, Kings 6","Los Angeles Kings","Limited ReportFull ReportSeries Report","60","57","38","60.00","41","29","58.57","25","18","58.14","6","1","85.71","3.41","1.48","69.71","24","14","63.16","8","4","66.67","4","1","80.00","57.14","66.67","24.00","94.44","1.184"
