"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2019-04-12 - Golden Knights 5, Sharks 3","San Jose Sharks","Limited ReportFull ReportSeries Report","60","73","44","62.39","47","34","58.02","37","23","61.67","3","5","37.50","3.32","3.16","51.25","31","22","58.49","15","11","57.69","3","4","42.86","27.27","60.00","8.11","78.26","0.864"
"2019-04-12 - Penguins 1, Islanders 3","New York Islanders","Limited ReportFull ReportSeries Report","60","59","62","48.76","43","47","47.78","34","33","50.75","3","1","75.00","3.7","2.58","58.93","33","31","51.56","17","10","62.96","3","0","100.00","20.00","100.00","8.82","96.97","1.058"
"2019-04-13 - Avalanche 3, Flames 2","Calgary Flames","Limited ReportFull ReportSeries Report","68.45","61","84","42.07","49","55","47.12","37","39","48.68","2","3","40.00","2.29","2.68","46.04","24","32","42.86","8","9","47.06","1","1","50.00","14.29","88.89","5.41","92.31","0.977"
"2019-04-13 - Hurricanes 3, Capitals 4","Washington Capitals","Limited ReportFull ReportSeries Report","61.8","62","57","52.10","45","43","51.14","33","28","54.10","4","3","57.14","3","3.17","48.61","26","30","46.43","11","11","50.00","2","1","66.67","22.22","83.33","12.12","89.29","1.014"
"2019-04-13 - Maple Leafs 1, Bruins 4","Boston Bruins","Limited ReportFull ReportSeries Report","60","61","53","53.51","52","45","53.61","41","31","56.94","4","1","80.00","3.37","2.34","58.94","35","23","60.34","14","5","73.68","2","0","100.00","15.38","100.00","9.76","96.77","1.065"
"2019-04-13 - Stars 1, Predators 2","Nashville Predators","Limited ReportFull ReportSeries Report","65","76","51","59.84","55","38","59.14","42","23","64.62","2","1","66.67","2.79","2.59","51.85","34","20","62.96","9","9","50.00","1","1","50.00","16.67","83.33","4.76","95.65","1.004"
"2019-04-14 - Islanders 4, Penguins 1","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","58","61","48.74","35","48","42.17","26","36","41.94","1","4","20.00","2.22","3.49","38.89","31","30","50.82","13","10","56.52","1","0","100.00","10.00","100.00","3.85","88.89","0.927"
"2019-04-14 - Jets 6, Blues 3","St Louis Blues","Limited ReportFull ReportSeries Report","60","54","61","46.96","42","44","48.84","29","29","50.00","3","6","33.33","2.41","3.1","43.74","27","31","46.55","5","9","35.71","1","4","20.00","20.00","50.00","10.34","79.31","0.897"
"2019-04-14 - Lightning 1, Blue Jackets 3","Columbus Blue Jackets","Limited ReportFull ReportSeries Report","60","50","54","48.08","35","37","48.61","30","31","49.18","3","1","75.00","2.19","2.05","51.62","18","20","47.37","7","4","63.64","1","1","50.00","20.00","75.00","10.00","96.77","1.068"
"2019-04-14 - Sharks 3, Golden Knights 6","Vegas Golden Knights","Limited ReportFull ReportSeries Report","60","71","51","58.20","54","38","58.70","40","28","58.82","6","3","66.67","4.52","2.31","66.22","37","25","59.68","18","11","62.07","5","3","62.50","29.41","70.00","15.00","89.29","1.043"
"2019-04-15 - Bruins 2, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull ReportSeries Report","60","68","73","48.23","54","56","49.09","34","36","48.57","3","2","60.00","3.03","2.52","54.62","39","33","54.17","13","10","56.52","2","2","50.00","33.33","71.43","8.82","94.44","1.033"
"2019-04-15 - Capitals 0, Hurricanes 5","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","69","43","61.61","61","34","64.21","45","18","71.43","5","0","100.00","3.76","2.45","60.55","32","19","62.75","18","9","66.67","3","0","100.00","27.27","100.00","11.11","100.00","1.111"
"2019-04-15 - Flames 2, Avalanche 6","Colorado Avalanche","Limited ReportFull ReportSeries Report","60","80","61","56.74","65","41","61.32","56","29","65.88","6","2","75.00","5.52","1.9","74.44","45","24","65.22","20","7","74.07","1","2","33.33","5.56","66.67","10.71","93.10","1.038"
"2019-04-15 - Predators 3, Stars 2","Dallas Stars","Limited ReportFull ReportSeries Report","60","89","47","65.44","61","34","64.21","42","28","60.00","2","3","40.00","4.98","2.54","66.19","60","28","68.18","28","12","70.00","2","1","66.67","10.53","88.89","4.76","89.29","0.940"
"2019-04-16 - Islanders 3, Penguins 1","Pittsburgh Penguins","Limited ReportFull ReportSeries Report","60","74","54","57.81","51","38","57.30","33","26","55.93","1","3","25.00","2.22","3.3","40.24","27","29","48.21","7","11","38.89","0","2","0.00","0.00","81.82","3.03","88.46","0.915"
"2019-04-16 - Jets 2, Blues 1","St Louis Blues","Limited ReportFull ReportSeries Report","66.033333333333","59","69","46.09","45","54","45.45","32","39","45.07","1","2","33.33","3.31","3.39","49.46","29","42","40.85","11","18","37.93","0","2","0.00","0.00","86.67","3.13","94.87","0.980"
"2019-04-16 - Lightning 3, Blue Jackets 7","Columbus Blue Jackets","Limited ReportFull ReportSeries Report","60","45","58","43.69","36","43","45.57","25","33","43.10","7","3","70.00","4.39","2.3","65.57","23","29","44.23","10","14","41.67","2","2","50.00","28.57","83.33","28.00","90.91","1.189"
"2019-04-16 - Sharks 0, Golden Knights 5","Vegas Golden Knights","Limited ReportFull ReportSeries Report","60","51","60","45.95","39","40","49.37","27","28","49.09","5","0","100.00","2.66","3.57","42.73","24","28","46.15","13","16","44.83","4","0","100.00","50.00","100.00","18.52","100.00","1.185"
"2019-04-17 - Bruins 6, Maple Leafs 4","Toronto Maple Leafs","Limited ReportFull ReportSeries Report","60","81","53","60.45","56","41","57.73","42","31","57.53","4","6","40.00","2.96","3.26","47.63","47","26","64.38","14","7","66.67","3","2","60.00","37.50","60.00","9.52","80.65","0.902"
"2019-04-17 - Flames 2, Avalanche 3","Colorado Avalanche","Limited ReportFull ReportSeries Report","70.383333333333","84","61","57.93","65","45","59.09","52","37","58.43","3","2","60.00","4.51","2.42","65.11","44","25","63.77","23","14","62.16","2","1","66.67","11.11","92.31","5.77","94.59","1.004"
"2019-04-17 - Predators 1, Stars 5","Dallas Stars","Limited ReportFull ReportSeries Report","60","49","71","40.83","34","40","45.95","29","35","45.31","5","1","83.33","1.98","3.31","37.46","26","36","41.94","10","12","45.45","1","0","100.00","11.11","100.00","17.24","97.14","1.144"
"2019-04-18 - Blues 3, Jets 2","Winnipeg Jets","Limited ReportFull ReportSeries Report","60","49","59","45.37","40","45","47.06","31","29","51.67","2","3","40.00","2.77","2.59","51.65","27","27","50.00","12","11","52.17","2","3","40.00","22.22","57.14","6.45","89.66","0.961"
"2019-04-18 - Capitals 1, Hurricanes 2","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","52","55","48.60","34","39","46.58","24","31","43.64","2","1","66.67","2.23","2.24","49.82","20","28","41.67","8","10","44.44","2","0","100.00","33.33","100.00","8.33","96.77","1.051"
"2019-04-18 - Golden Knights 2, Sharks 5","San Jose Sharks","Limited ReportFull ReportSeries Report","60","64","60","51.61","43","42","50.59","29","32","47.54","5","2","71.43","3.85","2.66","59.18","34","27","55.74","18","11","62.07","3","0","100.00","27.27","100.00","17.24","93.75","1.110"
"2019-04-19 - Avalanche 5, Flames 1","Calgary Flames","Limited ReportFull ReportSeries Report","60","59","53","52.68","42","43","49.41","29","32","47.54","1","5","16.67","3.98","2.76","59.06","33","32","50.77","19","12","61.29","0","3","0.00","0.00","66.67","3.45","84.38","0.878"
"2019-04-19 - Maple Leafs 2, Bruins 1","Boston Bruins","Limited ReportFull ReportSeries Report","60","53","50","51.46","44","37","54.32","29","27","51.79","1","2","33.33","2.03","1.73","53.98","27","20","57.45","8","7","53.33","0","0","-","0.00","100.00","3.45","92.59","0.960"
"2019-04-20 - Hurricanes 0, Capitals 6","Washington Capitals","Limited ReportFull ReportSeries Report","60","55","55","50.00","38","41","48.10","28","30","48.28","6","0","100.00","3.68","1.81","67.03","35","17","67.31","16","6","72.73","5","0","100.00","41.67","100.00","21.43","100.00","1.214"
"2019-04-20 - Jets 2, Blues 3","St Louis Blues","Limited ReportFull ReportSeries Report","60","60","49","55.05","44","34","56.41","36","20","64.29","3","2","60.00","3.28","1.68","66.11","29","21","58.00","11","7","61.11","2","2","50.00","22.22","50.00","8.33","90.00","0.983"
"2019-04-20 - Stars 5, Predators 3","Nashville Predators","Limited ReportFull ReportSeries Report","60","65","44","59.63","50","35","58.82","33","26","55.93","3","5","37.50","2.73","2.2","55.43","34","23","59.65","12","9","57.14","2","2","50.00","20.00","71.43","9.09","80.77","0.899"
"2019-04-21 - Bruins 4, Maple Leafs 2","Toronto Maple Leafs","Limited ReportFull ReportSeries Report","60","54","72","42.86","39","53","42.39","24","41","36.92","2","4","33.33","1.96","4.09","32.32","26","33","44.07","9","9","50.00","0","2","0.00","0.00","66.67","8.33","90.24","0.986"
"2019-04-21 - Sharks 2, Golden Knights 1","Vegas Golden Knights","Limited ReportFull ReportSeries Report","91.283333333333","119","69","63.30","85","39","68.55","59","29","67.05","1","2","33.33","4.11","1.82","69.34","37","31","54.41","19","12","61.29","1","0","100.00","11.11","100.00","1.69","93.10","0.948"
"2019-04-22 - Capitals 2, Hurricanes 5","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","63","38","62.38","47","32","59.49","36","25","59.02","5","2","71.43","3.03","2.04","59.79","27","21","56.25","15","13","53.57","4","1","80.00","44.44","88.89","13.89","92.00","1.059"
"2019-04-22 - Predators 1, Stars 2","Dallas Stars","Limited ReportFull ReportSeries Report","77.033333333333","100","89","52.91","64","64","50.00","51","48","51.52","2","1","66.67","3.83","4.64","45.26","56","51","52.34","16","24","40.00","0","1","0.00","0.00","93.75","3.92","97.92","1.018"
"2019-04-23 - Golden Knights 4, Sharks 5","San Jose Sharks","Limited ReportFull ReportSeries Report","78.316666666667","88","63","58.28","63","47","57.27","48","38","55.81","5","4","55.56","4.52","2.98","60.26","44","37","54.32","18","16","52.94","1","2","33.33","7.69","84.62","10.42","89.47","0.999"
"2019-04-23 - Maple Leafs 1, Bruins 5","Boston Bruins","Limited ReportFull ReportSeries Report","60","47","64","42.34","43","47","47.78","32","33","49.23","5","1","83.33","5.45","2.58","67.91","29","33","46.77","17","9","65.38","2","0","100.00","15.38","100.00","15.63","96.97","1.126"
"2019-04-24 - Hurricanes 4, Capitals 3","Washington Capitals","Limited ReportFull ReportSeries Report","91.083333333333","75","90","45.45","62","61","50.41","37","42","46.84","3","4","42.86","3.34","2.95","53.09","29","30","49.15","14","15","48.28","2","3","40.00","28.57","78.57","8.11","90.48","0.986"
"2019-04-25 - Blue Jackets 2, Bruins 3","Boston Bruins","Limited ReportFull ReportSeries Report","65.25","75","38","66.37","56","31","64.37","37","22","62.71","3","2","60.00","3.15","1.52","67.52","37","16","69.81","18","8","69.23","1","2","33.33","11.11","75.00","8.11","90.91","0.990"
"2019-04-25 - Stars 2, Blues 3","St Louis Blues","Limited ReportFull ReportSeries Report","60","41","59","41.00","28","43","39.44","20","29","40.82","3","2","60.00","1.38","3.31","29.43","17","29","36.96","5","15","25.00","0","1","0.00","0.00","88.89","15.00","93.10","1.081"
"2019-04-26 - Avalanche 2, Sharks 5","San Jose Sharks","Limited ReportFull ReportSeries Report","60","54","59","47.79","38","37","50.67","27","28","49.09","5","2","71.43","2.91","2.84","50.62","27","37","42.19","15","11","57.69","2","1","66.67","20.00","90.00","18.52","92.86","1.114"
"2019-04-26 - Hurricanes 1, Islanders 0","New York Islanders","Limited ReportFull ReportSeries Report","64.066666666667","57","60","48.72","39","41","48.75","31","32","49.21","0","1","0.00","2.94","2.09","58.42","36","24","60.00","15","9","62.50","0","0","-","0.00","100.00","0.00","96.88","0.969"
"2019-04-27 - Blue Jackets 3, Bruins 2","Boston Bruins","Limited ReportFull ReportSeries Report","83.7","70","71","49.65","48","54","47.06","31","41","43.06","2","3","40.00","2.19","2.55","46.15","20","27","42.55","7","12","36.84","1","1","50.00","16.67","88.89","6.45","92.68","0.991"
"2019-04-27 - Stars 4, Blues 2","St Louis Blues","Limited ReportFull ReportSeries Report","60","67","48","58.26","49","43","53.26","34","35","49.28","2","4","33.33","2.85","3.59","44.26","37","25","59.68","13","13","50.00","1","3","25.00","11.11","72.73","5.88","88.57","0.945"
"2019-04-28 - Avalanche 4, Sharks 3","San Jose Sharks","Limited ReportFull ReportSeries Report","60","68","60","53.13","43","44","49.43","34","32","51.52","3","4","42.86","2.29","3.71","38.18","24","34","41.38","6","16","27.27","2","3","40.00","33.33","72.73","8.82","87.50","0.963"
"2019-04-28 - Hurricanes 2, Islanders 1","New York Islanders","Limited ReportFull ReportSeries Report","60","56","51","52.34","43","35","55.13","27","18","60.00","1","2","33.33","2.69","1.78","60.23","31","23","57.41","14","6","70.00","1","1","50.00","14.29","80.00","3.70","88.89","0.926"
"2019-04-29 - Blues 4, Stars 3","Dallas Stars","Limited ReportFull ReportSeries Report","60","68","60","53.13","40","44","47.62","31","34","47.69","3","4","42.86","2.94","3.94","42.75","43","39","52.44","19","22","46.34","3","3","50.00","21.43","81.25","9.68","88.24","0.979"
"2019-04-30 - Bruins 1, Blue Jackets 2","Columbus Blue Jackets","Limited ReportFull ReportSeries Report","60","61","72","45.86","44","50","46.81","34","37","47.89","2","1","66.67","3.19","1.93","62.27","27","27","50.00","12","7","63.16","1","1","50.00","11.11","80.00","5.88","97.30","1.032"
"2019-04-30 - Sharks 4, Avalanche 2","Colorado Avalanche","Limited ReportFull ReportSeries Report","60","49","60","44.95","31","41","43.06","27","31","46.55","2","4","33.33","2.31","3.4","40.51","27","26","50.94","10","7","58.82","2","0","100.00","22.22","100.00","7.41","87.10","0.945"
"2019-05-01 - Blues 2, Stars 4","Dallas Stars","Limited ReportFull ReportSeries Report","60","50","63","44.25","40","43","48.19","31","29","51.67","4","2","66.67","2.71","2.21","55.07","26","26","50.00","15","7","68.18","2","0","100.00","20.00","100.00","12.90","93.10","1.060"
"2019-05-01 - Islanders 2, Hurricanes 5","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","76","56","57.58","60","39","60.61","38","30","55.88","5","2","71.43","4.75","2.41","66.30","32","23","58.18","17","8","68.00","4","0","100.00","40.00","100.00","13.16","93.33","1.065"
"2019-05-02 - Bruins 4, Blue Jackets 1","Columbus Blue Jackets","Limited ReportFull ReportSeries Report","60","65","69","48.51","52","54","49.06","40","46","46.51","1","4","20.00","3.74","3.55","51.36","31","32","49.21","14","10","58.33","0","2","0.00","0.00","71.43","2.50","91.30","0.938"
"2019-05-02 - Sharks 0, Avalanche 3","Colorado Avalanche","Limited ReportFull ReportSeries Report","60","54","68","44.26","40","48","45.45","28","32","46.67","3","0","100.00","3.91","2.01","66.02","32","29","52.46","17","9","65.38","2","0","100.00","18.18","100.00","10.71","100.00","1.107"
"2019-05-03 - Islanders 2, Hurricanes 5","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","43","62","40.95","32","42","43.24","21","28","42.86","5","2","71.43","2.58","3.59","41.84","21","29","42.00","15","15","50.00","5","1","83.33","50.00","90.91","23.81","92.86","1.167"
"2019-05-03 - Stars 2, Blues 1","St Louis Blues","Limited ReportFull ReportSeries Report","60","65","46","58.56","46","38","54.76","39","27","59.09","1","2","33.33","2.48","1.94","56.12","28","24","53.85","5","7","41.67","0","1","0.00","0.00","83.33","2.56","92.59","0.952"
"2019-05-04 - Avalanche 1, Sharks 2","San Jose Sharks","Limited ReportFull ReportSeries Report","60","74","54","57.81","52","35","59.77","39","22","63.93","2","1","66.67","5.21","2.82","64.89","38","30","55.88","17","11","60.71","2","1","66.67","14.29","88.89","5.13","95.45","1.006"
"2019-05-04 - Blue Jackets 3, Bruins 4","Boston Bruins","Limited ReportFull ReportSeries Report","60","67","60","52.76","49","45","52.13","36","36","50.00","4","3","57.14","2.6","2.43","51.65","30","22","57.69","13","10","56.52","1","1","50.00","9.09","85.71","11.11","91.67","1.028"
"2019-05-05 - Blues 4, Stars 1","Dallas Stars","Limited ReportFull ReportSeries Report","60","43","46","48.31","33","37","47.14","23","25","47.92","1","4","20.00","1.89","2.25","45.74","21","20","51.22","9","8","52.94","1","2","33.33","14.29","60.00","4.35","84.00","0.883"
"2019-05-06 - Bruins 3, Blue Jackets 0","Columbus Blue Jackets","Limited ReportFull ReportSeries Report","60","70","50","58.33","55","39","58.51","39","29","57.35","0","3","0.00","3.23","2.28","58.62","33","20","62.26","12","11","52.17","0","1","0.00","0.00","85.71","0.00","89.66","0.897"
"2019-05-06 - Sharks 3, Avalanche 4","Colorado Avalanche","Limited ReportFull ReportSeries Report","62.533333333333","57","61","48.31","37","38","49.33","26","22","54.17","4","3","57.14","2.21","3.13","41.46","27","34","44.26","12","17","41.38","3","1","75.00","30.00","90.91","15.38","86.36","1.017"
"2019-05-07 - Stars 1, Blues 2","St Louis Blues","Limited ReportFull ReportSeries Report","85.833333333333","103","57","64.38","73","45","61.86","54","30","64.29","2","1","66.67","3.14","2.82","52.68","43","28","60.56","12","13","48.00","1","1","50.00","11.11","88.89","3.70","96.67","1.004"
"2019-05-08 - Avalanche 2, Sharks 3","San Jose Sharks","Limited ReportFull ReportSeries Report","60","55","56","49.55","37","39","48.68","27","29","48.21","3","2","60.00","2.13","2.41","46.92","29","22","56.86","12","14","46.15","2","2","50.00","28.57","81.82","11.11","93.10","1.042"
"2019-05-09 - Hurricanes 2, Bruins 5","Boston Bruins","Limited ReportFull ReportSeries Report","60","48","53","47.52","38","42","47.50","28","31","47.46","5","2","71.43","3.2","2.69","54.34","27","32","45.76","15","12","55.56","3","1","75.00","23.08","87.50","17.86","93.55","1.114"
"2019-05-11 - Blues 3, Sharks 6","San Jose Sharks","Limited ReportFull ReportSeries Report","60","50","61","45.05","38","47","44.71","25","31","44.64","6","3","66.67","3.54","3.36","51.33","26","33","44.07","11","18","37.93","3","2","60.00","37.50","81.82","24.00","90.32","1.143"
"2019-05-12 - Hurricanes 2, Bruins 6","Boston Bruins","Limited ReportFull ReportSeries Report","60","38","41","48.10","31","31","50.00","25","23","52.08","6","2","75.00","2.71","1.21","69.06","21","12","63.64","17","4","80.95","4","0","100.00","28.57","100.00","24.00","91.30","1.153"
"2019-05-13 - Blues 4, Sharks 2","San Jose Sharks","Limited ReportFull ReportSeries Report","60","62","49","55.86","42","34","55.26","26","25","50.98","2","4","33.33","1.86","2.32","44.41","26","14","65.00","6","10","37.50","1","2","33.33","25.00","75.00","7.69","84.00","0.917"
"2019-05-14 - Bruins 2, Hurricanes 1","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","70","55","56.00","54","42","56.25","36","31","53.73","1","2","33.33","4.2","3.86","52.12","31","30","50.82","17","14","54.84","0","1","0.00","0.00","92.31","2.78","93.55","0.963"
"2019-05-15 - Sharks 5, Blues 4","St Louis Blues","Limited ReportFull ReportSeries Report","65.383333333333","72","67","51.80","52","43","54.74","32","32","50.00","4","5","44.44","2.53","3.03","45.48","25","31","44.64","7","16","30.43","0","4","0.00","0.00","63.64","12.50","84.38","0.969"
"2019-05-16 - Bruins 4, Hurricanes 0","Carolina Hurricanes","Limited ReportFull ReportSeries Report","60","62","53","53.91","39","37","51.32","24","23","51.06","0","4","0.00","1.7","3.89","30.38","18","23","43.90","3","12","20.00","0","3","0.00","0.00","62.50","0.00","82.61","0.826"
"2019-05-17 - Sharks 1, Blues 2","St Louis Blues","Limited ReportFull ReportSeries Report","60","35","73","32.41","27","52","34.18","22","30","42.31","2","1","66.67","2.61","2.91","47.31","20","29","40.82","7","8","46.67","1","1","50.00","16.67","85.71","9.09","96.67","1.058"
"2019-05-19 - Blues 5, Sharks 0","San Jose Sharks","Limited ReportFull ReportSeries Report","60","42","68","38.18","31","54","36.47","21","40","34.43","0","5","0.00","1.58","5.13","23.59","19","41","31.67","5","19","20.83","0","4","0.00","0.00","75.00","0.00","87.50","0.875"
"2019-05-21 - Sharks 1, Blues 5","St Louis Blues","Limited ReportFull ReportSeries Report","60","38","53","41.76","27","40","40.30","19","26","42.22","5","1","83.33","2.64","2.11","55.61","23","31","42.59","7","12","36.84","2","0","100.00","28.57","100.00","26.32","96.15","1.225"
"2019-05-27 - Blues 2, Bruins 4","Boston Bruins","Limited ReportFull ReportSeries Report","60","59","40","59.60","52","28","65.00","38","20","65.52","4","2","66.67","3.83","1.32","74.42","27","15","64.29","10","4","71.43","2","0","100.00","22.22","100.00","10.53","90.00","1.005"
"2019-05-29 - Blues 3, Bruins 2","Boston Bruins","Limited ReportFull ReportSeries Report","63.85","48","67","41.74","35","48","42.17","23","37","38.33","2","3","40.00","1.86","2.88","39.20","22","31","41.51","10","15","40.00","1","1","50.00","12.50","91.67","8.70","91.89","1.006"
"2019-06-01 - Bruins 7, Blues 2","St Louis Blues","Limited ReportFull ReportSeries Report","60","63","40","61.17","44","33","57.14","29","24","54.72","2","7","22.22","3.06","3.66","45.54","32","22","59.26","13","7","65.00","1","2","33.33","9.09","66.67","6.90","70.83","0.777"
"2019-06-03 - Bruins 2, Blues 4","St Louis Blues","Limited ReportFull ReportSeries Report","60","64","41","60.95","49","34","59.04","38","23","62.30","4","2","66.67","3.08","1.57","66.31","23","18","56.10","9","5","64.29","3","2","60.00","33.33","50.00","10.53","91.30","1.018"
"2019-06-06 - Blues 2, Bruins 1","Boston Bruins","Limited ReportFull ReportSeries Report","60","65","41","61.32","50","26","65.79","39","21","65.00","1","2","33.33","3.13","1.58","66.48","34","21","61.82","14","5","73.68","0","0","-","0.00","100.00","2.56","90.48","0.930"
"2019-06-09 - Bruins 5, Blues 1","St Louis Blues","Limited ReportFull ReportSeries Report","60","59","47","55.66","43","38","53.09","29","32","47.54","1","5","16.67","2.83","2.66","51.49","27","20","57.45","13","3","81.25","1","0","100.00","14.29","100.00","3.45","84.38","0.878"
"2019-06-12 - Blues 4, Bruins 1","Boston Bruins","Limited ReportFull ReportSeries Report","60","62","32","65.96","41","25","62.12","33","20","62.26","1","4","20.00","1.87","1.75","51.67","21","18","53.85","9","10","47.37","0","3","0.00","0.00","62.50","3.03","80.00","0.830"
