"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2011-05-02 - Bruins 3, Flyers 2","Philadelphia Flyers","Limited ReportFull ReportSeries Report","74","89","82","52.05","66","60","52.38","54","41","56.84","2","3","40.00","4.21","3.82","52.39","43","43","50.00","20","17","54.05","2","1","66.67","15.38","92.86","3.70","92.68","0.964"
"2011-05-03 - Canucks 3, Predators 2","Nashville Predators","Limited ReportFull ReportSeries Report","70.75","56","74","43.08","43","59","42.16","30","47","38.96","2","3","40.00","2.16","3.02","41.63","20","29","40.82","10","13","43.48","2","2","50.00","22.22","80.00","6.67","93.62","1.003"
"2011-05-03 - Capitals 3, Lightning 4","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","50","58","46.30","42","39","51.85","30","32","48.39","4","3","57.14","2.31","2.21","51.12","28","19","59.57","14","11","56.00","3","2","60.00","27.27","81.82","13.33","90.63","1.040"
"2011-05-04 - Capitals 3, Lightning 5","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","54","78","40.91","43","56","43.43","37","36","50.68","5","3","62.50","2.84","2.28","55.52","22","21","51.16","11","9","55.00","4","1","80.00","40.00","80.00","13.51","91.67","1.052"
"2011-05-04 - Flyers 1, Bruins 5","Boston Bruins","Limited ReportFull ReportSeries Report","60","45","56","44.55","39","45","46.43","28","38","42.42","5","1","83.33","1.95","1.35","59.06","20","19","51.28","6","3","66.67","1","0","100.00","25.00","100.00","17.86","97.37","1.152"
"2011-05-04 - Sharks 4, Red Wings 3","Detroit Red Wings","Limited ReportFull ReportSeries Report","69.35","81","60","57.45","57","49","53.77","41","38","51.90","3","4","42.86","3.26","3.12","51.07","41","31","56.94","12","8","60.00","1","1","50.00","10.00","80.00","7.32","89.47","0.968"
"2011-05-05 - Canucks 4, Predators 2","Nashville Predators","Limited ReportFull ReportSeries Report","60","44","50","46.81","28","35","44.44","21","28","42.86","2","4","33.33","1.96","2.61","42.86","18","23","43.90","10","7","58.82","1","0","100.00","14.29","100.00","9.52","85.71","0.952"
"2011-05-06 - Flyers 1, Bruins 5","Boston Bruins","Limited ReportFull ReportSeries Report","60","55","42","56.70","40","30","57.14","27","23","54.00","5","1","83.33","3.72","1.29","74.20","19","14","57.58","11","4","73.33","4","1","80.00","40.00","66.67","18.52","95.65","1.142"
"2011-05-06 - Sharks 3, Red Wings 4","Detroit Red Wings","Limited ReportFull ReportSeries Report","60","62","42","59.62","50","35","58.82","40","28","58.82","4","3","57.14","2.74","1.66","62.36","31","20","60.78","11","10","52.38","1","1","50.00","9.09","87.50","10.00","89.29","0.993"
"2011-05-07 - Predators 4, Canucks 3","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","73","45","61.86","43","28","60.56","34","23","59.65","3","4","42.86","2","1.68","54.33","39","28","58.21","11","10","52.38","2","2","50.00","22.22","71.43","8.82","82.61","0.914"
"2011-05-08 - Red Wings 4, Sharks 3","San Jose Sharks","Limited ReportFull ReportSeries Report","60","73","49","59.84","56","29","65.88","42","22","65.63","3","4","42.86","3.81","1.86","67.21","28","21","57.14","11","9","55.00","2","2","50.00","22.22","71.43","7.14","81.82","0.890"
"2011-05-09 - Canucks 2, Predators 1","Nashville Predators","Limited ReportFull ReportSeries Report","60","45","39","53.57","32","29","52.46","24","19","55.81","1","2","33.33","1.72","2.21","43.74","13","17","43.33","1","5","16.67","0","2","0.00","-","33.33","4.17","89.47","0.936"
"2011-05-10 - Sharks 1, Red Wings 3","Detroit Red Wings","Limited ReportFull ReportSeries Report","60","72","52","58.06","60","35","63.16","45","25","64.29","3","1","75.00","4.26","2.23","65.70","35","28","55.56","16","8","66.67","2","1","66.67","14.29","83.33","6.67","96.00","1.027"
"2011-05-12 - Red Wings 2, Sharks 3","San Jose Sharks","Limited ReportFull ReportSeries Report","60","56","76","42.42","36","51","41.38","30","40","42.86","3","2","60.00","2.7","2.5","51.97","26","31","45.61","13","12","52.00","1","1","50.00","9.09","88.89","10.00","95.00","1.050"
"2011-05-14 - Lightning 5, Bruins 2","Boston Bruins","Limited ReportFull ReportSeries Report","60","66","54","55.00","49","45","52.13","33","34","49.25","2","5","28.57","2.22","3.42","39.40","25","27","48.08","8","12","40.00","0","3","0.00","0.00","72.73","6.06","85.29","0.914"
"2011-05-15 - Sharks 2, Canucks 3","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","71","45","61.21","50","32","60.98","38","29","56.72","3","2","60.00","3.21","1.34","70.60","34","16","68.00","15","8","65.22","2","1","66.67","15.38","85.71","7.89","93.10","1.010"
"2011-05-17 - Lightning 5, Bruins 6","Boston Bruins","Limited ReportFull ReportSeries Report","60","67","64","51.15","50","52","49.02","35","41","46.05","6","5","54.55","3.95","3.15","55.63","32","26","55.17","15","13","53.57","5","2","71.43","45.45","83.33","17.14","87.80","1.049"
"2011-05-18 - Sharks 3, Canucks 7","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","64","50","56.14","52","40","56.52","38","31","55.07","7","3","70.00","3.14","2.46","56.00","33","25","56.90","17","13","56.67","3","3","50.00","21.43","72.73","18.42","90.32","1.087"
"2011-05-19 - Bruins 2, Lightning 0","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","57","40","58.76","43","31","58.11","31","25","55.36","0","2","0.00","2.06","1.38","59.81","28","19","59.57","9","7","56.25","0","2","0.00","0.00","71.43","0.00","92.00","0.920"
"2011-05-20 - Canucks 3, Sharks 4","San Jose Sharks","Limited ReportFull ReportSeries Report","60","74","66","52.86","52","40","56.52","38","30","55.88","4","3","57.14","5.05","3.14","61.70","38","34","52.78","21","16","56.76","3","0","100.00","17.65","100.00","10.53","90.00","1.005"
"2011-05-21 - Bruins 3, Lightning 5","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","71","57","55.47","53","38","58.24","37","30","55.22","5","3","62.50","3.48","1.38","71.56","35","19","64.81","14","7","66.67","3","2","60.00","27.27","66.67","13.51","90.00","1.035"
"2011-05-22 - Canucks 4, Sharks 2","San Jose Sharks","Limited ReportFull ReportSeries Report","60","74","31","70.48","51","22","69.86","35","13","72.92","2","4","33.33","3.15","1.78","63.85","33","16","67.35","15","7","68.18","2","1","66.67","15.38","75.00","5.71","69.23","0.749"
"2011-05-23 - Lightning 1, Bruins 3","Boston Bruins","Limited ReportFull ReportSeries Report","60","39","54","41.94","31","42","42.47","20","34","37.04","3","1","75.00","2","1.85","51.90","13","18","41.94","6","10","37.50","2","1","66.67","40.00","90.00","15.00","97.06","1.121"
"2011-05-24 - Sharks 2, Canucks 3","Vancouver Canucks","Limited ReportFull ReportSeries Report","90.3","86","103","45.50","57","74","43.51","34","56","37.78","3","2","60.00","2.57","3.83","40.19","33","32","50.77","12","12","50.00","2","0","100.00","40.00","100.00","8.82","96.43","1.053"
"2011-05-25 - Bruins 4, Lightning 5","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","50","46","52.08","39","30","56.52","26","20","56.52","5","4","55.56","2.28","1.56","59.35","27","14","65.85","9","4","69.23","2","1","66.67","33.33","75.00","19.23","80.00","0.992"
"2011-05-27 - Lightning 0, Bruins 1","Boston Bruins","Limited ReportFull ReportSeries Report","60","73","47","60.83","56","30","65.12","38","24","61.29","1","0","100.00","2.68","1.17","69.51","32","19","62.75","10","5","66.67","1","0","100.00","10.00","100.00","2.63","100.00","1.026"
"2011-06-01 - Bruins 0, Canucks 1","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","69","58","54.33","50","46","52.08","34","36","48.57","1","0","100.00","2.78","2.4","53.65","38","32","54.29","15","13","53.57","1","0","100.00","8.33","100.00","2.94","100.00","1.029"
"2011-06-04 - Bruins 2, Canucks 3","Vancouver Canucks","Limited ReportFull ReportSeries Report","60.183333333333","65","58","52.85","47","42","52.81","33","30","52.38","3","2","60.00","2.29","2.44","48.35","26","28","48.15","12","10","54.55","2","1","66.67","22.22","85.71","9.09","93.33","1.024"
"2011-06-06 - Canucks 1, Bruins 8","Boston Bruins","Limited ReportFull ReportSeries Report","60","55","63","46.61","44","51","46.32","38","41","48.10","8","1","88.89","3.14","2.42","56.48","30","19","61.22","11","10","52.38","3","1","75.00","27.27","90.00","21.05","97.56","1.186"
"2011-06-08 - Canucks 0, Bruins 4","Boston Bruins","Limited ReportFull ReportSeries Report","60","56","64","46.67","39","49","44.32","29","38","43.28","4","0","100.00","2.22","2.07","51.73","26","19","57.78","13","4","76.47","3","0","100.00","33.33","100.00","13.79","100.00","1.138"
"2011-06-10 - Bruins 0, Canucks 1","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","56","57","49.56","37","40","48.05","25","31","44.64","1","0","100.00","1.87","1.95","49.01","30","30","50.00","10","8","55.56","1","0","100.00","12.50","100.00","4.00","100.00","1.040"
"2011-06-13 - Canucks 2, Bruins 5","Boston Bruins","Limited ReportFull ReportSeries Report","60","59","70","45.74","45","53","45.92","40","38","51.28","5","2","71.43","3.6","2.5","59.08","28","23","54.90","12","10","54.55","3","2","60.00","30.00","77.78","12.50","94.74","1.072"
"2011-06-15 - Bruins 4, Canucks 0","Vancouver Canucks","Limited ReportFull ReportSeries Report","60","62","43","59.05","47","29","61.84","37","21","63.79","0","4","0.00","2.37","2.43","49.38","22","22","50.00","11","9","55.00","0","4","0.00","0.00","42.86","0.00","80.95","0.810"
