"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2018-05-17 - Lightning 4, Capitals 2","Washington Capitals","Limited ReportFull ReportSeries Report","60","65","45","59.09","49","27","64.47","38","20","65.52","2","4","33.33","3.41","2.26","60.14","33","19","63.46","14","12","53.85","0","3","0.00","0.00","66.67","5.26","80.00","0.853"
"2018-05-18 - Jets 2, Golden Knights 3","Vegas Golden Knights","Limited ReportFull ReportSeries Report","60","59","85","40.97","41","60","40.59","29","37","43.94","3","2","60.00","2.73","4.86","35.96","34","42","44.74","13","24","35.14","2","0","100.00","25.00","100.00","10.34","94.59","1.049"
"2018-05-19 - Capitals 2, Lightning 3","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","48","59","44.86","37","40","48.05","22","30","42.31","3","2","60.00","2.61","1.57","62.53","29","23","55.77","17","6","73.91","2","0","100.00","25.00","100.00","13.64","93.33","1.070"
"2018-05-20 - Golden Knights 2, Jets 1","Winnipeg Jets","Limited ReportFull ReportSeries Report","60","59","57","50.86","50","42","54.35","32","32","50.00","1","2","33.33","2.91","2.23","56.63","24","30","44.44","10","11","47.62","0","0","-","0.00","100.00","3.13","93.75","0.969"
"2018-05-21 - Lightning 0, Capitals 3","Washington Capitals","Limited ReportFull ReportSeries Report","60","61","59","50.83","48","39","55.17","34","24","58.62","3","0","100.00","3.16","1.92","62.16","33","26","55.93","14","10","58.33","1","0","100.00","11.11","100.00","8.82","100.00","1.088"
"2018-05-23 - Capitals 4, Lightning 0","Tampa Bay Lightning","Limited ReportFull ReportSeries Report","60","60","38","61.22","45","32","58.44","29","23","55.77","0","4","0.00","2.12","2.61","44.78","23","21","52.27","10","8","55.56","0","1","0.00","0.00","87.50","0.00","82.61","0.826"
"2018-05-28 - Capitals 4, Golden Knights 6","Vegas Golden Knights","Limited ReportFull ReportSeries Report","60","67","68","49.63","50","52","49.02","34","28","54.84","6","4","60.00","3.73","3.28","53.19","25","27","48.08","15","16","48.39","5","4","55.56","62.50","55.56","17.65","85.71","1.034"
"2018-05-30 - Capitals 3, Golden Knights 2","Vegas Golden Knights","Limited ReportFull ReportSeries Report","60","69","44","61.06","51","36","58.62","39","26","60.00","2","3","40.00","2.66","1.68","61.23","26","19","57.78","11","7","61.11","1","1","50.00","10.00","83.33","5.13","88.46","0.936"
"2018-06-02 - Golden Knights 1, Capitals 3","Washington Capitals","Limited ReportFull ReportSeries Report","60","58","62","48.33","49","36","57.65","26","22","54.17","3","1","75.00","3.68","2.16","62.99","28","29","49.12","10","9","52.63","2","1","66.67","25.00","80.00","11.54","95.45","1.070"
"2018-06-04 - Golden Knights 2, Capitals 6","Washington Capitals","Limited ReportFull ReportSeries Report","60","41","71","36.61","33","47","41.25","23","30","43.40","6","2","75.00","2.36","2.91","44.77","21","31","40.38","8","13","38.10","3","2","60.00","42.86","66.67","26.09","93.33","1.194"
"2018-06-07 - Capitals 4, Golden Knights 3","Vegas Golden Knights","Limited ReportFull ReportSeries Report","60","54","55","49.54","41","44","48.24","31","33","48.44","3","4","42.86","2.72","3.14","46.40","24","24","50.00","12","9","57.14","3","2","60.00","30.00","75.00","9.68","87.88","0.976"
