"Game","Team","","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
"2018-10-06 - Canadiens 5, Penguins 1","Pittsburgh Penguins","Limited ReportFull Report","60","56","42","57.14","34","35","49.28","22","29","43.14","1","5","16.67","2.02","2.41","45.70","21","22","48.84","9","10","47.37","1","5","16.67","16.67","50.00","4.55","82.76","0.873"
"2018-10-06 - Canucks 4, Flames 7","Calgary Flames","Limited ReportFull Report","60","73","45","61.86","50","32","60.98","37","20","64.91","7","4","63.64","5.95","1.88","75.98","39","20","66.10","13","12","52.00","3","3","50.00","27.27","57.14","18.92","80.00","0.989"
"2018-10-06 - Ducks 1, Coyotes 0","Arizona Coyotes","Limited ReportFull Report","60","79","36","68.70","58","31","65.17","41","20","67.21","0","1","0.00","4.04","1.57","72.01","37","17","68.52","14","9","60.87","0","1","0.00","0.00","80.00","0.00","95.00","0.950"
"2018-10-06 - Flyers 2, Avalanche 5","Colorado Avalanche","Limited ReportFull Report","60","66","64","50.77","43","47","47.78","35","37","48.61","5","2","71.43","3.66","2.13","63.20","35","29","54.69","12","9","57.14","3","1","75.00","27.27","85.71","14.29","94.59","1.089"
"2018-10-06 - Golden Knights 2, Wild 1","Minnesota Wild","Limited ReportFull Report","65","49","78","38.58","45","60","42.86","30","42","41.67","1","1","50.00","1.87","2.92","39.01","17","31","35.42","7","10","41.18","0","0","-","0.00","100.00","3.33","97.62","1.010"
"2018-10-06 - Jets 1, Stars 5","Dallas Stars","Limited ReportFull Report","60","63","58","52.07","42","43","49.41","35","33","51.47","5","1","83.33","3.43","1.87","64.76","31","26","54.39","13","6","68.42","3","0","100.00","30.00","100.00","14.29","96.97","1.113"
"2018-10-06 - Oilers 2, Devils 5","New Jersey Devils","Limited ReportFull Report","60","48","38","55.81","40","30","57.14","27","19","58.70","5","2","71.43","3.06","1.57","66.05","27","16","62.79","10","2","83.33","1","0","100.00","14.29","100.00","18.52","89.47","1.080"
"2018-10-06 - Panthers 1, Lightning 2","Tampa Bay Lightning","Limited ReportFull Report","65","53","65","44.92","40","56","41.67","29","43","40.28","1","1","50.00","2.11","2.61","44.71","22","30","42.31","8","6","57.14","1","0","100.00","20.00","100.00","3.45","97.67","1.011"
"2018-10-06 - Predators 4, Islanders 3","New York Islanders","Limited ReportFull Report","60","53","37","58.89","37","30","55.22","29","23","55.77","3","4","42.86","2.72","1.71","61.41","28","19","59.57","11","7","61.11","2","2","50.00","22.22","66.67","10.34","82.61","0.930"
"2018-10-06 - Rangers 1, Sabres 3","Buffalo Sabres","Limited ReportFull Report","60","58","68","46.03","45","55","45.00","29","44","39.73","3","1","75.00","2.88","2.81","50.62","19","24","44.19","7","10","41.18","1","1","50.00","16.67","87.50","10.34","97.73","1.081"
"2018-10-06 - Senators 5, Maple Leafs 3","Toronto Maple Leafs","Limited ReportFull Report","60","80","40","66.67","53","32","62.35","37","24","60.66","3","5","37.50","3.99","2.67","59.92","41","19","68.33","14","6","70.00","0","3","0.00","0.00","40.00","8.11","79.17","0.873"
"2018-10-07 - Maple Leafs 7, Blackhawks 6","Chicago Blackhawks","Limited ReportFull Report","60.316666666667","69","56","55.20","40","42","48.78","31","34","47.69","6","7","46.15","2.12","2.57","45.27","34","31","52.31","12","12","50.00","3","4","42.86","42.86","60.00","19.35","79.41","0.988"
"2018-10-07 - Rangers 5, Hurricanes 8","Carolina Hurricanes","Limited ReportFull Report","60","74","51","59.20","61","35","63.54","40","24","62.50","8","5","61.54","4.82","2.77","63.51","34","25","57.63","20","15","57.14","4","5","44.44","40.00","58.33","20.00","79.17","0.992"
"2018-10-07 - Red Wings 2, Kings 4","Los Angeles Kings","Limited ReportFull Report","60","47","73","39.17","33","55","37.50","25","38","39.68","4","2","66.67","2.07","3.62","36.33","25","42","37.31","13","15","46.43","1","0","100.00","11.11","100.00","16.00","94.74","1.107"
"2018-10-08 - Golden Knights 2, Sabres 4","Buffalo Sabres","Limited ReportFull Report","60","35","67","34.31","29","53","35.37","17","37","31.48","4","2","66.67","1.61","2.06","43.85","12","22","35.29","5","10","33.33","2","0","100.00","66.67","100.00","23.53","94.59","1.181"
"2018-10-08 - Red Wings 2, Ducks 3","Anaheim Ducks","Limited ReportFull Report","65","59","58","50.43","47","44","51.65","27","21","56.25","2","2","50.00","2.77","2.71","50.55","29","35","45.31","14","17","45.16","1","2","33.33","11.11","75.00","7.41","90.48","0.979"
"2018-10-08 - Senators 3, Bruins 6","Boston Bruins","Limited ReportFull Report","60","53","51","50.96","39","43","47.56","30","31","49.18","6","3","66.67","2.6","2.71","48.95","28","23","54.90","14","12","53.85","4","1","80.00","36.36","90.91","20.00","90.32","1.103"
"2018-10-08 - Sharks 0, Islanders 4","New York Islanders","Limited ReportFull Report","60","50","70","41.67","41","47","46.59","30","35","46.15","4","0","100.00","3.36","2.68","55.63","23","30","43.40","12","12","50.00","3","0","100.00","30.00","100.00","13.33","100.00","1.133"
"2018-10-09 - Avalanche 2, Blue Jackets 5","Columbus Blue Jackets","Limited ReportFull Report","60","54","45","54.55","45","34","56.96","35","27","56.45","5","2","71.43","3.99","1.94","67.32","27","22","55.10","9","3","75.00","1","0","100.00","12.50","100.00","14.29","92.59","1.069"
"2018-10-09 - Canucks 3, Hurricanes 5","Carolina Hurricanes","Limited ReportFull Report","60","60","49","55.05","44","38","53.66","33","25","56.90","5","3","62.50","2.67","2.67","50.07","32","23","58.18","14","13","51.85","2","2","50.00","22.22","75.00","15.15","88.00","1.032"
"2018-10-09 - Flames 3, Predators 0","Nashville Predators","Limited ReportFull Report","60","65","48","57.52","51","35","59.30","43","27","61.43","0","3","0.00","3.47","2.31","60.03","34","22","60.71","14","11","56.00","0","2","0.00","0.00","80.00","0.00","88.89","0.889"
"2018-10-09 - Kings 1, Jets 2","Winnipeg Jets","Limited ReportFull Report","60","70","42","62.50","49","27","64.47","39","17","69.64","2","1","66.67","2.77","1.43","65.95","24","13","64.86","11","6","64.71","2","1","66.67","33.33","75.00","5.13","94.12","0.992"
"2018-10-09 - Maple Leafs 7, Stars 4","Dallas Stars","Limited ReportFull Report","60","56","66","45.90","45","51","46.88","34","30","53.13","4","7","36.36","2.15","3.69","36.76","27","41","39.71","10","19","34.48","3","3","50.00","37.50","72.73","11.76","76.67","0.884"
"2018-10-09 - Sharks 8, Flyers 2","Philadelphia Flyers","Limited ReportFull Report","60","59","70","45.74","51","62","45.13","33","48","40.74","2","8","20.00","3.84","5.2","42.43","38","36","51.35","14","22","38.89","2","6","25.00","20.00","70.00","6.06","83.33","0.894"
"2018-10-10 - Coyotes 3, Ducks 2","Anaheim Ducks","Limited ReportFull Report","65","48","75","39.02","35","56","38.46","25","39","39.06","2","2","50.00","2.19","3.57","38.03","21","39","35.00","10","12","45.45","1","1","50.00","12.50","88.89","8.00","94.87","1.029"
"2018-10-10 - Flyers 7, Senators 4","Ottawa Senators","Limited ReportFull Report","60","64","71","47.41","48","59","44.86","35","45","43.75","4","7","36.36","3.9","4.75","45.06","33","32","50.77","19","14","57.58","3","3","50.00","17.65","66.67","11.43","84.44","0.959"
"2018-10-10 - Golden Knights 2, Capitals 5","Washington Capitals","Limited ReportFull Report","60","51","68","42.86","43","48","47.25","29","31","48.33","5","2","71.43","2.94","3.04","49.13","28","26","51.85","11","14","44.00","2","2","50.00","22.22","80.00","17.24","93.55","1.108"
"2018-10-11 - Avalanche 6, Sabres 1","Buffalo Sabres","Limited ReportFull Report","60","58","43","57.43","48","41","53.93","31","30","50.82","1","6","14.29","3.1","2.65","53.94","24","21","53.33","13","13","50.00","0","5","0.00","0.00","58.33","3.23","80.00","0.832"
"2018-10-11 - Blackhawks 3, Wild 4","Minnesota Wild","Limited ReportFull Report","63.416666666667","72","55","56.69","60","46","56.60","46","30","60.53","4","3","57.14","4.69","2.81","62.47","37","21","63.79","23","10","69.70","4","2","66.67","19.05","66.67","8.70","90.00","0.987"
"2018-10-11 - Blue Jackets 5, Panthers 4","Florida Panthers","Limited ReportFull Report","60","60","59","50.42","55","45","55.00","41","32","56.16","4","5","44.44","3.1","3.77","45.16","26","29","47.27","13","12","52.00","3","2","60.00","25.00","80.00","9.76","84.38","0.941"
"2018-10-11 - Canucks 4, Lightning 1","Tampa Bay Lightning","Limited ReportFull Report","60","75","49","60.48","53","36","59.55","34","28","54.84","1","4","20.00","3.36","3.43","49.52","49","23","68.06","19","5","79.17","1","1","50.00","6.67","80.00","2.94","85.71","0.887"
"2018-10-11 - Capitals 0, Devils 6","New Jersey Devils","Limited ReportFull Report","60","62","53","53.91","54","33","62.07","36","21","63.16","6","0","100.00","3.74","2.37","61.28","37","31","54.41","16","6","72.73","2","0","100.00","25.00","100.00","16.67","100.00","1.167"
"2018-10-11 - Flames 3, Blues 5","St Louis Blues","Limited ReportFull Report","60","52","55","48.60","37","44","45.68","32","34","48.48","5","3","62.50","2.51","4.35","36.62","29","35","45.31","14","17","45.16","3","3","50.00","25.00","81.25","15.63","91.18","1.068"
"2018-10-11 - Golden Knights 2, Penguins 4","Pittsburgh Penguins","Limited ReportFull Report","60","41","76","35.04","31","49","38.75","22","37","37.29","4","2","66.67","1.71","2.79","38.00","21","30","41.18","5","12","29.41","1","1","50.00","33.33","88.89","18.18","94.59","1.128"
"2018-10-11 - Jets 0, Predators 3","Nashville Predators","Limited ReportFull Report","60","51","43","54.26","45","37","54.88","30","29","50.85","3","0","100.00","3.58","2.24","61.57","28","19","59.57","9","14","39.13","2","0","100.00","25.00","100.00","10.00","100.00","1.100"
"2018-10-11 - Kings 3, Canadiens 0","Montreal Canadiens","Limited ReportFull Report","60","73","41","64.04","51","30","62.96","40","29","57.97","0","3","0.00","2.65","1.74","60.42","26","22","54.17","10","13","43.48","0","1","0.00","0.00","91.67","0.00","89.66","0.897"
"2018-10-11 - Maple Leafs 5, Red Wings 3","Detroit Red Wings","Limited ReportFull Report","60","57","54","51.35","46","47","49.46","29","35","45.31","3","5","37.50","2.98","3.87","43.52","30","30","50.00","12","14","46.15","0","2","0.00","0.00","80.00","10.34","85.71","0.961"
"2018-10-11 - Oilers 1, Bruins 4","Boston Bruins","Limited ReportFull Report","60","52","43","54.74","44","32","57.89","32","26","55.17","4","1","80.00","4.65","1.94","70.56","23","21","52.27","9","11","45.00","1","0","100.00","16.67","100.00","12.50","96.15","1.087"
"2018-10-11 - Sharks 2, Rangers 3","New York Rangers","Limited ReportFull Report","60.616666666667","50","81","38.17","37","61","37.76","27","43","38.57","3","2","60.00","2.14","3.77","36.22","28","34","45.16","13","20","39.39","2","1","66.67","18.18","92.31","11.11","95.35","1.065"
"2018-10-13 - Blue Jackets 2, Lightning 8","Tampa Bay Lightning","Limited ReportFull Report","60","56","57","49.56","39","45","46.43","31","32","49.21","8","2","80.00","2.61","2.27","53.46","33","25","56.90","9","11","45.00","3","2","60.00","42.86","71.43","25.81","93.75","1.196"
"2018-10-13 - Blues 3, Blackhawks 4","Chicago Blackhawks","Limited ReportFull Report","64.85","79","55","58.96","59","41","59.00","50","38","56.82","4","3","57.14","3.68","2.61","58.54","48","29","62.34","21","11","65.63","4","1","80.00","22.22","90.00","8.00","92.11","1.001"
"2018-10-13 - Canucks 3, Panthers 2","Florida Panthers","Limited ReportFull Report","60","63","46","57.80","40","40","50.00","26","30","46.43","2","3","40.00","2.13","3.17","40.13","29","25","53.70","6","9","40.00","1","1","50.00","20.00","87.50","7.69","90.00","0.977"
"2018-10-13 - Ducks 3, Stars 5","Dallas Stars","Limited ReportFull Report","60","84","45","65.12","60","30","66.67","51","25","67.11","5","3","62.50","4.96","1.76","73.85","50","26","65.79","16","7","69.57","0","1","0.00","0.00","85.71","9.80","88.00","0.978"
"2018-10-13 - Flames 3, Avalanche 2","Colorado Avalanche","Limited ReportFull Report","60.766666666667","43","77","35.83","34","58","36.96","26","41","38.81","2","3","40.00","2.14","3.21","40.01","22","32","40.74","11","13","45.83","2","2","50.00","25.00","75.00","7.69","92.68","1.004"
"2018-10-13 - Golden Knights 1, Flyers 0","Philadelphia Flyers","Limited ReportFull Report","60","55","52","51.40","38","35","52.05","26","21","55.32","0","1","0.00","3.03","2.48","55.06","29","24","54.72","16","12","57.14","0","0","-","0.00","100.00","0.00","95.24","0.952"
"2018-10-13 - Hurricanes 5, Wild 4","Minnesota Wild","Limited ReportFull Report","62.95","34","83","29.06","26","65","28.57","23","57","28.75","4","5","44.44","1.36","4.15","24.67","17","34","33.33","5","17","22.73","2","4","33.33","40.00","75.00","17.39","91.23","1.086"
"2018-10-13 - Islanders 2, Predators 5","Nashville Predators","Limited ReportFull Report","60","52","46","53.06","41","35","53.95","29","22","56.86","5","2","71.43","2.74","1.93","58.71","26","21","55.32","12","8","60.00","2","1","66.67","20.00","75.00","17.24","90.91","1.082"
"2018-10-13 - Kings 1, Senators 5","Ottawa Senators","Limited ReportFull Report","60","35","80","30.43","26","53","32.91","22","37","37.29","5","1","83.33","1.48","2.09","41.52","17","29","36.96","7","11","38.89","3","1","75.00","42.86","83.33","22.73","97.30","1.200"
"2018-10-13 - Maple Leafs 4, Capitals 2","Washington Capitals","Limited ReportFull Report","60","59","57","50.86","40","39","50.63","27","28","49.09","2","4","33.33","3.01","2.6","53.61","32","27","54.24","13","13","50.00","1","4","20.00","12.50","63.64","7.41","85.71","0.931"
"2018-10-13 - Oilers 2, Rangers 1","New York Rangers","Limited ReportFull Report","60","51","55","48.11","37","40","48.05","24","27","47.06","1","2","33.33","2.09","2.13","49.53","24","23","51.06","10","7","58.82","0","1","0.00","0.00","83.33","4.17","92.59","0.968"
"2018-10-13 - Penguins 3, Canadiens 4","Montreal Canadiens","Limited ReportFull Report","65","78","48","61.90","53","38","58.24","40","28","58.82","3","3","50.00","3.14","1.8","63.57","34","23","59.65","11","8","57.89","2","1","66.67","25.00","80.00","7.50","89.29","0.968"
"2018-10-13 - Red Wings 2, Bruins 8","Boston Bruins","Limited ReportFull Report","60","63","50","55.75","51","41","55.43","39","34","53.42","8","2","80.00","2.76","2.08","57.01","26","17","60.47","14","7","66.67","4","1","80.00","33.33","85.71","20.51","94.12","1.146"
"2018-10-13 - Sabres 3, Coyotes 0","Arizona Coyotes","Limited ReportFull Report","60","66","46","58.93","47","34","58.02","36","23","61.02","0","3","0.00","2.8","2.03","57.98","29","20","59.18","13","10","56.52","0","2","0.00","0.00","71.43","0.00","86.96","0.870"
"2018-10-14 - Ducks 3, Blues 2","St Louis Blues","Limited ReportFull Report","60","63","51","55.26","45","39","53.57","31","31","50.00","2","3","40.00","2.56","2.12","54.71","32","24","57.14","12","8","60.00","2","3","40.00","18.18","57.14","6.45","90.32","0.968"
"2018-10-14 - Hurricanes 1, Jets 3","Winnipeg Jets","Limited ReportFull Report","60","48","79","37.80","36","58","38.30","26","43","37.68","3","1","75.00","2.47","3.97","38.34","26","43","37.68","6","20","23.08","0","1","0.00","0.00","94.12","11.54","97.67","1.092"
"2018-10-14 - Sharks 2, Devils 3","New Jersey Devils","Limited ReportFull Report","60","57","64","47.11","44","52","45.83","36","39","48.00","3","2","60.00","2.68","3.56","42.99","21","28","42.86","7","10","41.18","2","2","50.00","28.57","75.00","8.33","94.87","1.032"
"2018-10-15 - Kings 1, Maple Leafs 4","Toronto Maple Leafs","Limited ReportFull Report","60","55","72","43.31","34","51","40.00","25","34","42.37","4","1","80.00","2.84","3.27","46.50","28","33","45.90","10","10","50.00","2","1","66.67","22.22","85.71","16.00","97.06","1.131"
"2018-10-15 - Red Wings 3, Canadiens 7","Montreal Canadiens","Limited ReportFull Report","60","60","66","47.62","40","46","46.51","35","28","55.56","7","3","70.00","3.41","2.65","56.21","28","34","45.16","16","13","55.17","6","2","75.00","42.86","75.00","20.00","89.29","1.093"
"2018-10-15 - Stars 1, Senators 4","Ottawa Senators","Limited ReportFull Report","60","47","68","40.87","35","53","39.77","24","38","38.71","4","1","80.00","2.42","2.21","52.33","18","30","37.50","10","8","55.56","1","1","50.00","10.00","87.50","16.67","97.37","1.140"
"2018-10-15 - Wild 2, Predators 4","Nashville Predators","Limited ReportFull Report","60","58","52","52.73","41","40","50.62","28","31","47.46","4","2","66.67","3.2","2.03","61.16","21","21","50.00","9","8","52.94","3","1","75.00","60.00","83.33","14.29","93.55","1.078"
"2018-10-16 - Avalanche 2, Rangers 3","New York Rangers","Limited ReportFull Report","64.983333333333","76","64","54.29","53","47","53.00","43","33","56.58","2","2","50.00","4.03","3.01","57.25","37","32","53.62","16","16","50.00","1","2","33.33","7.14","80.00","4.65","93.94","0.986"
"2018-10-16 - Canucks 3, Penguins 2","Pittsburgh Penguins","Limited ReportFull Report","60.566666666667","54","48","52.94","37","36","50.68","28","26","51.85","2","3","40.00","2.29","2.4","48.85","31","24","56.36","11","9","55.00","1","1","50.00","11.11","83.33","7.14","88.46","0.956"
"2018-10-16 - Coyotes 1, Wild 2","Minnesota Wild","Limited ReportFull Report","60","46","63","42.20","36","45","44.44","28","32","46.67","2","1","66.67","1.85","1.94","48.83","19","26","42.22","9","9","50.00","1","0","100.00","20.00","100.00","7.14","96.88","1.040"
"2018-10-16 - Hurricanes 2, Lightning 4","Tampa Bay Lightning","Limited ReportFull Report","60","50","70","41.67","37","50","42.53","27","40","40.30","4","2","66.67","2.94","2.47","54.36","30","26","53.57","12","8","60.00","4","1","80.00","40.00","83.33","14.81","95.00","1.098"
"2018-10-16 - Oilers 5, Jets 4","Winnipeg Jets","Limited ReportFull Report","61.416666666667","54","64","45.76","39","52","42.86","33","35","48.53","4","5","44.44","1.99","2.79","41.68","19","26","42.22","10","11","47.62","3","2","60.00","33.33","80.00","12.12","85.71","0.978"
"2018-10-16 - Panthers 5, Flyers 6","Philadelphia Flyers","Limited ReportFull Report","65","50","53","48.54","36","40","47.37","26","26","50.00","5","5","50.00","2.18","1.89","53.46","23","13","63.89","9","9","50.00","2","4","33.33","40.00","50.00","19.23","80.77","1.000"
"2018-10-16 - Sabres 1, Golden Knights 4","Vegas Golden Knights","Limited ReportFull Report","60","58","51","53.21","35","33","51.47","29","27","51.79","4","1","80.00","3.14","2.4","56.67","24","28","46.15","11","10","52.38","2","1","66.67","20.00","85.71","13.79","96.30","1.101"
"2018-10-16 - Stars 0, Devils 3","New Jersey Devils","Limited ReportFull Report","60","58","41","58.59","51","34","60.00","34","24","58.62","3","0","100.00","2.88","1.91","60.12","31","24","56.36","11","7","61.11","0","0","-","0.00","100.00","8.82","100.00","1.088"
"2018-10-17 - Blues 2, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","60","56","55","50.45","33","36","47.83","23","25","47.92","3","2","60.00","1.95","1.87","51.08","23","22","51.11","7","10","41.18","1","0","100.00","20.00","100.00","13.04","92.00","1.050"
"2018-10-17 - Bruins 2, Flames 5","Calgary Flames","Limited ReportFull Report","60","57","55","50.89","38","40","48.72","29","26","52.73","5","2","71.43","2.28","2.46","48.05","25","27","48.08","7","14","33.33","2","2","50.00","33.33","81.82","17.24","92.31","1.095"
"2018-10-17 - Islanders 1, Ducks 4","Anaheim Ducks","Limited ReportFull Report","60","48","69","41.03","37","57","39.36","25","35","41.67","4","1","80.00","2.58","4.2","38.10","17","37","31.48","7","15","31.82","2","1","66.67","50.00","90.00","16.00","97.14","1.131"
"2018-10-17 - Rangers 3, Capitals 4","Washington Capitals","Limited ReportFull Report","62.3","65","54","54.62","48","44","52.17","38","32","54.29","4","3","57.14","2.64","3.43","43.54","24","30","44.44","8","16","33.33","1","3","25.00","20.00","72.73","10.53","90.63","1.012"
"2018-10-18 - Avalanche 5, Devils 3","New Jersey Devils","Limited ReportFull Report","60","47","51","47.96","42","40","51.22","30","34","46.88","3","5","37.50","2.66","2.98","47.19","22","26","45.83","11","4","73.33","2","2","50.00","22.22","50.00","10.00","85.29","0.953"
"2018-10-18 - Bruins 2, Oilers 3","Edmonton Oilers","Limited ReportFull Report","60.616666666667","51","58","46.79","37","41","47.44","22","29","43.14","3","2","60.00","2.72","2.34","53.74","29","27","51.79","11","13","45.83","0","0","-","0.00","100.00","13.64","93.10","1.067"
"2018-10-18 - Canucks 1, Jets 4","Winnipeg Jets","Limited ReportFull Report","60","60","48","55.56","48","34","58.54","32","27","54.24","4","1","80.00","2.52","1.74","59.16","26","20","56.52","9","9","50.00","1","1","50.00","12.50","83.33","12.50","96.30","1.088"
"2018-10-18 - Coyotes 4, Blackhawks 1","Chicago Blackhawks","Limited ReportFull Report","60","77","57","57.46","50","43","53.76","34","31","52.31","1","4","20.00","2.68","3.27","45.03","39","26","60.00","14","14","50.00","1","1","50.00","10.00","85.71","2.94","87.10","0.900"
"2018-10-18 - Flyers 3, Blue Jackets 6","Columbus Blue Jackets","Limited ReportFull Report","60","49","56","46.67","42","45","48.28","28","35","44.44","6","3","66.67","2.05","2.79","42.39","22","20","52.38","8","14","36.36","4","2","66.67","66.67","84.62","21.43","91.43","1.129"
"2018-10-18 - Islanders 7, Kings 2","Los Angeles Kings","Limited ReportFull Report","60","63","52","54.78","49","42","53.85","35","32","52.24","2","7","22.22","2.89","2.53","53.38","25","29","46.30","10","7","58.82","1","3","25.00","12.50","50.00","5.71","78.13","0.838"
"2018-10-18 - Penguins 3, Maple Leafs 0","Toronto Maple Leafs","Limited ReportFull Report","60","81","73","52.60","59","66","47.20","38","39","49.35","0","3","0.00","2.86","3.13","47.77","33","23","58.93","14","10","58.33","0","1","0.00","0.00","85.71","0.00","92.31","0.923"
"2018-10-18 - Red Wings 1, Lightning 3","Tampa Bay Lightning","Limited ReportFull Report","60","65","52","55.56","46","37","55.42","31","30","50.82","3","1","75.00","2.72","2.22","55.01","32","21","60.38","6","9","40.00","2","1","66.67","66.67","87.50","9.68","96.67","1.063"
"2018-10-18 - Sabres 1, Sharks 5","San Jose Sharks","Limited ReportFull Report","60","80","55","59.26","57","38","60.00","39","25","60.94","5","1","83.33","4.84","2.77","63.60","42","28","60.00","20","15","57.14","3","0","100.00","21.43","100.00","12.82","96.00","1.088"
"2018-10-19 - Panthers 6, Capitals 5","Washington Capitals","Limited ReportFull Report","65","64","54","54.24","44","42","51.16","31","30","50.82","5","5","50.00","3.05","3.43","47.05","28","33","45.90","13","21","38.24","3","5","37.50","30.00","66.67","16.13","83.33","0.995"
"2018-10-19 - Predators 5, Flames 3","Calgary Flames","Limited ReportFull Report","60","62","50","55.36","42","40","51.22","27","31","46.55","3","5","37.50","2.97","3.45","46.29","29","33","46.77","15","16","48.39","2","3","40.00","18.18","75.00","11.11","83.87","0.950"
"2018-10-19 - Wild 3, Stars 1","Dallas Stars","Limited ReportFull Report","60","62","67","48.06","41","48","46.07","34","36","48.57","1","3","25.00","3.57","5.56","39.15","36","46","43.90","17","21","44.74","0","3","0.00","0.00","80.00","2.94","91.67","0.946"
