,home_team,away_team,home_team_id,away_team_id,home_points,away_points,regular_season,season
2128,New York Rangers,Nashville Predators,14,20,4,3,1,1
2129,Washington Capitals,Detroit Red Wings,2,27,6,3,1,1
2130,Boston Bruins,San Jose Sharks,7,6,6,3,1,1
2131,Ottawa Senators,Dallas Stars,4,8,3,2,1,1
2132,Winnipeg Jets,Chicago Blackhawks,28,21,2,5,1,1
2133,Minnesota Wild,Tampa Bay Lightning,19,16,1,1,1,1
2134,New York Rangers,Colorado Avalanche,14,13,4,2,1,1
2135,Edmonton Oilers,Chicago Blackhawks,1,21,1,5,1,1
2136,Montreal Canadiens,St Louis Blues,9,3,2,4,1,1
2137,Boston Bruins,Vancouver Canucks,7,0,4,3,1,1
2138,Washington Capitals,Anaheim Ducks,2,11,6,4,1,1
2139,Dallas Stars,Carolina Hurricanes,8,10,5,2,1,1
2140,Ottawa Senators,New York Islanders,4,23,3,0,1,1
2141,Winnipeg Jets,Tampa Bay Lightning,28,16,1,4,1,1
2142,Nashville Predators,Florida Panthers,20,15,4,7,1,1
2143,Arizona Coyotes,Pittsburgh Penguins,29,18,4,3,1,1
2144,Columbus Blue Jackets,Detroit Red Wings,25,27,2,1,1,1
2145,Toronto Maple Leafs,Buffalo Sabres,5,17,1,3,1,1
2146,Philadelphia Flyers,San Jose Sharks,22,6,2,1,1,1
2147,New York Islanders,Colorado Avalanche,23,13,5,1,1,1
2148,Boston Bruins,Montreal Canadiens,7,9,4,0,1,1
2149,Buffalo Sabres,Vancouver Canucks,17,0,2,4,1,1
2150,Minnesota Wild,Detroit Red Wings,19,27,6,3,1,1
2151,New Jersey Devils,San Jose Sharks,24,6,1,4,1,1
2152,Nashville Predators,Dallas Stars,20,8,5,3,1,1
2153,Calgary Flames,Arizona Coyotes,12,29,0,5,1,1
2154,Columbus Blue Jackets,New York Rangers,25,14,2,3,1,1
2155,New Jersey Devils,Colorado Avalanche,24,13,3,2,1,1
2156,Pittsburgh Penguins,Vancouver Canucks,18,0,4,0,1,1
2157,Edmonton Oilers,Arizona Coyotes,1,29,5,2,1,1
2158,Minnesota Wild,Anaheim Ducks,19,11,0,1,1,1
2159,Toronto Maple Leafs,New York Islanders,5,23,7,1,1,1
2160,Ottawa Senators,Buffalo Sabres,4,17,2,3,1,1
2161,Winnipeg Jets,Dallas Stars,28,8,5,2,1,1
2162,Detroit Red Wings,St Louis Blues,27,3,0,2,1,1
2163,Calgary Flames,Philadelphia Flyers,12,22,3,1,1,1
2164,Columbus Blue Jackets,Toronto Maple Leafs,25,5,5,2,1,1
2165,San Jose Sharks,Florida Panthers,6,15,5,6,1,1
2166,Buffalo Sabres,Colorado Avalanche,17,13,2,0,1,1
2167,St Louis Blues,Vancouver Canucks,3,0,4,3,1,1
2168,Los Angeles Kings,Arizona Coyotes,26,29,3,5,1,1
2169,Edmonton Oilers,Philadelphia Flyers,1,22,6,3,1,1
2170,Pittsburgh Penguins,Winnipeg Jets,18,28,4,3,1,1
2171,New York Islanders,New York Rangers,23,14,4,2,1,1
2172,New Jersey Devils,Ottawa Senators,24,4,0,3,1,1
2173,Minnesota Wild,Dallas Stars,19,8,3,1,1,1
2174,Carolina Hurricanes,Colorado Avalanche,10,13,1,2,1,1
2175,Anaheim Ducks,Florida Panthers,11,15,1,4,1,1
2176,Columbus Blue Jackets,Pittsburgh Penguins,25,18,2,1,1,1
2177,Buffalo Sabres,St Louis Blues,17,3,3,2,1,1
2178,Detroit Red Wings,Washington Capitals,27,2,2,2,1,1
2179,Vancouver Canucks,Calgary Flames,0,12,2,1,1,1
2180,New Jersey Devils,New York Islanders,24,23,3,2,1,1
2181,Montreal Canadiens,Winnipeg Jets,9,28,1,3,1,1
2182,Dallas Stars,Tampa Bay Lightning,8,16,4,3,1,1
2183,Chicago Blackhawks,Edmonton Oilers,21,1,1,3,1,1
2184,Los Angeles Kings,Florida Panthers,26,15,2,3,1,1
2185,Minnesota Wild,Nashville Predators,19,20,5,2,1,1
2186,Toronto Maple Leafs,Ottawa Senators,5,4,3,6,1,1
2187,Arizona Coyotes,San Jose Sharks,29,6,1,4,1,1
2188,Buffalo Sabres,Chicago Blackhawks,17,21,1,5,1,1
2189,San Jose Sharks,Boston Bruins,6,7,1,2,1,1
2190,New York Rangers,Washington Capitals,14,2,2,1,1,1
2191,New York Islanders,New Jersey Devils,23,24,6,4,1,1
2192,Vancouver Canucks,Philadelphia Flyers,0,22,2,3,1,1
2193,Ottawa Senators,Winnipeg Jets,4,28,2,3,1,1
2194,Anaheim Ducks,Los Angeles Kings,11,26,1,0,1,1
2195,Colorado Avalanche,Tampa Bay Lightning,13,16,2,3,1,1
2196,Carolina Hurricanes,Toronto Maple Leafs,10,5,0,4,1,1
2197,Columbus Blue Jackets,Nashville Predators,25,20,3,4,1,1
2198,Pittsburgh Penguins,Detroit Red Wings,18,27,2,5,1,1
2199,Arizona Coyotes,Anaheim Ducks,29,11,3,2,1,1
2200,St Louis Blues,Florida Panthers,3,15,1,2,1,1
2201,Minnesota Wild,Chicago Blackhawks,19,21,3,5,1,1
2202,New York Rangers,Montreal Canadiens,14,9,2,2,1,1
2203,Nashville Predators,Calgary Flames,20,12,5,6,1,1
2204,Detroit Red Wings,New York Islanders,27,23,1,3,1,1
2205,Toronto Maple Leafs,Winnipeg Jets,5,28,5,4,1,1
2206,Colorado Avalanche,Los Angeles Kings,13,26,1,2,1,1
2207,Tampa Bay Lightning,Edmonton Oilers,16,1,4,1,1,1
2208,Carolina Hurricanes,Pittsburgh Penguins,10,18,1,3,1,1
2209,New Jersey Devils,Ottawa Senators,24,4,1,2,1,1
2210,Anaheim Ducks,Boston Bruins,11,7,5,3,1,1
2211,Philadelphia Flyers,Washington Capitals,22,2,1,4,1,1
2212,Florida Panthers,Edmonton Oilers,15,1,3,4,1,1
2213,Nashville Predators,Colorado Avalanche,20,13,4,2,1,1
2214,Los Angeles Kings,Boston Bruins,26,7,1,4,1,1
2215,Chicago Blackhawks,Arizona Coyotes,21,29,6,3,1,1
2216,Tampa Bay Lightning,Calgary Flames,16,12,2,3,1,1
2217,Montreal Canadiens,New York Islanders,9,23,0,3,1,1
2218,Toronto Maple Leafs,New York Rangers,5,14,1,1,1,1
2219,Dallas Stars,Arizona Coyotes,8,29,5,2,1,1
2220,Florida Panthers,Calgary Flames,15,12,2,4,1,1
2221,Washington Capitals,Edmonton Oilers,2,1,2,1,1,1
2222,Carolina Hurricanes,Ottawa Senators,10,4,3,0,1,1
2223,Toronto Maple Leafs,Montreal Canadiens,5,9,2,3,1,1
2224,Nashville Predators,Washington Capitals,20,2,5,2,1,1
2225,Los Angeles Kings,Anaheim Ducks,26,11,4,1,1,1
2226,Pittsburgh Penguins,Philadelphia Flyers,18,22,4,2,1,1
2227,Columbus Blue Jackets,New York Islanders,25,23,7,0,1,1
2228,New Jersey Devils,New York Rangers,24,14,3,4,1,1
2229,Colorado Avalanche,Buffalo Sabres,13,17,5,3,1,1
2230,Vancouver Canucks,San Jose Sharks,0,6,1,4,1,1
2231,New York Rangers,Columbus Blue Jackets,14,25,2,5,1,1
2232,Chicago Blackhawks,St Louis Blues,21,3,4,2,1,1
2233,Dallas Stars,Boston Bruins,8,7,3,6,1,1
2234,Carolina Hurricanes,Calgary Flames,10,12,1,3,1,1
2235,Nashville Predators,Edmonton Oilers,20,1,5,4,1,1
2236,Arizona Coyotes,Buffalo Sabres,29,17,3,2,1,1
2237,Florida Panthers,Ottawa Senators,15,4,1,2,1,1
2238,New Jersey Devils,Montreal Canadiens,24,9,3,4,1,1
2239,Minnesota Wild,Los Angeles Kings,19,26,5,4,1,1
2240,Tampa Bay Lightning,Ottawa Senators,16,4,5,1,1,1
2241,Philadelphia Flyers,Colorado Avalanche,22,13,4,0,1,1
2242,Montreal Canadiens,Columbus Blue Jackets,9,25,1,0,1,1
2243,New York Rangers,Washington Capitals,14,2,1,4,1,1
2244,Boston Bruins,Arizona Coyotes,7,29,4,1,1,1
2245,Florida Panthers,Carolina Hurricanes,15,10,2,2,1,1
2246,Calgary Flames,Los Angeles Kings,12,26,2,1,1,1
2247,San Jose Sharks,Toronto Maple Leafs,6,5,3,1,1,1
2248,St Louis Blues,Edmonton Oilers,3,1,1,2,1,1
2249,Dallas Stars,Pittsburgh Penguins,8,18,3,2,1,1
2250,Buffalo Sabres,Nashville Predators,17,20,4,5,1,1
2251,Vancouver Canucks,Detroit Red Wings,0,27,2,3,1,1
2252,Winnipeg Jets,Minnesota Wild,28,19,5,6,1,1
2253,Tampa Bay Lightning,Carolina Hurricanes,16,10,4,3,1,1
2254,Chicago Blackhawks,Pittsburgh Penguins,21,18,4,1,1,1
2255,Ottawa Senators,Colorado Avalanche,4,13,2,1,1,1
2256,San Jose Sharks,Vancouver Canucks,6,0,3,1,1,1
2257,Buffalo Sabres,Arizona Coyotes,17,29,6,3,1,1
2258,Washington Capitals,New Jersey Devils,2,24,1,0,1,1
2259,Dallas Stars,New York Islanders,8,23,4,5,1,1
2260,Los Angeles Kings,Toronto Maple Leafs,26,5,2,2,1,1
2261,Philadelphia Flyers,Florida Panthers,22,15,1,1,1,1
2262,Montreal Canadiens,Nashville Predators,9,20,2,1,1,1
2263,Boston Bruins,New York Rangers,7,14,1,2,1,1
2264,Columbus Blue Jackets,Minnesota Wild,25,19,1,0,1,1
2265,Winnipeg Jets,St Louis Blues,28,3,3,0,1,1
2266,Carolina Hurricanes,Arizona Coyotes,10,29,2,4,1,1
2267,Chicago Blackhawks,New York Islanders,21,23,1,1,1,1
2268,Pittsburgh Penguins,Tampa Bay Lightning,18,16,5,2,1,1
2269,Anaheim Ducks,Toronto Maple Leafs,11,5,5,2,1,1
2270,Calgary Flames,Detroit Red Wings,12,27,3,2,1,1
2271,Winnipeg Jets,Colorado Avalanche,28,13,6,1,1,1
2272,Nashville Predators,Chicago Blackhawks,20,21,3,5,1,1
2273,Ottawa Senators,Columbus Blue Jackets,4,25,3,2,1,1
2274,New York Rangers,Montreal Canadiens,14,9,1,4,1,1
2275,Los Angeles Kings,Vancouver Canucks,26,0,3,4,1,1
2276,Boston Bruins,New Jersey Devils,7,24,3,2,1,1
2277,Washington Capitals,Philadelphia Flyers,2,22,2,1,1,1
2278,Buffalo Sabres,Tampa Bay Lightning,17,16,1,1,1,1
2279,Edmonton Oilers,Detroit Red Wings,1,27,4,3,1,1
2280,Florida Panthers,Dallas Stars,15,8,1,2,1,1
2281,New Jersey Devils,Columbus Blue Jackets,24,25,0,3,1,1
2282,Colorado Avalanche,St Louis Blues,13,3,0,3,1,1
2283,Anaheim Ducks,Vancouver Canucks,11,0,1,2,1,1
2284,Arizona Coyotes,Carolina Hurricanes,29,10,1,2,1,1
2285,Calgary Flames,New York Islanders,12,23,5,2,1,1
2286,Pittsburgh Penguins,Buffalo Sabres,18,17,4,3,1,1
2287,Minnesota Wild,San Jose Sharks,19,6,3,1,1,1
2288,Ottawa Senators,Boston Bruins,4,7,4,2,1,1
2289,Tampa Bay Lightning,New York Rangers,16,14,0,1,1,1
2290,Winnipeg Jets,San Jose Sharks,28,6,2,3,1,1
2291,Washington Capitals,Dallas Stars,2,8,2,4,1,1
2292,Minnesota Wild,St Louis Blues,19,3,1,2,1,1
2293,Vancouver Canucks,Montreal Canadiens,0,9,1,2,1,1
2294,Columbus Blue Jackets,New Jersey Devils,25,24,2,0,1,1
2295,Buffalo Sabres,Philadelphia Flyers,17,22,3,6,1,1
2296,Colorado Avalanche,Carolina Hurricanes,13,10,3,1,1,1
2297,Edmonton Oilers,New York Islanders,1,23,1,4,1,1
2298,Anaheim Ducks,Nashville Predators,11,20,3,3,1,1
2299,Florida Panthers,New York Rangers,15,14,2,5,1,1
2300,Toronto Maple Leafs,Detroit Red Wings,5,27,3,2,1,1
2301,Winnipeg Jets,Pittsburgh Penguins,28,18,4,7,1,1
2302,Boston Bruins,Detroit Red Wings,7,27,6,1,1,1
2303,Dallas Stars,Ottawa Senators,8,4,2,5,1,1
2304,Calgary Flames,Montreal Canadiens,12,9,5,0,1,1
2305,San Jose Sharks,Washington Capitals,6,2,4,2,1,1
2306,Colorado Avalanche,New Jersey Devils,13,24,3,2,1,1
2307,Chicago Blackhawks,Anaheim Ducks,21,11,0,1,1,1
2308,Toronto Maple Leafs,Philadelphia Flyers,5,22,4,2,1,1
2309,Vancouver Canucks,New York Islanders,0,23,3,4,1,1
2310,Los Angeles Kings,Nashville Predators,26,20,3,2,1,1
2311,Carolina Hurricanes,New York Rangers,10,14,4,3,1,1
2312,Arizona Coyotes,Ottawa Senators,29,4,2,3,1,1
2313,Tampa Bay Lightning,Minnesota Wild,16,19,4,1,1,1
2314,Detroit Red Wings,Chicago Blackhawks,27,21,4,2,1,1
2315,St Louis Blues,Anaheim Ducks,3,11,4,3,1,1
2316,Edmonton Oilers,Pittsburgh Penguins,1,18,2,2,1,1
2317,Columbus Blue Jackets,Buffalo Sabres,25,17,4,3,1,1
2318,Florida Panthers,Minnesota Wild,15,19,4,7,1,1
2319,Buffalo Sabres,Columbus Blue Jackets,17,25,5,3,1,1
2320,Los Angeles Kings,Washington Capitals,26,2,4,2,1,1
2321,Arizona Coyotes,New Jersey Devils,29,24,5,4,1,1
2322,Winnipeg Jets,Calgary Flames,28,12,0,3,1,1
2323,Boston Bruins,Philadelphia Flyers,7,22,2,1,1,1
2324,St Louis Blues,New York Islanders,3,23,4,3,1,1
2325,Carolina Hurricanes,Toronto Maple Leafs,10,5,2,3,1,1
2326,Tampa Bay Lightning,Florida Panthers,16,15,3,2,1,1
2327,Vancouver Canucks,Pittsburgh Penguins,0,18,0,3,1,1
2328,San Jose Sharks,Nashville Predators,6,20,1,3,1,1
2329,Colorado Avalanche,Ottawa Senators,13,4,2,4,1,1
2330,Edmonton Oilers,Montreal Canadiens,1,9,1,4,1,1
2331,Anaheim Ducks,Washington Capitals,11,2,5,2,1,1
2332,Detroit Red Wings,New York Rangers,27,14,1,4,1,1
2333,San Jose Sharks,Dallas Stars,6,8,5,1,1,1
2334,Chicago Blackhawks,Minnesota Wild,21,19,4,2,1,1
2335,Arizona Coyotes,Colorado Avalanche,29,13,1,0,1,1
2336,Philadelphia Flyers,Columbus Blue Jackets,22,25,3,5,1,1
2337,Los Angeles Kings,St Louis Blues,26,3,1,3,1,1
2338,Vancouver Canucks,Boston Bruins,0,7,3,6,1,1
2339,New York Islanders,Carolina Hurricanes,23,10,4,8,1,1
2340,Nashville Predators,Winnipeg Jets,20,28,5,4,1,1
2341,New York Rangers,Tampa Bay Lightning,14,16,2,3,1,1
2342,Calgary Flames,Pittsburgh Penguins,12,18,3,3,1,1
2343,Montreal Canadiens,Chicago Blackhawks,9,21,2,4,1,1
2344,Los Angeles Kings,Arizona Coyotes,26,29,2,2,1,1
2345,Carolina Hurricanes,New York Islanders,10,23,2,3,1,1
2346,Ottawa Senators,Tampa Bay Lightning,4,16,1,2,1,1
2347,Florida Panthers,Toronto Maple Leafs,15,5,7,2,1,1
2348,San Jose Sharks,Buffalo Sabres,6,17,4,1,1,1
2349,Edmonton Oilers,Dallas Stars,1,8,7,1,1,1
2350,Washington Capitals,Minnesota Wild,2,19,4,2,1,1
2351,Anaheim Ducks,St Louis Blues,11,3,2,1,1,1
2352,Calgary Flames,Boston Bruins,12,7,2,5,1,1
2353,Philadelphia Flyers,Pittsburgh Penguins,22,18,4,0,1,1
2354,Colorado Avalanche,Detroit Red Wings,13,27,3,1,1,1
2355,Ottawa Senators,Chicago Blackhawks,4,21,1,2,1,1
2356,San Jose Sharks,St Louis Blues,6,3,1,4,1,1
2357,Edmonton Oilers,Boston Bruins,1,7,7,4,1,1
2358,New Jersey Devils,Philadelphia Flyers,24,22,6,2,1,1
2359,New York Islanders,Winnipeg Jets,23,28,2,4,1,1
2360,Tampa Bay Lightning,Toronto Maple Leafs,16,5,0,5,1,1
2361,Columbus Blue Jackets,Florida Panthers,25,15,2,1,1,1
2362,Washington Capitals,Nashville Predators,2,20,1,2,1,1
2363,Arizona Coyotes,Detroit Red Wings,29,27,4,4,1,1
2364,Los Angeles Kings,Buffalo Sabres,26,17,2,0,1,1
2365,Vancouver Canucks,Dallas Stars,0,8,2,4,1,1
2366,Carolina Hurricanes,Minnesota Wild,10,19,3,1,1,1
2367,Pittsburgh Penguins,New Jersey Devils,18,24,6,4,1,1
2368,New York Rangers,Florida Panthers,14,15,3,3,1,1
2369,Anaheim Ducks,Buffalo Sabres,11,17,1,1,1,1
2370,Calgary Flames,Dallas Stars,12,8,3,1,1,1
2371,Detroit Red Wings,Colorado Avalanche,27,13,5,1,1,1
2372,Toronto Maple Leafs,Chicago Blackhawks,5,21,1,2,1,1
2373,New York Islanders,Columbus Blue Jackets,23,25,2,3,1,1
2374,Arizona Coyotes,St Louis Blues,29,3,0,3,1,1
2375,Ottawa Senators,Montreal Canadiens,4,9,3,3,1,1
2376,Edmonton Oilers,Vancouver Canucks,1,0,2,0,1,1
2377,Tampa Bay Lightning,Washington Capitals,16,2,3,5,1,1
2378,San Jose Sharks,Anaheim Ducks,6,11,1,2,1,1
2379,Carolina Hurricanes,Nashville Predators,10,20,4,2,1,1
2380,Minnesota Wild,New York Rangers,19,14,2,3,1,1
2381,Chicago Blackhawks,Colorado Avalanche,21,13,6,3,1,1
2382,New Jersey Devils,Columbus Blue Jackets,24,25,1,4,1,1
2383,Philadelphia Flyers,Carolina Hurricanes,22,10,4,3,1,1
2384,Calgary Flames,Los Angeles Kings,12,26,5,2,1,1
2385,Pittsburgh Penguins,Florida Panthers,18,15,4,0,1,1
2386,Montreal Canadiens,Ottawa Senators,9,4,4,1,1,1
2387,Winnipeg Jets,Minnesota Wild,28,19,5,4,1,1
2388,Toronto Maple Leafs,Boston Bruins,5,7,4,2,1,1
2389,Nashville Predators,Arizona Coyotes,20,29,3,1,1,1
2390,Edmonton Oilers,Los Angeles Kings,1,26,2,0,1,1
2391,Detroit Red Wings,Buffalo Sabres,27,17,1,2,1,1
2392,Dallas Stars,San Jose Sharks,8,6,1,0,1,1
2393,Colorado Avalanche,St Louis Blues,13,3,2,4,1,1
2394,Chicago Blackhawks,Vancouver Canucks,21,0,4,5,1,1
2395,Tampa Bay Lightning,Arizona Coyotes,16,29,3,5,1,1
2396,Washington Capitals,Calgary Flames,2,12,4,2,1,1
2397,Winnipeg Jets,Philadelphia Flyers,28,22,3,2,1,1
2398,Florida Panthers,Carolina Hurricanes,15,10,3,4,1,1
2399,Buffalo Sabres,Pittsburgh Penguins,17,18,1,3,1,1
2400,New Jersey Devils,New York Rangers,24,14,3,2,1,1
2401,Montreal Canadiens,Detroit Red Wings,9,27,1,2,1,1
2402,Boston Bruins,Ottawa Senators,7,4,2,3,1,1
2403,Minnesota Wild,San Jose Sharks,19,6,3,2,1,1
2404,New York Rangers,New York Islanders,14,23,2,3,1,1
2405,Columbus Blue Jackets,Toronto Maple Leafs,25,5,2,5,1,1
2406,Anaheim Ducks,Edmonton Oilers,11,1,4,3,1,1
2407,Washington Capitals,Columbus Blue Jackets,2,25,1,1,1,1
2408,St Louis Blues,Vancouver Canucks,3,0,4,1,1,1
2409,Florida Panthers,Arizona Coyotes,15,29,3,1,1,1
2410,Toronto Maple Leafs,New Jersey Devils,5,24,4,2,1,1
2411,Nashville Predators,Calgary Flames,20,12,3,1,1,1
2412,Minnesota Wild,Philadelphia Flyers,19,22,1,3,1,1
2413,Montreal Canadiens,Carolina Hurricanes,9,10,1,4,1,1
2414,Los Angeles Kings,Winnipeg Jets,26,28,5,2,1,1
2415,Boston Bruins,Tampa Bay Lightning,7,16,3,6,1,1
2416,Colorado Avalanche,Edmonton Oilers,13,1,4,7,1,1
2417,Ottawa Senators,Pittsburgh Penguins,4,18,1,1,1,1
2418,Chicago Blackhawks,Dallas Stars,21,8,2,2,1,1
2419,Pittsburgh Penguins,New York Islanders,18,23,3,3,1,1
2420,Anaheim Ducks,Winnipeg Jets,11,28,3,1,1,1
2421,Detroit Red Wings,Tampa Bay Lightning,27,16,1,2,1,1
2422,Dallas Stars,San Jose Sharks,8,6,6,1,1,1
2423,Edmonton Oilers,Colorado Avalanche,1,13,4,1,1,1
2424,Florida Panthers,Chicago Blackhawks,15,21,7,0,1,1
2425,New York Islanders,Boston Bruins,23,7,1,2,1,1
2426,Minnesota Wild,Vancouver Canucks,19,0,2,4,1,1
2427,Washington Capitals,Arizona Coyotes,2,29,4,1,1,1
2428,St Louis Blues,Calgary Flames,3,12,2,3,1,1
2429,Columbus Blue Jackets,Philadelphia Flyers,25,22,1,0,1,1
2430,New Jersey Devils,Carolina Hurricanes,24,10,1,3,1,1
2431,Buffalo Sabres,Toronto Maple Leafs,17,5,5,2,1,1
2432,Los Angeles Kings,New York Rangers,26,14,0,3,1,1
2433,Montreal Canadiens,Ottawa Senators,9,4,3,1,1,1
2434,Nashville Predators,San Jose Sharks,20,6,7,2,1,1
2435,Winnipeg Jets,Vancouver Canucks,28,0,2,1,1,1
2436,Pittsburgh Penguins,Philadelphia Flyers,18,22,2,6,1,1
2437,Anaheim Ducks,New York Rangers,11,14,6,3,1,1
2438,New Jersey Devils,Dallas Stars,24,8,1,2,1,1
2439,Detroit Red Wings,Minnesota Wild,27,19,3,2,1,1
2440,Calgary Flames,Colorado Avalanche,12,13,4,2,1,1
2441,Tampa Bay Lightning,Chicago Blackhawks,16,21,5,4,1,1
2442,St Louis Blues,Arizona Coyotes,3,29,4,1,1,1
2443,Buffalo Sabres,Florida Panthers,17,15,4,2,1,1
2444,New York Islanders,Nashville Predators,23,20,1,3,1,1
2445,Carolina Hurricanes,Detroit Red Wings,10,27,3,4,1,1
2446,Minnesota Wild,Washington Capitals,19,2,4,5,1,1
2447,Vancouver Canucks,Anaheim Ducks,0,11,1,4,1,1
2448,New Jersey Devils,Winnipeg Jets,24,28,3,3,1,1
2449,Edmonton Oilers,Los Angeles Kings,1,26,2,1,1,1
2450,Toronto Maple Leafs,Florida Panthers,5,15,3,2,1,1
2451,Boston Bruins,Nashville Predators,7,20,4,1,1,1
2452,San Jose Sharks,New York Rangers,6,14,5,4,1,1
2453,Carolina Hurricanes,Detroit Red Wings,10,27,4,1,1,1
2454,Columbus Blue Jackets,Buffalo Sabres,25,17,3,1,1,1
2455,Philadelphia Flyers,Ottawa Senators,22,4,2,2,1,1
2456,Montreal Canadiens,Dallas Stars,9,8,4,1,1,1
2457,Pittsburgh Penguins,Chicago Blackhawks,18,21,1,5,1,1
2458,Arizona Coyotes,St Louis Blues,29,3,1,3,1,1
2459,Colorado Avalanche,Washington Capitals,13,2,3,5,1,1
2460,Calgary Flames,Los Angeles Kings,12,26,1,4,1,1
2461,Carolina Hurricanes,Columbus Blue Jackets,10,25,2,1,1,1
2462,Winnipeg Jets,Anaheim Ducks,28,11,4,3,1,1
2463,Philadelphia Flyers,New York Islanders,22,23,6,3,1,1
2464,Nashville Predators,Toronto Maple Leafs,20,5,1,3,1,1
2465,Montreal Canadiens,Florida Panthers,9,15,6,2,1,1
2466,Tampa Bay Lightning,Detroit Red Wings,16,27,5,3,1,1
2467,Minnesota Wild,Ottawa Senators,19,4,5,1,1,1
2468,Edmonton Oilers,San Jose Sharks,1,6,3,2,1,1
2469,Boston Bruins,Dallas Stars,7,8,2,0,1,1
2470,Chicago Blackhawks,Columbus Blue Jackets,21,25,3,1,1,1
2471,Colorado Avalanche,St Louis Blues,13,3,1,1,1,1
2472,Arizona Coyotes,Washington Capitals,29,2,6,3,1,1
2473,New York Islanders,New Jersey Devils,23,24,2,1,1,1
2474,Vancouver Canucks,Los Angeles Kings,0,26,0,2,1,1
2475,New York Rangers,Pittsburgh Penguins,14,18,3,3,1,1
2476,Calgary Flames,San Jose Sharks,12,6,5,2,1,1
2477,Tampa Bay Lightning,Montreal Canadiens,16,9,1,2,1,1
2478,Philadelphia Flyers,New Jersey Devils,22,24,3,0,1,1
2479,Edmonton Oilers,Anaheim Ducks,1,11,3,2,1,1
2480,Detroit Red Wings,Toronto Maple Leafs,27,5,4,5,1,1
2481,Boston Bruins,Florida Panthers,7,15,5,2,1,1
2482,Winnipeg Jets,Ottawa Senators,28,4,4,2,1,1
2483,Carolina Hurricanes,Dallas Stars,10,8,0,3,1,1
2484,Nashville Predators,Minnesota Wild,20,19,3,0,1,1
2485,Minnesota Wild,Colorado Avalanche,19,13,5,2,1,1
2486,Chicago Blackhawks,Boston Bruins,21,7,2,3,1,1
2487,Columbus Blue Jackets,Washington Capitals,25,2,2,3,1,1
2488,Los Angeles Kings,Arizona Coyotes,26,29,1,2,1,1
2489,Calgary Flames,Anaheim Ducks,12,11,3,4,1,1
2490,New York Rangers,Philadelphia Flyers,14,22,4,3,1,1
2491,Pittsburgh Penguins,Carolina Hurricanes,18,10,3,2,1,1
