,date,away_team,away_team_id,away_points,home_team,home_team_id,home_points,regular_season,season
3100,2017-12-22 20:00:00,Charlotte Hornets,2,104,Milwaukee Bucks,22,109,1,2
3101,2017-12-22 20:00:00,Atlanta Hawks,23,117,Oklahoma City Thunder,18,120,1,2
3102,2017-12-22 22:00:00,Denver Nuggets,19,102,Portland Trail Blazers,11,85,1,2
3103,2017-12-22 22:30:00,Los Angeles Lakers,21,106,Golden State Warriors,15,113,1,2
3104,2017-12-23 17:00:00,Philadelphia 76ers,7,86,Toronto Raptors,0,102,1,2
3105,2017-12-23 19:00:00,Milwaukee Bucks,22,106,Charlotte Hornets,2,111,1,2
3106,2017-12-23 19:00:00,Brooklyn Nets,5,119,Indiana Pacers,3,123,1,2
3107,2017-12-23 19:00:00,Orlando Magic,4,103,Washington Wizards,28,130,1,2
3108,2017-12-23 19:30:00,Dallas Mavericks,8,107,Atlanta Hawks,23,112,1,2
3109,2017-12-23 19:30:00,Chicago Bulls,25,92,Boston Celtics,29,117,1,2
3110,2017-12-23 20:00:00,Los Angeles Clippers,1,112,Memphis Grizzlies,16,115,1,2
3111,2017-12-23 20:00:00,New Orleans Pelicans,17,109,Miami Heat,6,94,1,2
3112,2017-12-23 20:00:00,Oklahoma City Thunder,18,103,Utah Jazz,10,89,1,2
3113,2017-12-23 20:30:00,Denver Nuggets,19,96,Golden State Warriors,15,81,1,2
3114,2017-12-23 21:00:00,Minnesota Timberwolves,27,115,Phoenix Suns,12,106,1,2
3115,2017-12-23 21:30:00,Portland Trail Blazers,11,95,Los Angeles Lakers,21,92,1,2
3116,2017-12-23 22:00:00,San Antonio Spurs,9,108,Sacramento Kings,20,99,1,2
3117,2017-12-25 12:00:00,Philadelphia 76ers,7,105,New York Knicks,24,98,1,2
3118,2017-12-25 15:00:00,Cleveland Cavaliers,26,92,Golden State Warriors,15,99,1,2
3119,2017-12-25 17:30:00,Washington Wizards,28,111,Boston Celtics,29,103,1,2
3120,2017-12-25 20:00:00,Houston Rockets,14,107,Oklahoma City Thunder,18,112,1,2
3121,2017-12-25 22:30:00,Minnesota Timberwolves,27,121,Los Angeles Lakers,21,104,1,2
3122,2017-12-26 19:00:00,Toronto Raptors,0,93,Dallas Mavericks,8,98,1,2
3123,2017-12-26 19:00:00,Indiana Pacers,3,83,Detroit Pistons,13,107,1,2
3124,2017-12-26 19:30:00,Orlando Magic,4,89,Miami Heat,6,107,1,2
3125,2017-12-26 20:00:00,Chicago Bulls,25,115,Milwaukee Bucks,22,106,1,2
3126,2017-12-26 20:30:00,Brooklyn Nets,5,97,San Antonio Spurs,9,109,1,2
3127,2017-12-26 21:00:00,Utah Jazz,10,83,Denver Nuggets,19,107,1,2
3128,2017-12-26 21:00:00,Memphis Grizzlies,16,97,Phoenix Suns,12,99,1,2
3129,2017-12-26 22:30:00,Sacramento Kings,20,95,Los Angeles Clippers,1,122,1,2
3130,2017-12-27 19:00:00,Boston Celtics,29,102,Charlotte Hornets,2,91,1,2
3131,2017-12-27 19:00:00,Dallas Mavericks,8,98,Indiana Pacers,3,94,1,2
3132,2017-12-27 19:30:00,Washington Wizards,28,99,Atlanta Hawks,23,113,1,2
3133,2017-12-27 20:00:00,Toronto Raptors,0,107,Oklahoma City Thunder,18,124,1,2
3134,2017-12-27 20:00:00,Brooklyn Nets,5,113,New Orleans Pelicans,17,128,1,2
3135,2017-12-27 20:00:00,New York Knicks,24,87,Chicago Bulls,25,92,1,2
3136,2017-12-27 20:00:00,Denver Nuggets,19,125,Minnesota Timberwolves,27,128,1,2
3137,2017-12-27 22:00:00,Cleveland Cavaliers,26,95,Sacramento Kings,20,109,1,2
3138,2017-12-27 22:30:00,Utah Jazz,10,101,Golden State Warriors,15,126,1,2
3139,2017-12-27 22:30:00,Memphis Grizzlies,16,109,Los Angeles Lakers,21,99,1,2
3140,2017-12-28 19:00:00,Detroit Pistons,13,89,Orlando Magic,4,102,1,2
3141,2017-12-28 20:00:00,Houston Rockets,14,98,Boston Celtics,29,99,1,2
3142,2017-12-28 20:00:00,Minnesota Timberwolves,27,96,Milwaukee Bucks,22,102,1,2
3143,2017-12-28 20:30:00,New York Knicks,24,107,San Antonio Spurs,9,119,1,2
3144,2017-12-28 22:30:00,Philadelphia 76ers,7,110,Portland Trail Blazers,11,114,1,2
3145,2017-12-29 19:00:00,Houston Rockets,14,103,Washington Wizards,28,121,1,2
3146,2017-12-29 19:30:00,Atlanta Hawks,23,98,Toronto Raptors,0,111,1,2
3147,2017-12-29 20:00:00,Indiana Pacers,3,107,Chicago Bulls,25,119,1,2
3148,2017-12-29 20:00:00,Brooklyn Nets,5,111,Miami Heat,6,87,1,2
3149,2017-12-29 20:00:00,Dallas Mavericks,8,128,New Orleans Pelicans,17,120,1,2
3150,2017-12-29 20:00:00,Milwaukee Bucks,22,97,Oklahoma City Thunder,18,95,1,2
3151,2017-12-29 22:00:00,Phoenix Suns,12,111,Sacramento Kings,20,101,1,2
3152,2017-12-29 22:30:00,Los Angeles Clippers,1,121,Los Angeles Lakers,21,106,1,2
3153,2017-12-29 22:30:00,Charlotte Hornets,2,111,Golden State Warriors,15,100,1,2
3154,2017-12-30 19:00:00,Miami Heat,6,117,Orlando Magic,4,111,1,2
3155,2017-12-30 19:00:00,New York Knicks,24,105,New Orleans Pelicans,17,103,1,2
3156,2017-12-30 19:00:00,San Antonio Spurs,9,79,Detroit Pistons,13,93,1,2
3157,2017-12-30 19:30:00,Portland Trail Blazers,11,89,Atlanta Hawks,23,104,1,2
3158,2017-12-30 20:00:00,Cleveland Cavaliers,26,101,Utah Jazz,10,104,1,2
3159,2017-12-30 20:30:00,Memphis Grizzlies,16,128,Golden State Warriors,15,141,1,2
3160,2017-12-30 21:00:00,Philadelphia 76ers,7,107,Denver Nuggets,19,102,1,2
3161,2017-12-31 15:30:00,Chicago Bulls,25,110,Washington Wizards,28,114,1,2
3162,2017-12-31 17:00:00,Minnesota Timberwolves,27,107,Indiana Pacers,3,90,1,2
3163,2017-12-31 17:30:00,Brooklyn Nets,5,105,Boston Celtics,29,108,1,2
3164,2017-12-31 19:00:00,Memphis Grizzlies,16,114,Sacramento Kings,20,96,1,2
3165,2017-12-31 19:00:00,Dallas Mavericks,8,116,Oklahoma City Thunder,18,113,1,2
3166,2017-12-31 19:00:00,Charlotte Hornets,2,98,Los Angeles Clippers,1,106,1,2
3167,2017-12-31 19:00:00,Los Angeles Lakers,21,142,Houston Rockets,14,148,1,2
3168,2017-12-31 20:00:00,Philadelphia 76ers,7,123,Phoenix Suns,12,110,1,2
3169,2018-01-01 19:30:00,Orlando Magic,4,95,Brooklyn Nets,5,98,1,2
3170,2018-01-01 19:30:00,Milwaukee Bucks,22,127,Toronto Raptors,0,131,1,2
3171,2018-01-01 20:00:00,Portland Trail Blazers,11,124,Chicago Bulls,25,120,1,2
3172,2018-01-01 20:00:00,Los Angeles Lakers,21,96,Minnesota Timberwolves,27,114,1,2
3173,2018-01-02 19:00:00,Portland Trail Blazers,11,110,Cleveland Cavaliers,26,127,1,2
3174,2018-01-02 19:30:00,San Antonio Spurs,9,100,New York Knicks,24,91,1,2
3175,2018-01-02 21:00:00,Atlanta Hawks,23,103,Phoenix Suns,12,104,1,2
3176,2018-01-02 22:00:00,Charlotte Hornets,2,131,Sacramento Kings,20,111,1,2
3177,2018-01-02 22:30:00,Memphis Grizzlies,16,105,Los Angeles Clippers,1,113,1,2
3178,2018-01-03 19:00:00,Houston Rockets,14,116,Orlando Magic,4,98,1,2
3179,2018-01-03 19:00:00,San Antonio Spurs,9,106,Philadelphia 76ers,7,112,1,2
3180,2018-01-03 19:00:00,New York Knicks,24,103,Washington Wizards,28,121,1,2
3181,2018-01-03 19:30:00,Minnesota Timberwolves,27,97,Brooklyn Nets,5,98,1,2
3182,2018-01-03 19:30:00,Detroit Pistons,13,104,Miami Heat,6,111,1,2
3183,2018-01-03 20:00:00,Toronto Raptors,0,124,Chicago Bulls,25,115,1,2
3184,2018-01-03 20:00:00,Indiana Pacers,3,101,Milwaukee Bucks,22,122,1,2
3185,2018-01-03 20:00:00,Cleveland Cavaliers,26,88,Boston Celtics,29,102,1,2
3186,2018-01-03 20:30:00,Golden State Warriors,15,125,Dallas Mavericks,8,122,1,2
3187,2018-01-03 21:00:00,Phoenix Suns,12,111,Denver Nuggets,19,134,1,2
3188,2018-01-03 21:00:00,New Orleans Pelicans,17,108,Utah Jazz,10,98,1,2
3189,2018-01-03 22:30:00,Oklahoma City Thunder,18,133,Los Angeles Lakers,21,96,1,2
3190,2018-01-04 20:00:00,Golden State Warriors,15,124,Houston Rockets,14,114,1,2
3191,2018-01-04 22:30:00,Oklahoma City Thunder,18,127,Los Angeles Clippers,1,117,1,2
3192,2018-01-05 19:00:00,Minnesota Timberwolves,27,84,Boston Celtics,29,91,1,2
3193,2018-01-05 19:00:00,Detroit Pistons,13,78,Philadelphia 76ers,7,114,1,2
3194,2018-01-05 20:00:00,New York Knicks,24,103,Miami Heat,6,107,1,2
3195,2018-01-05 20:00:00,Toronto Raptors,0,129,Milwaukee Bucks,22,110,1,2
3196,2018-01-05 20:30:00,Phoenix Suns,12,89,San Antonio Spurs,9,103,1,2
3197,2018-01-05 20:30:00,Chicago Bulls,25,127,Dallas Mavericks,8,124,1,2
3198,2018-01-05 21:00:00,Utah Jazz,10,91,Denver Nuggets,19,99,1,2
3199,2018-01-05 21:30:00,Washington Wizards,28,102,Memphis Grizzlies,16,100,1,2
3200,2018-01-05 22:00:00,Atlanta Hawks,23,89,Portland Trail Blazers,11,110,1,2
3201,2018-01-05 22:30:00,Charlotte Hornets,2,108,Los Angeles Lakers,21,94,1,2
3202,2018-01-06 15:30:00,Golden State Warriors,15,121,Los Angeles Clippers,1,105,1,2
3203,2018-01-06 18:00:00,Boston Celtics,29,87,Brooklyn Nets,5,85,1,2
3204,2018-01-06 19:00:00,Chicago Bulls,25,86,Indiana Pacers,3,125,1,2
3205,2018-01-06 19:00:00,Cleveland Cavaliers,26,131,Orlando Magic,4,127,1,2
3206,2018-01-06 19:00:00,Houston Rockets,14,101,Detroit Pistons,13,108,1,2
3207,2018-01-06 20:00:00,Milwaukee Bucks,22,110,Washington Wizards,28,103,1,2
3208,2018-01-06 21:00:00,New Orleans Pelicans,17,98,Minnesota Timberwolves,27,116,1,2
3209,2018-01-06 22:00:00,Denver Nuggets,19,98,Sacramento Kings,20,106,1,2
3210,2018-01-07 15:30:00,Utah Jazz,10,102,Miami Heat,6,103,1,2
3211,2018-01-07 19:00:00,New York Knicks,24,100,Dallas Mavericks,8,96,1,2
3212,2018-01-07 20:00:00,Oklahoma City Thunder,18,100,Phoenix Suns,12,114,1,2
3213,2018-01-07 21:00:00,San Antonio Spurs,9,110,Portland Trail Blazers,11,111,1,2
3214,2018-01-07 21:30:00,Atlanta Hawks,23,113,Los Angeles Lakers,21,132,1,2
3215,2018-01-08 19:00:00,Milwaukee Bucks,22,96,Indiana Pacers,3,109,1,2
3216,2018-01-08 19:30:00,Toronto Raptors,0,114,Brooklyn Nets,5,113,1,2
3217,2018-01-08 20:00:00,Houston Rockets,14,116,Chicago Bulls,25,107,1,2
3218,2018-01-08 20:00:00,Cleveland Cavaliers,26,99,Minnesota Timberwolves,27,127,1,2
3219,2018-01-08 20:00:00,Detroit Pistons,13,109,New Orleans Pelicans,17,112,1,2
3220,2018-01-08 22:00:00,San Antonio Spurs,9,107,Sacramento Kings,20,100,1,2
3221,2018-01-08 22:30:00,Denver Nuggets,19,114,Golden State Warriors,15,124,1,2
3222,2018-01-08 22:30:00,Atlanta Hawks,23,107,Los Angeles Clippers,1,108,1,2
3223,2018-01-09 19:30:00,Miami Heat,6,90,Toronto Raptors,0,89,1,2
3224,2018-01-09 20:00:00,Portland Trail Blazers,11,117,Oklahoma City Thunder,18,106,1,2
3225,2018-01-09 20:30:00,Orlando Magic,4,99,Dallas Mavericks,8,114,1,2
3226,2018-01-09 22:30:00,Sacramento Kings,20,86,Los Angeles Lakers,21,99,1,2
3227,2018-01-10 19:00:00,Dallas Mavericks,8,115,Charlotte Hornets,2,111,1,2
3228,2018-01-10 19:00:00,Miami Heat,6,114,Indiana Pacers,3,106,1,2
3229,2018-01-10 19:00:00,Utah Jazz,10,107,Washington Wizards,28,104,1,2
3230,2018-01-10 19:30:00,Detroit Pistons,13,114,Brooklyn Nets,5,80,1,2
3231,2018-01-10 19:30:00,Chicago Bulls,25,122,New York Knicks,24,119,1,2
3232,2018-01-10 20:00:00,Portland Trail Blazers,11,112,Houston Rockets,14,121,1,2
3233,2018-01-10 20:00:00,New Orleans Pelicans,17,102,Memphis Grizzlies,16,105,1,2
3234,2018-01-10 20:00:00,Orlando Magic,4,103,Milwaukee Bucks,22,110,1,2
3235,2018-01-10 20:00:00,Oklahoma City Thunder,18,88,Minnesota Timberwolves,27,104,1,2
3236,2018-01-10 21:00:00,Atlanta Hawks,23,110,Denver Nuggets,19,97,1,2
3237,2018-01-10 22:30:00,Los Angeles Clippers,1,125,Golden State Warriors,15,106,1,2
3238,2018-01-11 15:00:00,Boston Celtics,29,114,Philadelphia 76ers,7,103,1,2
3239,2018-01-11 20:00:00,Cleveland Cavaliers,26,99,Toronto Raptors,0,133,1,2
3240,2018-01-11 22:00:00,Los Angeles Clippers,1,121,Sacramento Kings,20,115,1,2
3241,2018-01-11 22:30:00,San Antonio Spurs,9,81,Los Angeles Lakers,21,93,1,2
3242,2018-01-12 19:00:00,Utah Jazz,10,88,Charlotte Hornets,2,99,1,2
3243,2018-01-12 19:00:00,Cleveland Cavaliers,26,95,Indiana Pacers,3,97,1,2
3244,2018-01-12 19:00:00,Orlando Magic,4,119,Washington Wizards,28,125,1,2
3245,2018-01-12 19:30:00,Brooklyn Nets,5,110,Atlanta Hawks,23,105,1,2
3246,2018-01-12 20:00:00,Portland Trail Blazers,11,113,New Orleans Pelicans,17,119,1,2
3247,2018-01-12 20:00:00,New York Knicks,24,108,Minnesota Timberwolves,27,118,1,2
3248,2018-01-12 20:00:00,Golden State Warriors,15,108,Milwaukee Bucks,22,94,1,2
3249,2018-01-12 21:00:00,Memphis Grizzlies,16,78,Denver Nuggets,19,87,1,2
3250,2018-01-12 22:30:00,Houston Rockets,14,112,Phoenix Suns,12,95,1,2
3251,2018-01-13 14:00:00,Los Angeles Lakers,21,107,Dallas Mavericks,8,101,1,2
3252,2018-01-13 15:30:00,Sacramento Kings,20,105,Los Angeles Clippers,1,126,1,2
3253,2018-01-13 17:00:00,Oklahoma City Thunder,18,101,Charlotte Hornets,2,91,1,2
3254,2018-01-13 19:00:00,Brooklyn Nets,5,113,Washington Wizards,28,119,1,2
3255,2018-01-13 19:30:00,Golden State Warriors,15,127,Toronto Raptors,0,125,1,2
3256,2018-01-13 20:00:00,Detroit Pistons,13,105,Chicago Bulls,25,107,1,2
3257,2018-01-13 20:30:00,Denver Nuggets,19,80,San Antonio Spurs,9,112,1,2
3258,2018-01-14 13:00:00,Milwaukee Bucks,22,79,Miami Heat,6,97,1,2
3259,2018-01-14 15:30:00,New Orleans Pelicans,17,123,New York Knicks,24,118,1,2
3260,2018-01-14 20:00:00,Indiana Pacers,3,120,Phoenix Suns,12,97,1,2
3261,2018-01-14 21:00:00,Portland Trail Blazers,11,103,Minnesota Timberwolves,27,120,1,2
3262,2018-01-15 12:30:00,Charlotte Hornets,2,118,Detroit Pistons,13,107,1,2
3263,2018-01-15 13:00:00,Toronto Raptors,0,111,Philadelphia 76ers,7,117,1,2
3264,2018-01-15 14:00:00,Milwaukee Bucks,22,104,Washington Wizards,28,95,1,2
3265,2018-01-15 15:00:00,San Antonio Spurs,9,99,Atlanta Hawks,23,102,1,2
3266,2018-01-15 15:00:00,New York Knicks,24,119,Brooklyn Nets,5,104,1,2
3267,2018-01-15 15:30:00,Miami Heat,6,111,Chicago Bulls,25,119,1,2
3268,2018-01-15 17:30:00,Los Angeles Lakers,21,114,Memphis Grizzlies,16,123,1,2
3269,2018-01-15 20:00:00,Golden State Warriors,15,118,Cleveland Cavaliers,26,108,1,2
3270,2018-01-15 20:00:00,Sacramento Kings,20,88,Oklahoma City Thunder,18,95,1,2
3271,2018-01-15 21:00:00,Indiana Pacers,3,109,Utah Jazz,10,94,1,2
3272,2018-01-15 22:30:00,Houston Rockets,14,102,Los Angeles Clippers,1,113,1,2
3273,2018-01-16 19:00:00,Minnesota Timberwolves,27,102,Orlando Magic,4,108,1,2
3274,2018-01-16 19:30:00,New Orleans Pelicans,17,116,Boston Celtics,29,113,1,2
3275,2018-01-16 21:00:00,Dallas Mavericks,8,102,Denver Nuggets,19,105,1,2
3276,2018-01-16 22:00:00,Phoenix Suns,12,111,Portland Trail Blazers,11,118,1,2
3277,2018-01-17 19:00:00,Washington Wizards,28,109,Charlotte Hornets,2,133,1,2
3278,2018-01-17 19:30:00,San Antonio Spurs,9,100,Brooklyn Nets,5,95,1,2
3279,2018-01-17 19:30:00,Detroit Pistons,13,91,Toronto Raptors,0,96,1,2
3280,2018-01-17 19:30:00,New Orleans Pelicans,17,93,Atlanta Hawks,23,94,1,2
3281,2018-01-17 20:00:00,Golden State Warriors,15,119,Chicago Bulls,25,112,1,2
3282,2018-01-17 20:00:00,New York Knicks,24,99,Memphis Grizzlies,16,105,1,2
3283,2018-01-17 20:00:00,Miami Heat,6,106,Milwaukee Bucks,22,101,1,2
3284,2018-01-17 20:00:00,Los Angeles Lakers,21,90,Oklahoma City Thunder,18,114,1,2
3285,2018-01-17 22:00:00,Utah Jazz,10,120,Sacramento Kings,20,105,1,2
3286,2018-01-17 22:30:00,Denver Nuggets,19,104,Los Angeles Clippers,1,109,1,2
3287,2018-01-18 19:00:00,Philadelphia 76ers,7,89,Boston Celtics,29,80,1,2
3288,2018-01-18 19:00:00,Orlando Magic,4,103,Cleveland Cavaliers,26,104,1,2
3289,2018-01-18 21:30:00,Minnesota Timberwolves,27,98,Houston Rockets,14,116,1,2
3290,2018-01-18 22:00:00,Indiana Pacers,3,86,Portland Trail Blazers,11,100,1,2
3291,2018-01-19 19:00:00,San Antonio Spurs,9,83,Toronto Raptors,0,86,1,2
3292,2018-01-19 19:30:00,Miami Heat,6,95,Brooklyn Nets,5,101,1,2
3293,2018-01-19 20:00:00,Washington Wizards,28,122,Detroit Pistons,13,112,1,2
3294,2018-01-19 20:00:00,Sacramento Kings,20,88,Memphis Grizzlies,16,106,1,2
3295,2018-01-19 21:00:00,Phoenix Suns,12,108,Denver Nuggets,19,100,1,2
3296,2018-01-19 22:30:00,Indiana Pacers,3,86,Los Angeles Lakers,21,99,1,2
3297,2018-01-19 22:30:00,New York Knicks,24,117,Utah Jazz,10,115,1,2
3298,2018-01-20 15:30:00,Oklahoma City Thunder,18,148,Cleveland Cavaliers,26,124,1,2
3299,2018-01-20 17:00:00,Chicago Bulls,25,113,Atlanta Hawks,23,97,1,2
3300,2018-01-20 19:00:00,Miami Heat,6,106,Charlotte Hornets,2,105,1,2
3301,2018-01-20 19:00:00,Memphis Grizzlies,16,104,New Orleans Pelicans,17,111,1,2
3302,2018-01-20 19:30:00,Milwaukee Bucks,22,94,Philadelphia 76ers,7,116,1,2
3303,2018-01-20 20:30:00,Golden State Warriors,15,108,Houston Rockets,14,116,1,2
3304,2018-01-20 21:00:00,Toronto Raptors,0,109,Minnesota Timberwolves,27,115,1,2
3305,2018-01-20 21:00:00,Los Angeles Clippers,1,113,Utah Jazz,10,125,1,2
3306,2018-01-20 22:00:00,Dallas Mavericks,8,108,Portland Trail Blazers,11,117,1,2
3307,2018-01-21 13:00:00,Orlando Magic,4,103,Boston Celtics,29,95,1,2
3308,2018-01-21 15:30:00,New York Knicks,24,107,Los Angeles Lakers,21,127,1,2
3309,2018-01-21 16:00:00,Brooklyn Nets,5,101,Detroit Pistons,13,100,1,2
3310,2018-01-21 19:00:00,Indiana Pacers,3,94,San Antonio Spurs,9,86,1,2
3311,2018-01-22 19:00:00,Sacramento Kings,20,107,Charlotte Hornets,2,112,1,2
3312,2018-01-22 19:30:00,Utah Jazz,10,90,Atlanta Hawks,23,104,1,2
3313,2018-01-22 20:00:00,Miami Heat,6,90,Houston Rockets,14,99,1,2
3314,2018-01-22 20:00:00,Philadelphia 76ers,7,101,Memphis Grizzlies,16,105,1,2
3315,2018-01-22 20:00:00,Phoenix Suns,12,105,Milwaukee Bucks,22,109,1,2
3316,2018-01-22 20:00:00,Chicago Bulls,25,128,New Orleans Pelicans,17,132,1,2
3317,2018-01-22 20:30:00,Washington Wizards,28,75,Dallas Mavericks,8,98,1,2
3318,2018-01-22 21:00:00,Portland Trail Blazers,11,101,Denver Nuggets,19,104,1,2
3319,2018-01-22 22:30:00,Minnesota Timberwolves,27,126,Los Angeles Clippers,1,118,1,2
3320,2018-01-23 19:00:00,Sacramento Kings,20,105,Orlando Magic,4,99,1,2
3321,2018-01-23 20:00:00,Brooklyn Nets,5,108,Oklahoma City Thunder,18,109,1,2
3322,2018-01-23 20:00:00,Cleveland Cavaliers,26,102,San Antonio Spurs,9,114,1,2
3323,2018-01-23 22:30:00,New York Knicks,24,112,Golden State Warriors,15,123,1,2
3324,2018-01-23 22:30:00,Boston Celtics,29,107,Los Angeles Lakers,21,108,1,2
3325,2018-01-24 19:00:00,New Orleans Pelicans,17,101,Charlotte Hornets,2,96,1,2
3326,2018-01-24 19:00:00,Utah Jazz,10,98,Detroit Pistons,13,95,1,2
3327,2018-01-24 19:00:00,Phoenix Suns,12,101,Indiana Pacers,3,116,1,2
3328,2018-01-24 19:00:00,Chicago Bulls,25,101,Philadelphia 76ers,7,115,1,2
3329,2018-01-24 19:30:00,Toronto Raptors,0,108,Atlanta Hawks,23,93,1,2
3330,2018-01-24 20:00:00,Houston Rockets,14,104,Dallas Mavericks,8,97,1,2
3331,2018-01-24 20:00:00,San Antonio Spurs,9,108,Memphis Grizzlies,16,85,1,2
3332,2018-01-24 22:00:00,Minnesota Timberwolves,27,114,Portland Trail Blazers,11,123,1,2
3333,2018-01-24 22:30:00,Boston Celtics,29,113,Los Angeles Clippers,1,102,1,2
3334,2018-01-25 19:30:00,Sacramento Kings,20,89,Miami Heat,6,88,1,2
3335,2018-01-25 20:00:00,Washington Wizards,28,112,Oklahoma City Thunder,18,121,1,2
3336,2018-01-25 21:00:00,New York Knicks,24,118,Denver Nuggets,19,130,1,2
3337,2018-01-25 22:30:00,Minnesota Timberwolves,27,113,Golden State Warriors,15,126,1,2
3338,2018-01-26 19:00:00,Atlanta Hawks,23,110,Charlotte Hornets,2,121,1,2
3339,2018-01-26 19:30:00,Utah Jazz,10,97,Toronto Raptors,0,93,1,2
3340,2018-01-26 19:30:00,Indiana Pacers,3,108,Cleveland Cavaliers,26,115,1,2
3341,2018-01-26 20:00:00,Los Angeles Lakers,21,108,Chicago Bulls,25,103,1,2
3342,2018-01-26 20:00:00,Los Angeles Clippers,1,109,Memphis Grizzlies,16,100,1,2
3343,2018-01-26 20:00:00,Brooklyn Nets,5,91,Milwaukee Bucks,22,116,1,2
3344,2018-01-26 20:00:00,Houston Rockets,14,113,New Orleans Pelicans,17,115,1,2
3345,2018-01-26 20:30:00,Portland Trail Blazers,11,107,Dallas Mavericks,8,93,1,2
3346,2018-01-26 20:30:00,Philadelphia 76ers,7,97,San Antonio Spurs,9,78,1,2
3347,2018-01-26 21:00:00,New York Knicks,24,107,Phoenix Suns,12,85,1,2
3348,2018-01-27 17:00:00,Oklahoma City Thunder,18,121,Detroit Pistons,13,108,1,2
3349,2018-01-27 19:00:00,Orlando Magic,4,112,Indiana Pacers,3,114,1,2
3350,2018-01-27 19:30:00,Washington Wizards,28,129,Atlanta Hawks,23,104,1,2
3351,2018-01-27 19:30:00,Charlotte Hornets,2,91,Miami Heat,6,95,1,2
3352,2018-01-27 20:30:00,Boston Celtics,29,105,Golden State Warriors,15,109,1,2
3353,2018-01-27 21:00:00,Dallas Mavericks,8,89,Denver Nuggets,19,91,1,2
3354,2018-01-27 21:00:00,Brooklyn Nets,5,97,Minnesota Timberwolves,27,111,1,2
3355,2018-01-28 15:30:00,Milwaukee Bucks,22,110,Chicago Bulls,25,96,1,2
3356,2018-01-28 15:30:00,Phoenix Suns,12,102,Houston Rockets,14,113,1,2
3357,2018-01-28 16:00:00,Los Angeles Clippers,1,112,New Orleans Pelicans,17,103,1,2
3358,2018-01-28 18:00:00,Philadelphia 76ers,7,112,Oklahoma City Thunder,18,122,1,2
3359,2018-01-28 18:00:00,Los Angeles Lakers,21,111,Toronto Raptors,0,123,1,2
3360,2018-01-28 18:00:00,Detroit Pistons,13,104,Cleveland Cavaliers,26,121,1,2
3361,2018-01-28 19:00:00,Sacramento Kings,20,98,San Antonio Spurs,9,113,1,2
3362,2018-01-29 19:00:00,Charlotte Hornets,2,96,Indiana Pacers,3,105,1,2
3363,2018-01-29 19:30:00,Minnesota Timberwolves,27,100,Atlanta Hawks,23,105,1,2
3364,2018-01-29 20:00:00,Phoenix Suns,12,109,Memphis Grizzlies,16,120,1,2
3365,2018-01-29 20:00:00,Philadelphia 76ers,7,95,Milwaukee Bucks,22,107,1,2
3366,2018-01-29 20:30:00,Miami Heat,6,95,Dallas Mavericks,8,88,1,2
3367,2018-01-29 21:00:00,Boston Celtics,29,111,Denver Nuggets,19,110,1,2
3368,2018-01-30 19:00:00,Oklahoma City Thunder,18,96,Washington Wizards,28,102,1,2
3369,2018-01-30 19:30:00,Minnesota Timberwolves,27,104,Toronto Raptors,0,109,1,2
3370,2018-01-30 19:30:00,Brooklyn Nets,5,95,New York Knicks,24,111,1,2
3371,2018-01-30 20:00:00,Cleveland Cavaliers,26,114,Detroit Pistons,13,125,1,2
3372,2018-01-30 20:00:00,Orlando Magic,4,107,Houston Rockets,14,114,1,2
3373,2018-01-30 20:00:00,Sacramento Kings,20,114,New Orleans Pelicans,17,103,1,2
3374,2018-01-30 20:30:00,Denver Nuggets,19,104,San Antonio Spurs,9,106,1,2
3375,2018-01-30 21:00:00,Golden State Warriors,15,99,Utah Jazz,10,129,1,2
3376,2018-01-30 22:30:00,Portland Trail Blazers,11,104,Los Angeles Clippers,1,96,1,2
3377,2018-01-31 19:00:00,Memphis Grizzlies,16,101,Indiana Pacers,3,105,1,2
3378,2018-01-31 19:00:00,Los Angeles Lakers,21,105,Orlando Magic,4,127,1,2
3379,2018-01-31 19:30:00,Miami Heat,6,89,Cleveland Cavaliers,26,91,1,2
3380,2018-01-31 19:30:00,Philadelphia 76ers,7,108,Brooklyn Nets,5,116,1,2
3381,2018-01-31 19:30:00,Charlotte Hornets,2,123,Atlanta Hawks,23,110,1,2
3382,2018-01-31 20:00:00,New York Knicks,24,73,Boston Celtics,29,103,1,2
3383,2018-01-31 22:00:00,Chicago Bulls,25,108,Portland Trail Blazers,11,124,1,2
3384,2018-01-31 22:30:00,Dallas Mavericks,8,88,Phoenix Suns,12,102,1,2
3385,2018-02-01 19:00:00,Memphis Grizzlies,16,102,Detroit Pistons,13,104,1,2
3386,2018-02-01 19:00:00,Toronto Raptors,0,119,Washington Wizards,28,122,1,2
3387,2018-02-01 20:00:00,Milwaukee Bucks,22,89,Minnesota Timberwolves,27,108,1,2
3388,2018-02-01 20:00:00,Houston Rockets,14,102,San Antonio Spurs,9,91,1,2
3389,2018-02-01 22:30:00,Oklahoma City Thunder,18,124,Denver Nuggets,19,127,1,2
3390,2018-02-02 19:00:00,Indiana Pacers,3,126,Charlotte Hornets,2,133,1,2
3391,2018-02-02 19:30:00,Atlanta Hawks,23,110,Boston Celtics,29,119,1,2
3392,2018-02-02 19:30:00,Los Angeles Lakers,21,102,Brooklyn Nets,5,99,1,2
3393,2018-02-02 19:30:00,Portland Trail Blazers,11,105,Toronto Raptors,0,130,1,2
3394,2018-02-02 20:00:00,New York Knicks,24,90,Milwaukee Bucks,22,92,1,2
