,date,away_team,away_team_id,away_points,home_team,home_team_id,home_points,regular_season,season
1686,2016-12-13 21:00:00,New York Knicks,24,111,Phoenix Suns,12,113,1,1
1687,2016-12-13 22:30:00,Oklahoma City Thunder,18,95,Portland Trail Blazers,11,114,1,1
1688,2016-12-14 19:00:00,Indiana Pacers,3,89,Miami Heat,6,95,1,1
1689,2016-12-14 19:00:00,Los Angeles Clippers,1,113,Orlando Magic,4,108,1,1
1690,2016-12-14 19:00:00,Toronto Raptors,0,123,Philadelphia 76ers,7,114,1,1
1691,2016-12-14 19:00:00,Charlotte Hornets,2,106,Washington Wizards,28,109,1,1
1692,2016-12-14 19:30:00,Los Angeles Lakers,21,97,Brooklyn Nets,5,107,1,1
1693,2016-12-14 20:00:00,Sacramento Kings,20,98,Houston Rockets,14,132,1,1
1694,2016-12-14 20:00:00,Cleveland Cavaliers,26,85,Memphis Grizzlies,16,93,1,1
1695,2016-12-14 20:30:00,Detroit Pistons,13,95,Dallas Mavericks,8,85,1,1
1696,2016-12-14 21:00:00,Oklahoma City Thunder,18,89,Utah Jazz,10,109,1,1
1697,2016-12-14 21:30:00,Boston Celtics,29,101,San Antonio Spurs,9,108,1,1
1698,2016-12-15 20:00:00,Chicago Bulls,25,97,Milwaukee Bucks,22,108,1,1
1699,2016-12-15 20:00:00,Indiana Pacers,3,95,New Orleans Pelicans,17,102,1,1
1700,2016-12-15 21:00:00,Portland Trail Blazers,11,120,Denver Nuggets,19,132,1,1
1701,2016-12-15 21:00:00,San Antonio Spurs,9,107,Phoenix Suns,12,92,1,1
1702,2016-12-15 22:30:00,New York Knicks,24,90,Golden State Warriors,15,103,1,1
1703,2016-12-16 19:00:00,Brooklyn Nets,5,111,Orlando Magic,4,118,1,1
1704,2016-12-16 19:00:00,Detroit Pistons,13,108,Washington Wizards,28,122,1,1
1705,2016-12-16 19:30:00,Charlotte Hornets,2,88,Boston Celtics,29,96,1,1
1706,2016-12-16 19:30:00,Atlanta Hawks,23,125,Toronto Raptors,0,121,1,1
1707,2016-12-16 20:00:00,Milwaukee Bucks,22,95,Chicago Bulls,25,69,1,1
1708,2016-12-16 20:00:00,New Orleans Pelicans,17,100,Houston Rockets,14,122,1,1
1709,2016-12-16 20:00:00,Sacramento Kings,20,96,Memphis Grizzlies,16,92,1,1
1710,2016-12-16 20:00:00,Los Angeles Clippers,1,102,Miami Heat,6,98,1,1
1711,2016-12-16 20:00:00,Los Angeles Lakers,21,100,Philadelphia 76ers,7,89,1,1
1712,2016-12-16 22:30:00,Dallas Mavericks,8,100,Utah Jazz,10,103,1,1
1713,2016-12-17 17:00:00,Phoenix Suns,12,101,Oklahoma City Thunder,18,114,1,1
1714,2016-12-17 19:00:00,Indiana Pacers,3,105,Detroit Pistons,13,90,1,1
1715,2016-12-17 19:30:00,Charlotte Hornets,2,107,Atlanta Hawks,23,99,1,1
1716,2016-12-17 19:30:00,Los Angeles Lakers,21,108,Cleveland Cavaliers,26,119,1,1
1717,2016-12-17 20:00:00,Houston Rockets,14,111,Minnesota Timberwolves,27,109,1,1
1718,2016-12-17 21:00:00,New York Knicks,24,114,Denver Nuggets,19,127,1,1
1719,2016-12-17 22:30:00,Portland Trail Blazers,11,90,Golden State Warriors,15,135,1,1
1720,2016-12-18 15:30:00,Los Angeles Clippers,1,110,Washington Wizards,28,117,1,1
1721,2016-12-18 16:00:00,Sacramento Kings,20,79,Dallas Mavericks,8,99,1,1
1722,2016-12-18 18:00:00,Brooklyn Nets,5,107,Philadelphia 76ers,7,108,1,1
1723,2016-12-18 18:00:00,Toronto Raptors,0,109,Orlando Magic,4,79,1,1
1724,2016-12-18 18:00:00,Boston Celtics,29,105,Miami Heat,6,95,1,1
1725,2016-12-18 18:00:00,Utah Jazz,10,82,Memphis Grizzlies,16,73,1,1
1726,2016-12-18 19:00:00,New Orleans Pelicans,17,100,San Antonio Spurs,9,113,1,1
1727,2016-12-19 19:00:00,Washington Wizards,28,105,Indiana Pacers,3,107,1,1
1728,2016-12-19 20:00:00,Detroit Pistons,13,82,Chicago Bulls,25,113,1,1
1729,2016-12-19 20:00:00,Phoenix Suns,12,108,Minnesota Timberwolves,27,115,1,1
1730,2016-12-19 20:00:00,Atlanta Hawks,23,110,Oklahoma City Thunder,18,108,1,1
1731,2016-12-19 21:00:00,Dallas Mavericks,8,107,Denver Nuggets,19,117,1,1
1732,2016-12-20 19:00:00,New Orleans Pelicans,17,108,Philadelphia 76ers,7,93,1,1
1733,2016-12-20 19:00:00,Los Angeles Lakers,21,113,Charlotte Hornets,2,117,1,1
1734,2016-12-20 19:30:00,Orlando Magic,4,136,Miami Heat,6,130,1,1
1735,2016-12-20 19:30:00,Indiana Pacers,3,111,New York Knicks,24,118,1,1
1736,2016-12-20 19:30:00,Brooklyn Nets,5,104,Toronto Raptors,0,116,1,1
1737,2016-12-20 20:00:00,San Antonio Spurs,9,102,Houston Rockets,14,100,1,1
1738,2016-12-20 20:00:00,Boston Celtics,29,112,Memphis Grizzlies,16,109,1,1
1739,2016-12-20 20:00:00,Cleveland Cavaliers,26,114,Milwaukee Bucks,22,108,1,1
1740,2016-12-20 22:30:00,Denver Nuggets,19,102,Los Angeles Clippers,1,119,1,1
1741,2016-12-20 22:30:00,Portland Trail Blazers,11,121,Sacramento Kings,20,126,1,1
1742,2016-12-20 22:30:00,Utah Jazz,10,74,Golden State Warriors,15,104,1,1
1743,2016-12-21 19:00:00,Milwaukee Bucks,22,102,Cleveland Cavaliers,26,113,1,1
1744,2016-12-21 19:30:00,Minnesota Timberwolves,27,92,Atlanta Hawks,23,84,1,1
1745,2016-12-21 19:30:00,Memphis Grizzlies,16,98,Detroit Pistons,13,86,1,1
1746,2016-12-21 20:00:00,Washington Wizards,28,107,Chicago Bulls,25,97,1,1
1747,2016-12-21 20:00:00,Oklahoma City Thunder,18,121,New Orleans Pelicans,17,110,1,1
1748,2016-12-21 21:00:00,Houston Rockets,14,125,Phoenix Suns,12,111,1,1
1749,2016-12-21 21:00:00,Sacramento Kings,20,94,Utah Jazz,10,93,1,1
1750,2016-12-21 22:00:00,Dallas Mavericks,8,96,Portland Trail Blazers,11,95,1,1
1751,2016-12-22 19:00:00,Boston Celtics,29,109,Indiana Pacers,3,102,1,1
1752,2016-12-22 19:30:00,Golden State Warriors,15,117,Brooklyn Nets,5,101,1,1
1753,2016-12-22 19:30:00,Orlando Magic,4,95,New York Knicks,24,106,1,1
1754,2016-12-22 20:00:00,Los Angeles Lakers,21,107,Miami Heat,6,115,1,1
1755,2016-12-22 22:30:00,San Antonio Spurs,9,101,Los Angeles Clippers,1,106,1,1
1756,2016-12-23 19:00:00,Chicago Bulls,25,91,Charlotte Hornets,2,103,1,1
1757,2016-12-23 19:00:00,Los Angeles Lakers,21,90,Orlando Magic,4,109,1,1
1758,2016-12-23 19:30:00,Brooklyn Nets,5,99,Cleveland Cavaliers,26,119,1,1
1759,2016-12-23 19:30:00,Golden State Warriors,15,119,Detroit Pistons,13,113,1,1
1760,2016-12-23 19:30:00,Oklahoma City Thunder,18,117,Boston Celtics,29,112,1,1
1761,2016-12-23 20:00:00,Miami Heat,6,87,New Orleans Pelicans,17,91,1,1
1762,2016-12-23 20:00:00,Sacramento Kings,20,109,Minnesota Timberwolves,27,105,1,1
1763,2016-12-23 20:00:00,Washington Wizards,28,96,Milwaukee Bucks,22,123,1,1
1764,2016-12-23 20:00:00,Houston Rockets,14,109,Memphis Grizzlies,16,115,1,1
1765,2016-12-23 21:00:00,Atlanta Hawks,23,109,Denver Nuggets,19,108,1,1
1766,2016-12-23 21:00:00,Philadelphia 76ers,7,116,Phoenix Suns,12,123,1,1
1767,2016-12-23 21:00:00,Toronto Raptors,0,104,Utah Jazz,10,98,1,1
1768,2016-12-23 22:00:00,San Antonio Spurs,9,110,Portland Trail Blazers,11,90,1,1
1769,2016-12-23 22:30:00,Dallas Mavericks,8,90,Los Angeles Clippers,1,88,1,1
1770,2016-12-25 12:00:00,Boston Celtics,29,119,New York Knicks,24,114,1,1
1771,2016-12-25 14:30:00,Golden State Warriors,15,108,Cleveland Cavaliers,26,109,1,1
1772,2016-12-25 17:00:00,Chicago Bulls,25,100,San Antonio Spurs,9,119,1,1
1773,2016-12-25 20:00:00,Minnesota Timberwolves,27,100,Oklahoma City Thunder,18,112,1,1
1774,2016-12-25 22:30:00,Los Angeles Clippers,1,102,Los Angeles Lakers,21,111,1,1
1775,2016-12-26 19:00:00,Memphis Grizzlies,16,102,Orlando Magic,4,112,1,1
1776,2016-12-26 19:00:00,Milwaukee Bucks,22,102,Washington Wizards,28,107,1,1
1777,2016-12-26 19:30:00,Charlotte Hornets,2,118,Brooklyn Nets,5,120,1,1
1778,2016-12-26 19:30:00,Cleveland Cavaliers,26,90,Detroit Pistons,13,106,1,1
1779,2016-12-26 20:00:00,Dallas Mavericks,8,104,New Orleans Pelicans,17,111,1,1
1780,2016-12-26 20:00:00,Atlanta Hawks,23,90,Minnesota Timberwolves,27,104,1,1
1781,2016-12-26 20:00:00,Indiana Pacers,3,85,Chicago Bulls,25,90,1,1
1782,2016-12-26 20:00:00,Phoenix Suns,12,115,Houston Rockets,14,131,1,1
1783,2016-12-26 22:00:00,Toronto Raptors,0,95,Portland Trail Blazers,11,91,1,1
1784,2016-12-26 22:30:00,Denver Nuggets,19,106,Los Angeles Clippers,1,102,1,1
1785,2016-12-26 22:30:00,Philadelphia 76ers,7,100,Sacramento Kings,20,102,1,1
1786,2016-12-27 19:30:00,Memphis Grizzlies,16,103,Boston Celtics,29,113,1,1
1787,2016-12-27 19:30:00,Oklahoma City Thunder,18,106,Miami Heat,6,94,1,1
1788,2016-12-27 20:30:00,Houston Rockets,14,123,Dallas Mavericks,8,107,1,1
1789,2016-12-27 22:30:00,Utah Jazz,10,102,Los Angeles Lakers,21,100,1,1
1790,2016-12-28 19:00:00,Indiana Pacers,3,105,Washington Wizards,28,111,1,1
1791,2016-12-28 19:00:00,Charlotte Hornets,2,120,Orlando Magic,4,101,1,1
1792,2016-12-28 19:30:00,New York Knicks,24,98,Atlanta Hawks,23,102,1,1
1793,2016-12-28 19:30:00,Milwaukee Bucks,22,119,Detroit Pistons,13,94,1,1
1794,2016-12-28 20:00:00,Brooklyn Nets,5,99,Chicago Bulls,25,101,1,1
1795,2016-12-28 20:00:00,Los Angeles Clippers,1,98,New Orleans Pelicans,17,102,1,1
1796,2016-12-28 20:30:00,Phoenix Suns,12,98,San Antonio Spurs,9,119,1,1
1797,2016-12-28 21:00:00,Minnesota Timberwolves,27,103,Denver Nuggets,19,105,1,1
1798,2016-12-28 22:00:00,Sacramento Kings,20,89,Portland Trail Blazers,11,102,1,1
1799,2016-12-28 22:30:00,Toronto Raptors,0,111,Golden State Warriors,15,121,1,1
1800,2016-12-29 19:00:00,Miami Heat,6,82,Charlotte Hornets,2,91,1,1
1801,2016-12-29 20:00:00,Boston Celtics,29,118,Cleveland Cavaliers,26,124,1,1
1802,2016-12-29 20:00:00,Oklahoma City Thunder,18,80,Memphis Grizzlies,16,114,1,1
1803,2016-12-29 21:00:00,Philadelphia 76ers,7,83,Utah Jazz,10,100,1,1
1804,2016-12-29 21:00:00,Toronto Raptors,0,91,Phoenix Suns,12,99,1,1
1805,2016-12-29 22:30:00,Dallas Mavericks,8,101,Los Angeles Lakers,21,89,1,1
1806,2016-12-30 16:00:00,Chicago Bulls,25,101,Indiana Pacers,3,111,1,1
1807,2016-12-30 19:00:00,Brooklyn Nets,5,95,Washington Wizards,28,118,1,1
1808,2016-12-30 19:30:00,Miami Heat,6,114,Boston Celtics,29,117,1,1
1809,2016-12-30 20:00:00,Detroit Pistons,13,98,Atlanta Hawks,23,105,1,1
1810,2016-12-30 20:00:00,Los Angeles Clippers,1,116,Houston Rockets,14,140,1,1
1811,2016-12-30 20:00:00,Milwaukee Bucks,22,99,Minnesota Timberwolves,27,116,1,1
1812,2016-12-30 20:00:00,New York Knicks,24,92,New Orleans Pelicans,17,104,1,1
1813,2016-12-30 20:30:00,Portland Trail Blazers,11,94,San Antonio Spurs,9,110,1,1
1814,2016-12-30 21:00:00,Philadelphia 76ers,7,124,Denver Nuggets,19,122,1,1
1815,2016-12-30 22:30:00,Dallas Mavericks,8,99,Golden State Warriors,15,108,1,1
1816,2016-12-31 17:00:00,Memphis Grizzlies,16,112,Sacramento Kings,20,98,1,1
1817,2016-12-31 19:00:00,Cleveland Cavaliers,26,121,Charlotte Hornets,2,109,1,1
1818,2016-12-31 19:00:00,Milwaukee Bucks,22,116,Chicago Bulls,25,96,1,1
1819,2016-12-31 20:00:00,New York Knicks,24,122,Houston Rockets,14,129,1,1
1820,2016-12-31 20:00:00,Los Angeles Clippers,1,88,Oklahoma City Thunder,18,114,1,1
1821,2016-12-31 20:00:00,Phoenix Suns,12,86,Utah Jazz,10,91,1,1
1822,2017-01-01 18:00:00,San Antonio Spurs,9,112,Atlanta Hawks,23,114,1,1
1823,2017-01-01 18:00:00,Orlando Magic,4,104,Indiana Pacers,3,117,1,1
1824,2017-01-01 18:00:00,Detroit Pistons,13,107,Miami Heat,6,98,1,1
1825,2017-01-01 19:00:00,Portland Trail Blazers,11,95,Minnesota Timberwolves,27,89,1,1
1826,2017-01-01 21:30:00,Toronto Raptors,0,123,Los Angeles Lakers,21,114,1,1
1827,2017-01-02 19:00:00,Oklahoma City Thunder,18,94,Milwaukee Bucks,22,98,1,1
1828,2017-01-02 19:00:00,New Orleans Pelicans,17,82,Cleveland Cavaliers,26,90,1,1
1829,2017-01-02 19:30:00,Utah Jazz,10,101,Brooklyn Nets,5,89,1,1
1830,2017-01-02 19:30:00,Orlando Magic,4,115,New York Knicks,24,103,1,1
1831,2017-01-02 20:00:00,Charlotte Hornets,2,111,Chicago Bulls,25,118,1,1
1832,2017-01-02 20:00:00,Washington Wizards,28,91,Houston Rockets,14,101,1,1
1833,2017-01-02 22:30:00,Denver Nuggets,19,119,Golden State Warriors,15,127,1,1
1834,2017-01-02 22:30:00,Phoenix Suns,12,98,Los Angeles Clippers,1,109,1,1
1835,2017-01-03 19:00:00,Minnesota Timberwolves,27,91,Philadelphia 76ers,7,93,1,1
1836,2017-01-03 19:30:00,Utah Jazz,10,104,Boston Celtics,29,115,1,1
1837,2017-01-03 19:30:00,Indiana Pacers,3,121,Detroit Pistons,13,116,1,1
1838,2017-01-03 20:30:00,Toronto Raptors,0,82,San Antonio Spurs,9,110,1,1
1839,2017-01-03 20:30:00,Washington Wizards,28,105,Dallas Mavericks,8,113,1,1
1840,2017-01-03 21:00:00,Sacramento Kings,20,120,Denver Nuggets,19,113,1,1
1841,2017-01-03 21:00:00,Miami Heat,6,90,Phoenix Suns,12,99,1,1
1842,2017-01-03 22:30:00,Memphis Grizzlies,16,102,Los Angeles Lakers,21,116,1,1
1843,2017-01-04 19:00:00,Oklahoma City Thunder,18,112,Charlotte Hornets,2,123,1,1
1844,2017-01-04 19:00:00,Atlanta Hawks,23,111,Orlando Magic,4,92,1,1
1845,2017-01-04 19:30:00,Milwaukee Bucks,22,105,New York Knicks,24,104,1,1
1846,2017-01-04 20:00:00,Chicago Bulls,25,106,Cleveland Cavaliers,26,94,1,1
1847,2017-01-04 22:30:00,Miami Heat,6,107,Sacramento Kings,20,102,1,1
1848,2017-01-04 22:30:00,Portland Trail Blazers,11,117,Golden State Warriors,15,125,1,1
1849,2017-01-04 22:30:00,Memphis Grizzlies,16,106,Los Angeles Clippers,1,115,1,1
1850,2017-01-05 19:00:00,Brooklyn Nets,5,109,Indiana Pacers,3,121,1,1
1851,2017-01-05 19:30:00,Charlotte Hornets,2,114,Detroit Pistons,13,115,1,1
1852,2017-01-05 19:30:00,Utah Jazz,10,93,Toronto Raptors,0,101,1,1
1853,2017-01-05 20:00:00,Oklahoma City Thunder,18,116,Houston Rockets,14,118,1,1
1854,2017-01-05 20:00:00,Atlanta Hawks,23,99,New Orleans Pelicans,17,94,1,1
1855,2017-01-05 20:30:00,Phoenix Suns,12,102,Dallas Mavericks,8,95,1,1
1856,2017-01-05 21:00:00,San Antonio Spurs,9,127,Denver Nuggets,19,99,1,1
1857,2017-01-05 22:30:00,Los Angeles Lakers,21,109,Portland Trail Blazers,11,118,1,1
1858,2017-01-06 19:00:00,Minnesota Timberwolves,27,105,Washington Wizards,28,112,1,1
1859,2017-01-06 19:00:00,Houston Rockets,14,100,Orlando Magic,4,93,1,1
1860,2017-01-06 19:30:00,Philadelphia 76ers,7,106,Boston Celtics,29,110,1,1
1861,2017-01-06 19:30:00,Cleveland Cavaliers,26,116,Brooklyn Nets,5,108,1,1
1862,2017-01-06 20:00:00,New York Knicks,24,116,Milwaukee Bucks,22,111,1,1
1863,2017-01-06 22:30:00,Memphis Grizzlies,16,128,Golden State Warriors,15,119,1,1
1864,2017-01-06 22:30:00,Miami Heat,6,100,Los Angeles Lakers,21,127,1,1
1865,2017-01-06 22:30:00,Los Angeles Clippers,1,106,Sacramento Kings,20,98,1,1
1866,2017-01-07 19:00:00,New York Knicks,24,109,Indiana Pacers,3,123,1,1
1867,2017-01-07 19:30:00,New Orleans Pelicans,17,108,Boston Celtics,29,117,1,1
1868,2017-01-07 20:00:00,Denver Nuggets,19,106,Oklahoma City Thunder,18,121,1,1
1869,2017-01-07 20:00:00,Toronto Raptors,0,118,Chicago Bulls,25,123,1,1
1870,2017-01-07 20:00:00,Utah Jazz,10,94,Minnesota Timberwolves,27,92,1,1
1871,2017-01-07 20:30:00,Atlanta Hawks,23,97,Dallas Mavericks,8,82,1,1
1872,2017-01-07 20:30:00,Charlotte Hornets,2,85,San Antonio Spurs,9,102,1,1
1873,2017-01-08 12:00:00,Philadelphia 76ers,7,105,Brooklyn Nets,5,95,1,1
1874,2017-01-08 14:00:00,Washington Wizards,28,107,Milwaukee Bucks,22,101,1,1
1875,2017-01-08 15:30:00,Miami Heat,6,86,Los Angeles Clippers,1,98,1,1
1876,2017-01-08 18:00:00,Houston Rockets,14,129,Toronto Raptors,0,122,1,1
1877,2017-01-08 20:00:00,Utah Jazz,10,79,Memphis Grizzlies,16,88,1,1
1878,2017-01-08 20:30:00,Cleveland Cavaliers,26,120,Phoenix Suns,12,116,1,1
1879,2017-01-08 21:00:00,Detroit Pistons,13,125,Portland Trail Blazers,11,124,1,1
1880,2017-01-08 21:00:00,Golden State Warriors,15,117,Sacramento Kings,20,106,1,1
1881,2017-01-08 21:30:00,Orlando Magic,4,95,Los Angeles Lakers,21,111,1,1
1882,2017-01-09 19:30:00,New Orleans Pelicans,17,110,New York Knicks,24,96,1,1
1883,2017-01-09 20:00:00,Dallas Mavericks,8,92,Minnesota Timberwolves,27,101,1,1
1884,2017-01-09 20:00:00,Oklahoma City Thunder,18,109,Chicago Bulls,25,94,1,1
1885,2017-01-10 19:00:00,Chicago Bulls,25,99,Washington Wizards,28,101,1,1
1886,2017-01-10 19:30:00,Atlanta Hawks,23,117,Brooklyn Nets,5,97,1,1
1887,2017-01-10 19:30:00,Boston Celtics,29,106,Toronto Raptors,0,114,1,1
1888,2017-01-10 20:00:00,Charlotte Hornets,2,114,Houston Rockets,14,121,1,1
1889,2017-01-10 20:30:00,Milwaukee Bucks,22,109,San Antonio Spurs,9,107,1,1
1890,2017-01-10 21:00:00,Cleveland Cavaliers,26,92,Utah Jazz,10,100,1,1
1891,2017-01-10 22:30:00,Miami Heat,6,95,Golden State Warriors,15,107,1,1
1892,2017-01-10 22:30:00,Portland Trail Blazers,11,108,Los Angeles Lakers,21,87,1,1
1893,2017-01-10 22:30:00,Detroit Pistons,13,94,Sacramento Kings,20,100,1,1
1894,2017-01-11 19:00:00,New York Knicks,24,97,Philadelphia 76ers,7,98,1,1
1895,2017-01-11 20:00:00,Washington Wizards,28,108,Boston Celtics,29,117,1,1
1896,2017-01-11 20:00:00,Houston Rockets,14,105,Minnesota Timberwolves,27,119,1,1
1897,2017-01-11 20:00:00,Memphis Grizzlies,16,95,Oklahoma City Thunder,18,103,1,1
1898,2017-01-11 22:30:00,Cleveland Cavaliers,26,86,Portland Trail Blazers,11,102,1,1
1899,2017-01-11 22:30:00,Orlando Magic,4,96,Los Angeles Clippers,1,105,1,1
1900,2017-01-12 15:00:00,Indiana Pacers,3,112,Denver Nuggets,19,140,1,1
1901,2017-01-12 19:30:00,New Orleans Pelicans,17,104,Brooklyn Nets,5,95,1,1
1902,2017-01-12 20:00:00,Chicago Bulls,25,89,New York Knicks,24,104,1,1
1903,2017-01-12 20:30:00,Los Angeles Lakers,21,94,San Antonio Spurs,9,134,1,1
1904,2017-01-12 22:00:00,Dallas Mavericks,8,113,Phoenix Suns,12,108,1,1
1905,2017-01-12 22:30:00,Detroit Pistons,13,107,Golden State Warriors,15,127,1,1
1906,2017-01-13 19:00:00,Charlotte Hornets,2,93,Philadelphia 76ers,7,102,1,1
1907,2017-01-13 19:30:00,Brooklyn Nets,5,113,Toronto Raptors,0,132,1,1
1908,2017-01-13 20:00:00,Oklahoma City Thunder,18,86,Minnesota Timberwolves,27,96,1,1
1909,2017-01-13 20:00:00,Miami Heat,6,108,Milwaukee Bucks,22,116,1,1
1910,2017-01-13 20:00:00,Boston Celtics,29,103,Atlanta Hawks,23,101,1,1
1911,2017-01-13 20:00:00,Memphis Grizzlies,16,110,Houston Rockets,14,105,1,1
1912,2017-01-13 22:00:00,Orlando Magic,4,115,Portland Trail Blazers,11,109,1,1
1913,2017-01-13 22:30:00,Cleveland Cavaliers,26,120,Sacramento Kings,20,108,1,1
1914,2017-01-13 22:30:00,Detroit Pistons,13,77,Utah Jazz,10,110,1,1
1915,2017-01-14 15:30:00,Los Angeles Lakers,21,97,Los Angeles Clippers,1,113,1,1
1916,2017-01-14 17:00:00,New Orleans Pelicans,17,99,Chicago Bulls,25,107,1,1
1917,2017-01-14 18:00:00,San Antonio Spurs,9,105,Phoenix Suns,12,108,1,1
1918,2017-01-14 20:00:00,Philadelphia 76ers,7,93,Washington Wizards,28,109,1,1
1919,2017-01-14 21:00:00,Orlando Magic,4,107,Utah Jazz,10,114,1,1
1920,2017-01-15 14:00:00,Minnesota Timberwolves,27,87,Dallas Mavericks,8,98,1,1
1921,2017-01-15 15:00:00,Milwaukee Bucks,22,98,Atlanta Hawks,23,111,1,1
1922,2017-01-15 15:00:00,New York Knicks,24,101,Toronto Raptors,0,116,1,1
1923,2017-01-15 18:00:00,Houston Rockets,14,137,Brooklyn Nets,5,112,1,1
1924,2017-01-15 21:00:00,Chicago Bulls,25,108,Memphis Grizzlies,16,104,1,1
1925,2017-01-15 21:00:00,Oklahoma City Thunder,18,122,Sacramento Kings,20,118,1,1
1926,2017-01-15 21:30:00,Detroit Pistons,13,102,Los Angeles Lakers,21,97,1,1
1927,2017-01-16 13:00:00,Atlanta Hawks,23,108,New York Knicks,24,107,1,1
1928,2017-01-16 14:00:00,Portland Trail Blazers,11,101,Washington Wizards,28,120,1,1
1929,2017-01-16 15:30:00,Philadelphia 76ers,7,113,Milwaukee Bucks,22,104,1,1
1930,2017-01-16 16:00:00,New Orleans Pelicans,17,95,Indiana Pacers,3,98,1,1
1931,2017-01-16 17:00:00,Orlando Magic,4,112,Denver Nuggets,19,125,1,1
1932,2017-01-16 19:30:00,Charlotte Hornets,2,98,Boston Celtics,29,108,1,1
1933,2017-01-16 20:00:00,Cleveland Cavaliers,26,91,Golden State Warriors,15,126,1,1
1934,2017-01-16 21:00:00,Utah Jazz,10,106,Phoenix Suns,12,101,1,1
1935,2017-01-16 22:30:00,Oklahoma City Thunder,18,98,Los Angeles Clippers,1,120,1,1
1936,2017-01-17 19:30:00,Toronto Raptors,0,119,Brooklyn Nets,5,109,1,1
1937,2017-01-17 19:30:00,Houston Rockets,14,103,Miami Heat,6,109,1,1
1938,2017-01-17 20:00:00,Dallas Mavericks,8,99,Chicago Bulls,25,98,1,1
1939,2017-01-17 20:30:00,Minnesota Timberwolves,27,114,San Antonio Spurs,9,122,1,1
1940,2017-01-17 22:30:00,Denver Nuggets,19,127,Los Angeles Lakers,21,121,1,1
1941,2017-01-18 19:00:00,Portland Trail Blazers,11,85,Charlotte Hornets,2,107,1,1
1942,2017-01-18 19:00:00,Toronto Raptors,0,89,Philadelphia 76ers,7,94,1,1
1943,2017-01-18 19:00:00,Memphis Grizzlies,16,101,Washington Wizards,28,104,1,1
1944,2017-01-18 19:30:00,New York Knicks,24,117,Boston Celtics,29,106,1,1
1945,2017-01-18 20:00:00,Atlanta Hawks,23,95,Detroit Pistons,13,118,1,1
1946,2017-01-18 20:00:00,Milwaukee Bucks,22,92,Houston Rockets,14,111,1,1
1947,2017-01-18 20:00:00,Orlando Magic,4,98,New Orleans Pelicans,17,118,1,1
1948,2017-01-18 22:30:00,Indiana Pacers,3,106,Sacramento Kings,20,100,1,1
1949,2017-01-18 22:30:00,Oklahoma City Thunder,18,100,Golden State Warriors,15,121,1,1
1950,2017-01-19 19:00:00,Phoenix Suns,12,103,Cleveland Cavaliers,26,118,1,1
1951,2017-01-19 19:30:00,Dallas Mavericks,8,95,Miami Heat,6,99,1,1
1952,2017-01-19 20:00:00,Washington Wizards,28,113,New York Knicks,24,110,1,1
1953,2017-01-19 20:30:00,Denver Nuggets,19,104,San Antonio Spurs,9,118,1,1
1954,2017-01-19 22:30:00,Minnesota Timberwolves,27,104,Los Angeles Clippers,1,101,1,1
1955,2017-01-20 19:00:00,Toronto Raptors,0,78,Charlotte Hornets,2,113,1,1
1956,2017-01-20 19:00:00,Milwaukee Bucks,22,96,Orlando Magic,4,112,1,1
1957,2017-01-20 19:00:00,Portland Trail Blazers,11,92,Philadelphia 76ers,7,93,1,1
1958,2017-01-20 20:00:00,Golden State Warriors,15,125,Houston Rockets,14,108,1,1
1959,2017-01-20 20:00:00,Brooklyn Nets,5,143,New Orleans Pelicans,17,114,1,1
1960,2017-01-20 20:00:00,Chicago Bulls,25,93,Atlanta Hawks,23,102,1,1
1961,2017-01-20 20:00:00,Sacramento Kings,20,91,Memphis Grizzlies,16,107,1,1
1962,2017-01-20 20:30:00,Utah Jazz,10,112,Dallas Mavericks,8,107,1,1
1963,2017-01-20 22:30:00,Indiana Pacers,3,95,Los Angeles Lakers,21,108,1,1
1964,2017-01-21 17:00:00,Portland Trail Blazers,11,127,Boston Celtics,29,123,1,1
1965,2017-01-21 18:00:00,Washington Wizards,28,112,Detroit Pistons,13,113,1,1
1966,2017-01-21 19:00:00,Philadelphia 76ers,7,93,Atlanta Hawks,23,110,1,1
1967,2017-01-21 19:00:00,Brooklyn Nets,5,105,Charlotte Hornets,2,112,1,1
1968,2017-01-21 19:30:00,Milwaukee Bucks,22,97,Miami Heat,6,109,1,1
1969,2017-01-21 19:30:00,Phoenix Suns,12,107,New York Knicks,24,105,1,1
1970,2017-01-21 20:00:00,Houston Rockets,14,119,Memphis Grizzlies,16,95,1,1
1971,2017-01-21 20:30:00,San Antonio Spurs,9,118,Cleveland Cavaliers,26,115,1,1
1972,2017-01-21 21:00:00,Sacramento Kings,20,99,Chicago Bulls,25,102,1,1
1973,2017-01-21 21:00:00,Los Angeles Clippers,1,98,Denver Nuggets,19,123,1,1
1974,2017-01-21 21:00:00,Indiana Pacers,3,100,Utah Jazz,10,109,1,1
1975,2017-01-22 12:00:00,Golden State Warriors,15,118,Orlando Magic,4,98,1,1
1976,2017-01-22 15:30:00,Los Angeles Lakers,21,73,Dallas Mavericks,8,122,1,1
1977,2017-01-22 18:00:00,Phoenix Suns,12,115,Toronto Raptors,0,103,1,1
1978,2017-01-22 19:00:00,Denver Nuggets,19,108,Minnesota Timberwolves,27,111,1,1
1979,2017-01-23 19:00:00,Washington Wizards,28,109,Charlotte Hornets,2,99,1,1
1980,2017-01-23 19:30:00,Los Angeles Clippers,1,115,Atlanta Hawks,23,105,1,1
