,date,away_team,home_team,away_points,home_points,season,regular_season,away_team_id,home_team_id
0,20160403,NYN,KCA,3,4,0,1,16,10
1,20160403,TOR,TBA,5,3,0,1,13,21
2,20160403,SLN,PIT,1,4,0,1,20,7
3,20160404,CHN,ANA,9,0,0,1,15,12
4,20160404,MIN,BAL,2,3,0,1,9,8
5,20160404,CHA,OAK,4,3,0,1,18,28
6,20160404,TOR,TBA,5,3,0,1,13,21
7,20160404,SEA,TEX,2,3,0,1,11,25
8,20160404,COL,ARI,10,5,0,1,14,6
9,20160404,WAS,ATL,4,3,0,1,23,4
10,20160404,PHI,CIN,2,6,0,1,29,27
11,20160404,SFN,MIL,12,3,0,1,0,2
12,20160404,LAN,SDN,15,0,0,1,19,17
13,20160405,CHN,ANA,6,1,0,1,15,12
14,20160405,BOS,CLE,6,2,0,1,22,24
15,20160405,NYN,KCA,2,0,0,1,16,10
16,20160405,HOU,NYA,5,3,0,1,26,1
17,20160405,CHA,OAK,5,4,0,1,18,28
18,20160405,TOR,TBA,2,3,0,1,13,21
19,20160405,SEA,TEX,10,2,0,1,11,25
20,20160405,COL,ARI,6,11,0,1,14,6
21,20160405,DET,MIA,8,7,0,1,3,5
22,20160405,SFN,MIL,2,1,0,1,0,2
23,20160405,SLN,PIT,5,6,0,1,20,7
24,20160405,LAN,SDN,3,0,0,1,19,17
25,20160406,MIN,BAL,2,4,0,1,9,8
26,20160406,BOS,CLE,6,7,0,1,22,24
27,20160406,HOU,NYA,6,16,0,1,26,1
28,20160406,CHA,OAK,1,2,0,1,18,28
29,20160406,TOR,TBA,3,5,0,1,13,21
30,20160406,SEA,TEX,9,5,0,1,11,25
31,20160406,COL,ARI,4,3,0,1,14,6
32,20160406,WAS,ATL,3,1,0,1,23,4
33,20160406,PHI,CIN,2,3,0,1,29,27
34,20160406,DET,MIA,7,3,0,1,3,5
35,20160406,SFN,MIL,3,4,0,1,0,2
36,20160406,SLN,PIT,1,5,0,1,20,7
37,20160406,LAN,SDN,7,0,0,1,19,17
38,20160407,TEX,ANA,3,4,0,1,25,12
39,20160407,MIN,BAL,2,4,0,1,9,8
40,20160407,HOU,NYA,5,8,0,1,26,1
41,20160407,CHA,OAK,6,1,0,1,18,28
42,20160407,CHN,ARI,14,6,0,1,15,6
43,20160407,PHI,CIN,6,10,0,1,29,27
44,20160407,LAN,SFN,6,12,0,1,19,0
45,20160407,MIA,WAS,6,4,0,1,5,23
46,20160408,TEX,ANA,7,3,0,1,25,12
47,20160408,TBA,BAL,1,6,0,1,21,8
48,20160408,CLE,CHA,7,1,0,1,24,18
49,20160408,NYA,DET,0,4,0,1,1,3
50,20160408,MIN,KCA,3,4,0,1,9,10
51,20160408,OAK,SEA,3,2,0,1,28,11
52,20160408,BOS,TOR,8,7,0,1,22,13
53,20160408,CHN,ARI,2,3,0,1,15,6
54,20160408,SLN,ATL,7,4,0,1,20,4
55,20160408,PIT,CIN,6,5,0,1,7,27
56,20160408,SDN,COL,13,6,0,1,17,14
57,20160408,HOU,MIL,4,6,0,1,26,2
58,20160408,PHI,NYN,2,7,0,1,29,16
59,20160408,LAN,SFN,2,3,0,1,19,0
60,20160409,TEX,ANA,4,1,0,1,25,12
61,20160409,CLE,CHA,3,7,0,1,24,18
62,20160409,NYA,DET,8,4,0,1,1,3
63,20160409,MIN,KCA,0,7,0,1,9,10
64,20160409,OAK,SEA,6,1,0,1,28,11
65,20160409,BOS,TOR,8,4,0,1,22,13
66,20160409,CHN,ARI,4,2,0,1,15,6
67,20160409,SLN,ATL,12,2,0,1,20,4
68,20160409,PIT,CIN,1,5,0,1,7,27
69,20160409,SDN,COL,16,3,0,1,17,14
70,20160409,HOU,MIL,6,4,0,1,26,2
71,20160409,PHI,NYN,1,0,0,1,29,16
72,20160409,LAN,SFN,3,2,0,1,19,0
73,20160410,TEX,ANA,1,3,0,1,25,12
74,20160410,TBA,BAL,3,5,0,1,21,8
75,20160410,MIN,KCA,3,4,0,1,9,10
76,20160410,OAK,SEA,2,1,0,1,28,11
77,20160410,BOS,TOR,0,3,0,1,22,13
78,20160410,CHN,ARI,7,3,0,1,15,6
79,20160410,SLN,ATL,12,7,0,1,20,4
80,20160410,PIT,CIN,1,2,0,1,7,27
81,20160410,SDN,COL,3,6,0,1,17,14
82,20160410,HOU,MIL,2,3,0,1,26,2
83,20160410,PHI,NYN,5,2,0,1,29,16
84,20160410,LAN,SFN,6,9,0,1,19,0
85,20160410,MIA,WAS,2,4,0,1,5,23
86,20160411,BAL,BOS,9,7,0,1,8,22
87,20160411,PIT,DET,7,4,0,1,7,3
88,20160411,KCA,HOU,2,8,0,1,10,26
89,20160411,CHA,MIN,4,1,0,1,18,9
90,20160411,ANA,OAK,4,1,0,1,12,28
91,20160411,TEX,SEA,7,3,0,1,25,11
92,20160411,CIN,CHN,3,5,0,1,27,15
93,20160411,MIA,NYN,10,3,0,1,5,16
94,20160411,SDN,PHI,4,3,0,1,17,29
95,20160411,MIL,SLN,1,10,0,1,2,20
96,20160411,ATL,WAS,4,6,0,1,4,23
97,20160412,BAL,BOS,9,5,0,1,8,22
98,20160412,PIT,DET,2,8,0,1,7,3
99,20160412,KCA,HOU,3,2,0,1,10,26
100,20160412,ANA,OAK,5,4,0,1,12,28
101,20160412,TEX,SEA,8,0,0,1,25,11
102,20160412,CLE,TBA,1,5,0,1,24,21
103,20160412,NYA,TOR,3,2,0,1,1,13
104,20160412,SFN,COL,7,2,0,1,0,14
105,20160412,ARI,LAN,4,2,0,1,6,19
106,20160412,MIA,NYN,2,1,0,1,5,16
107,20160412,SDN,PHI,0,3,0,1,17,29
108,20160412,ATL,WAS,1,2,0,1,4,23
109,20160413,BAL,BOS,2,4,0,1,8,22
110,20160413,KCA,HOU,4,2,0,1,10,26
111,20160413,CHA,MIN,3,0,0,1,18,9
112,20160413,ANA,OAK,5,1,0,1,12,28
113,20160413,TEX,SEA,2,4,0,1,25,11
114,20160413,CLE,TBA,4,1,0,1,24,21
115,20160413,NYA,TOR,2,7,0,1,1,13
116,20160413,CIN,CHN,2,9,0,1,27,15
117,20160413,SFN,COL,6,10,0,1,0,14
118,20160413,ARI,LAN,1,3,0,1,6,19
119,20160413,MIA,NYN,1,2,0,1,5,16
120,20160413,SDN,PHI,1,2,0,1,17,29
121,20160413,DET,PIT,7,3,0,1,3,7
122,20160413,MIL,SLN,6,4,0,1,2,20
123,20160413,ATL,WAS,0,3,0,1,4,23
124,20160414,KCA,HOU,6,2,0,1,10,26
125,20160414,CHA,MIN,3,1,0,1,18,9
126,20160414,CLE,TBA,6,0,0,1,24,21
127,20160414,BAL,TEX,3,6,0,1,8,25
128,20160414,NYA,TOR,2,4,0,1,1,13
129,20160414,CIN,CHN,1,8,0,1,27,15
130,20160414,SFN,COL,6,11,0,1,0,14
131,20160414,ARI,LAN,2,5,0,1,6,19
132,20160414,SDN,PHI,0,3,0,1,17,29
133,20160414,DET,PIT,7,4,0,1,3,7
134,20160414,MIL,SLN,0,7,0,1,2,20
135,20160414,ATL,WAS,2,6,0,1,4,23
136,20160415,TOR,BOS,3,5,0,1,13,22
137,20160415,NYN,CLE,6,5,0,1,16,24
138,20160415,DET,HOU,0,1,0,1,3,26
139,20160415,ANA,MIN,4,5,0,1,12,9
140,20160415,SEA,NYA,7,1,0,1,11,1
141,20160415,KCA,OAK,4,2,0,1,10,28
142,20160415,CHA,TBA,1,0,0,1,18,21
143,20160415,BAL,TEX,11,5,0,1,8,25
144,20160415,COL,CHN,6,1,0,1,14,15
145,20160415,SFN,LAN,3,7,0,1,0,19
146,20160415,ATL,MIA,6,3,0,1,4,5
147,20160415,WAS,PHI,9,1,0,1,23,29
148,20160415,MIL,PIT,8,4,0,1,2,7
149,20160415,ARI,SDN,3,2,0,1,6,17
150,20160415,CIN,SLN,3,14,0,1,27,20
151,20160416,TOR,BOS,2,4,0,1,13,22
152,20160416,NYN,CLE,5,7,0,1,16,24
153,20160416,DET,HOU,5,3,0,1,3,26
154,20160416,ANA,MIN,4,6,0,1,12,9
155,20160416,SEA,NYA,3,2,0,1,11,1
156,20160416,KCA,OAK,3,5,0,1,10,28
157,20160416,CHA,TBA,2,7,0,1,18,21
158,20160416,BAL,TEX,4,8,0,1,8,25
159,20160416,COL,CHN,2,6,0,1,14,15
160,20160416,SFN,LAN,4,3,0,1,0,19
161,20160416,ATL,MIA,6,4,0,1,4,5
162,20160416,WAS,PHI,8,1,0,1,23,29
163,20160416,MIL,PIT,0,5,0,1,2,7
164,20160416,ARI,SDN,3,5,0,1,6,17
165,20160416,CIN,SLN,9,8,0,1,27,20
166,20160417,TOR,BOS,5,3,0,1,13,22
167,20160417,NYN,CLE,6,0,0,1,16,24
168,20160417,DET,HOU,4,5,0,1,3,26
169,20160417,ANA,MIN,2,3,0,1,12,9
170,20160417,SEA,NYA,3,4,0,1,11,1
171,20160417,KCA,OAK,2,3,0,1,10,28
172,20160417,CHA,TBA,2,3,0,1,18,21
173,20160417,COL,CHN,2,0,0,1,14,15
174,20160417,SFN,LAN,1,3,0,1,0,19
175,20160417,ATL,MIA,6,5,0,1,4,5
176,20160417,WAS,PHI,2,3,0,1,23,29
177,20160417,MIL,PIT,3,9,0,1,2,7
178,20160417,ARI,SDN,7,3,0,1,6,17
179,20160417,CIN,SLN,3,4,0,1,27,20
180,20160418,TOR,BOS,4,3,0,1,13,22
181,20160418,ANA,CHA,7,0,0,1,12,18
182,20160418,MIL,MIN,4,7,0,1,2,9
183,20160418,COL,CIN,5,1,0,1,14,27
184,20160418,WAS,MIA,1,6,0,1,23,5
185,20160418,NYN,PHI,5,2,0,1,16,29
186,20160418,ARI,SFN,9,7,0,1,6,0
187,20160418,CHN,SLN,5,0,0,1,15,20
188,20160419,TOR,BAL,4,3,0,1,13,8
189,20160419,TBA,BOS,3,0,0,1,21,22
190,20160419,ANA,CHA,0,5,0,1,12,18
191,20160419,SEA,CLE,2,3,0,1,11,24
192,20160419,DET,KCA,6,8,0,1,3,10
193,20160419,MIL,MIN,6,5,0,1,2,9
194,20160419,OAK,NYA,3,2,0,1,28,1
195,20160419,HOU,TEX,5,7,0,1,26,25
196,20160419,LAN,ATL,1,8,0,1,19,4
197,20160419,COL,CIN,3,4,0,1,14,27
198,20160419,WAS,MIA,7,0,0,1,23,5
199,20160419,NYN,PHI,11,1,0,1,16,29
200,20160419,PIT,SDN,4,5,0,1,7,17
201,20160419,ARI,SFN,3,0,0,1,6,0
202,20160419,CHN,SLN,2,1,0,1,15,20
203,20160420,TOR,BAL,3,4,0,1,13,8
204,20160420,TBA,BOS,3,7,0,1,21,22
205,20160420,ANA,CHA,1,2,0,1,12,18
206,20160420,SEA,CLE,2,1,0,1,11,24
207,20160420,DET,KCA,3,2,0,1,3,10
208,20160420,OAK,NYA,5,2,0,1,28,1
209,20160420,HOU,TEX,1,2,0,1,26,25
210,20160420,LAN,ATL,5,3,0,1,19,4
211,20160420,COL,CIN,5,6,0,1,14,27
212,20160420,WAS,MIA,3,1,0,1,23,5
213,20160420,MIN,MIL,5,10,0,1,9,2
214,20160420,NYN,PHI,4,5,0,1,16,29
215,20160420,PIT,SDN,2,8,0,1,7,17
216,20160420,ARI,SFN,2,1,0,1,6,0
217,20160420,CHN,SLN,3,5,0,1,15,20
218,20160421,TOR,BAL,2,3,0,1,13,8
219,20160421,TBA,BOS,12,8,0,1,21,22
220,20160421,ANA,CHA,3,2,0,1,12,18
221,20160421,SEA,CLE,10,7,0,1,11,24
222,20160421,DET,KCA,0,4,0,1,3,10
223,20160421,OAK,NYA,7,3,0,1,28,1
224,20160421,HOU,TEX,4,7,0,1,26,25
225,20160421,LAN,ATL,2,1,0,1,19,4
226,20160421,CHN,CIN,16,0,0,1,15,27
227,20160421,WAS,MIA,1,5,0,1,23,5
228,20160421,MIN,MIL,8,1,0,1,9,2
229,20160421,PIT,SDN,11,1,0,1,7,17
230,20160421,ARI,SFN,6,2,0,1,6,0
231,20160422,SEA,ANA,5,2,0,1,11,12
232,20160422,TEX,CHA,0,5,0,1,25,18
233,20160422,CLE,DET,2,1,0,1,24,3
234,20160422,BOS,HOU,6,2,0,1,22,26
235,20160422,BAL,KCA,2,4,0,1,8,10
236,20160422,TBA,NYA,3,6,0,1,21,1
237,20160422,OAK,TOR,8,5,0,1,28,13
238,20160422,PIT,ARI,8,7,0,1,7,6
239,20160422,NYN,ATL,6,3,0,1,16,4
240,20160422,CHN,CIN,8,1,0,1,15,27
241,20160422,LAN,COL,5,7,0,1,19,14
242,20160422,PHI,MIL,5,2,0,1,29,2
243,20160422,SLN,SDN,1,4,0,1,20,17
244,20160422,MIA,SFN,1,8,0,1,5,0
245,20160422,MIN,WAS,4,8,0,1,9,23
246,20160423,SEA,ANA,2,4,0,1,11,12
247,20160423,TEX,CHA,3,4,0,1,25,18
248,20160423,CLE,DET,10,1,0,1,24,3
249,20160423,BOS,HOU,3,8,0,1,22,26
250,20160423,BAL,KCA,8,3,0,1,8,10
251,20160423,TBA,NYA,2,3,0,1,21,1
252,20160423,OAK,TOR,3,9,0,1,28,13
253,20160423,PIT,ARI,1,7,0,1,7,6
254,20160423,NYN,ATL,8,2,0,1,16,4
255,20160423,CHN,CIN,5,13,0,1,15,27
256,20160423,LAN,COL,4,1,0,1,19,14
257,20160423,PHI,MIL,10,6,0,1,29,2
258,20160423,SLN,SDN,11,2,0,1,20,17
259,20160423,MIA,SFN,2,7,0,1,5,0
260,20160423,MIN,WAS,0,2,0,1,9,23
261,20160424,SEA,ANA,9,4,0,1,11,12
262,20160424,TEX,CHA,1,4,0,1,25,18
263,20160424,CLE,DET,6,3,0,1,24,3
264,20160424,BOS,HOU,7,5,0,1,22,26
265,20160424,BAL,KCA,1,6,0,1,8,10
266,20160424,TBA,NYA,8,1,0,1,21,1
267,20160424,OAK,TOR,3,6,0,1,28,13
268,20160424,PIT,ARI,12,10,0,1,7,6
269,20160424,NYN,ATL,3,2,0,1,16,4
270,20160424,CHN,CIN,9,0,0,1,15,27
271,20160424,LAN,COL,12,10,0,1,19,14
272,20160424,PHI,MIL,5,8,0,1,29,2
273,20160424,SLN,SDN,8,5,0,1,20,17
274,20160424,MIA,SFN,5,4,0,1,5,0
275,20160424,MIN,WAS,5,6,0,1,9,23
276,20160425,KCA,ANA,1,6,0,1,10,12
277,20160425,OAK,DET,3,7,0,1,28,3
278,20160425,CLE,MIN,3,4,0,1,24,9
279,20160425,HOU,SEA,2,3,0,1,26,11
280,20160425,BAL,TBA,0,2,0,1,8,21
281,20160425,NYA,TEX,3,1,0,1,1,25
282,20160425,CHA,TOR,7,5,0,1,18,13
283,20160425,SLN,ARI,7,12,0,1,20,6
284,20160425,BOS,ATL,1,0,0,1,22,4
285,20160425,PIT,COL,6,1,0,1,7,14
286,20160425,MIA,LAN,3,2,0,1,5,19
287,20160425,CIN,NYN,3,5,0,1,27,16
288,20160425,SDN,SFN,4,5,0,1,17,0
289,20160426,KCA,ANA,4,9,0,1,10,12
290,20160426,OAK,DET,5,1,0,1,28,3
291,20160426,CLE,MIN,5,6,0,1,24,9
292,20160426,HOU,SEA,1,11,0,1,26,11
293,20160426,BAL,TBA,1,3,0,1,8,21
294,20160426,NYA,TEX,1,10,0,1,1,25
295,20160426,CHA,TOR,10,1,0,1,18,13
296,20160426,SLN,ARI,8,2,0,1,20,6
297,20160426,BOS,ATL,11,4,0,1,22,4
298,20160426,MIL,CHN,3,4,0,1,2,15
299,20160426,PIT,COL,9,4,0,1,7,14
300,20160426,MIA,LAN,6,3,0,1,5,19
301,20160426,CIN,NYN,3,4,0,1,27,16
302,20160426,SDN,SFN,0,1,0,1,17,0
303,20160426,PHI,WAS,4,3,0,1,29,23
304,20160427,KCA,ANA,2,4,0,1,10,12
305,20160427,ATL,BOS,4,9,0,1,4,22
306,20160427,OAK,DET,4,9,0,1,28,3
307,20160427,CLE,MIN,6,5,0,1,24,9
308,20160427,HOU,SEA,7,4,0,1,26,11
309,20160427,BAL,TBA,3,1,0,1,8,21
310,20160427,NYA,TEX,2,3,0,1,1,25
311,20160427,CHA,TOR,4,0,0,1,18,13
312,20160427,SLN,ARI,11,4,0,1,20,6
313,20160427,PIT,COL,9,8,0,1,7,14
314,20160427,MIA,LAN,2,0,0,1,5,19
315,20160427,CIN,NYN,2,5,0,1,27,16
316,20160427,SDN,SFN,9,13,0,1,17,0
317,20160427,PHI,WAS,3,0,0,1,29,23
318,20160428,CHA,BAL,2,10,0,1,18,8
319,20160428,ATL,BOS,5,3,0,1,4,22
320,20160428,OAK,DET,3,7,0,1,28,3
321,20160428,SLN,ARI,0,3,0,1,20,6
322,20160428,MIL,CHN,2,7,0,1,2,15
323,20160428,MIA,LAN,5,3,0,1,5,19
324,20160428,PHI,WAS,3,0,0,1,29,23
325,20160429,CHA,BAL,3,6,0,1,18,8
326,20160429,NYA,BOS,2,4,0,1,1,22
327,20160429,DET,MIN,9,2,0,1,3,9
328,20160429,HOU,OAK,4,7,0,1,26,28
329,20160429,KCA,SEA,0,1,0,1,10,11
330,20160429,TOR,TBA,6,1,0,1,13,21
331,20160429,ANA,TEX,2,4,0,1,12,25
332,20160429,COL,ARI,9,0,0,1,14,6
333,20160429,ATL,CHN,1,6,0,1,4,15
334,20160429,SDN,LAN,5,1,0,1,17,19
335,20160429,MIA,MIL,6,3,0,1,5,2
336,20160429,SFN,NYN,1,13,0,1,0,16
337,20160429,CLE,PHI,3,4,0,1,24,29
338,20160429,CIN,PIT,1,4,0,1,27,7
339,20160429,WAS,SLN,5,4,0,1,23,20
340,20160430,CHA,BAL,8,7,0,1,18,8
341,20160430,NYA,BOS,0,8,0,1,1,22
342,20160430,DET,MIN,4,1,0,1,3,9
343,20160430,HOU,OAK,0,2,0,1,26,28
344,20160430,KCA,SEA,0,6,0,1,10,11
345,20160430,TOR,TBA,3,4,0,1,13,21
346,20160430,ANA,TEX,2,7,0,1,12,25
347,20160430,COL,ARI,5,2,0,1,14,6
348,20160430,SDN,LAN,5,2,0,1,17,19
349,20160430,MIA,MIL,7,5,0,1,5,2
350,20160430,SFN,NYN,5,6,0,1,0,16
351,20160430,CLE,PHI,3,4,0,1,24,29
352,20160430,CIN,PIT,1,5,0,1,27,7
353,20160430,WAS,SLN,6,1,0,1,23,20
354,20160501,CHA,BAL,7,1,0,1,18,8
355,20160501,NYA,BOS,7,8,0,1,1,22
356,20160501,DET,MIN,6,5,0,1,3,9
357,20160501,HOU,OAK,2,1,0,1,26,28
358,20160501,KCA,SEA,4,1,0,1,10,11
359,20160501,TOR,TBA,5,1,0,1,13,21
360,20160501,ANA,TEX,9,6,0,1,12,25
361,20160501,COL,ARI,6,3,0,1,14,6
362,20160501,ATL,CHN,4,3,0,1,4,15
363,20160501,SDN,LAN,0,1,0,1,17,19
364,20160501,MIA,MIL,5,14,0,1,5,2
365,20160501,SFN,NYN,6,1,0,1,0,16
366,20160501,CLE,PHI,1,2,0,1,24,29
367,20160501,CIN,PIT,6,5,0,1,27,7
368,20160501,WAS,SLN,6,1,0,1,23,20
369,20160502,MIN,HOU,6,2,0,1,9,26
370,20160502,WAS,KCA,2,0,0,1,23,10
371,20160502,SEA,OAK,4,3,0,1,11,28
372,20160502,TEX,TOR,2,1,0,1,25,13
373,20160502,SFN,CIN,9,6,0,1,0,27
374,20160502,ANA,MIL,5,8,0,1,12,2
375,20160502,ATL,NYN,1,4,0,1,4,16
376,20160502,CHN,PIT,7,2,0,1,15,7
377,20160502,COL,SDN,1,2,0,1,14,17
378,20160502,PHI,SLN,3,10,0,1,29,20
379,20160503,NYA,BAL,1,4,0,1,1,8
380,20160503,BOS,CHA,1,4,0,1,22,18
381,20160503,DET,CLE,3,7,0,1,3,24
382,20160503,MIN,HOU,4,6,0,1,9,26
383,20160503,WAS,KCA,6,7,0,1,23,10
384,20160503,SEA,OAK,8,2,0,1,11,28
385,20160503,LAN,TBA,10,5,0,1,19,21
386,20160503,TEX,TOR,1,3,0,1,25,13
387,20160503,SFN,CIN,3,1,0,1,0,27
388,20160503,ARI,MIA,4,7,0,1,6,5
389,20160503,ANA,MIL,4,5,0,1,12,2
390,20160503,ATL,NYN,3,0,0,1,4,16
391,20160503,CHN,PIT,7,1,0,1,15,7
392,20160503,COL,SDN,3,6,0,1,14,17
393,20160503,PHI,SLN,1,0,0,1,29,20
394,20160504,NYA,BAL,7,0,0,1,1,8
395,20160504,BOS,CHA,5,2,0,1,22,18
396,20160504,DET,CLE,0,4,0,1,3,24
397,20160504,MIN,HOU,4,16,0,1,9,26
398,20160504,WAS,KCA,13,2,0,1,23,10
399,20160504,SEA,OAK,9,8,0,1,11,28
400,20160504,LAN,TBA,5,8,0,1,19,21
401,20160504,TEX,TOR,3,4,0,1,25,13
402,20160504,SFN,CIN,4,7,0,1,0,27
403,20160504,ARI,MIA,3,4,0,1,6,5
404,20160504,ANA,MIL,7,3,0,1,12,2
405,20160504,ATL,NYN,0,8,0,1,4,16
406,20160504,CHN,PIT,6,2,0,1,15,7
407,20160504,COL,SDN,2,0,0,1,14,17
408,20160504,PHI,SLN,4,5,0,1,29,20
409,20160505,NYA,BAL,0,1,0,1,1,8
410,20160505,BOS,CHA,7,3,0,1,22,18
411,20160505,DET,CLE,4,9,0,1,3,24
412,20160505,SEA,HOU,6,3,0,1,11,26
413,20160505,TEX,TOR,2,12,0,1,25,13
414,20160505,WAS,CHN,2,5,0,1,23,15
415,20160505,MIL,CIN,5,9,0,1,2,27
416,20160505,ARI,MIA,0,4,0,1,6,5
417,20160505,NYN,SDN,3,5,0,1,16,17
418,20160505,COL,SFN,17,7,0,1,14,0
419,20160505,PHI,SLN,0,4,0,1,29,20
420,20160506,TBA,ANA,5,2,0,1,21,12
421,20160506,MIN,CHA,4,10,0,1,9,18
422,20160506,KCA,CLE,1,7,0,1,10,24
423,20160506,TEX,DET,5,1,0,1,25,3
424,20160506,SEA,HOU,3,6,0,1,11,26
425,20160506,BOS,NYA,2,3,0,1,22,1
426,20160506,LAN,TOR,2,5,0,1,19,13
427,20160506,ARI,ATL,7,2,0,1,6,4
428,20160506,WAS,CHN,6,8,0,1,23,15
429,20160506,MIL,CIN,1,5,0,1,2,27
430,20160506,PHI,MIA,4,6,0,1,29,5
431,20160506,NYN,SDN,0,2,0,1,16,17
432,20160506,COL,SFN,4,6,0,1,14,0
433,20160506,PIT,SLN,4,2,0,1,7,20
434,20160507,TBA,ANA,4,2,0,1,21,12
435,20160507,OAK,BAL,8,4,0,1,28,8
436,20160507,OAK,BAL,2,5,0,1,28,8
437,20160507,MIN,CHA,2,7,0,1,9,18
438,20160507,KCA,CLE,7,0,0,1,10,24
439,20160507,TEX,DET,10,5,0,1,25,3
440,20160507,SEA,HOU,3,2,0,1,11,26
441,20160507,BOS,NYA,2,8,0,1,22,1
442,20160507,LAN,TOR,6,2,0,1,19,13
443,20160507,ARI,ATL,4,2,0,1,6,4
444,20160507,WAS,CHN,5,8,0,1,23,15
445,20160507,MIL,CIN,13,7,0,1,2,27
446,20160507,PHI,MIA,4,3,0,1,29,5
447,20160507,NYN,SDN,6,3,0,1,16,17
448,20160507,COL,SFN,1,2,0,1,14,0
449,20160507,PIT,SLN,4,6,0,1,7,20
450,20160508,TBA,ANA,3,1,0,1,21,12
451,20160508,OAK,BAL,3,11,0,1,28,8
452,20160508,MIN,CHA,1,3,0,1,9,18
453,20160508,KCA,CLE,4,5,0,1,10,24
454,20160508,TEX,DET,8,3,0,1,25,3
455,20160508,SEA,HOU,1,5,0,1,11,26
456,20160508,BOS,NYA,5,1,0,1,22,1
457,20160508,LAN,TOR,4,2,0,1,19,13
458,20160508,ARI,ATL,5,3,0,1,6,4
459,20160508,WAS,CHN,3,4,0,1,23,15
460,20160508,MIL,CIN,5,4,0,1,2,27
461,20160508,PHI,MIA,6,5,0,1,29,5
462,20160508,NYN,SDN,4,3,0,1,16,17
463,20160508,COL,SFN,2,0,0,1,14,0
464,20160508,PIT,SLN,10,5,0,1,7,20
465,20160509,OAK,BOS,7,14,0,1,28,22
466,20160509,CLE,HOU,1,7,0,1,24,26
467,20160509,KCA,NYA,3,6,0,1,10,1
468,20160509,TBA,SEA,2,5,0,1,21,11
469,20160509,CHA,TEX,8,4,0,1,18,25
470,20160509,PIT,CIN,2,3,0,1,7,27
471,20160509,ARI,COL,10,5,0,1,6,14
472,20160509,NYN,LAN,4,2,0,1,16,19
473,20160509,MIL,MIA,1,4,0,1,2,5
474,20160509,TOR,SFN,3,1,0,1,13,0
475,20160509,DET,WAS,4,5,0,1,3,23
476,20160510,SLN,ANA,8,1,0,1,20,12
477,20160510,OAK,BOS,5,13,0,1,28,22
478,20160510,CLE,HOU,4,0,0,1,24,26
479,20160510,BAL,MIN,5,3,0,1,8,9
480,20160510,KCA,NYA,7,10,0,1,10,1
481,20160510,TBA,SEA,4,6,0,1,21,11
482,20160510,CHA,TEX,11,13,0,1,18,25
483,20160510,PHI,ATL,3,2,0,1,29,4
484,20160510,SDN,CHN,7,8,0,1,17,15
485,20160510,ARI,COL,5,1,0,1,6,14
486,20160510,NYN,LAN,2,3,0,1,16,19
487,20160510,MIL,MIA,10,2,0,1,2,5
488,20160510,TOR,SFN,4,0,0,1,13,0
489,20160510,DET,WAS,5,4,0,1,3,23
490,20160511,SLN,ANA,5,2,0,1,20,12
491,20160511,OAK,BOS,3,13,0,1,28,22
492,20160511,CLE,HOU,3,5,0,1,24,26
493,20160511,BAL,MIN,9,2,0,1,8,9
494,20160511,KCA,NYA,7,3,0,1,10,1
495,20160511,TBA,SEA,5,6,0,1,21,11
496,20160511,CHA,TEX,5,6,0,1,18,25
497,20160511,PHI,ATL,1,5,0,1,29,4
498,20160511,SDN,CHN,7,4,0,1,17,15
499,20160511,SDN,CHN,1,0,0,1,17,15
500,20160511,PIT,CIN,5,4,0,1,7,27
501,20160511,ARI,COL,7,8,0,1,6,14
502,20160511,NYN,LAN,4,3,0,1,16,19
503,20160511,MIL,MIA,2,3,0,1,2,5
504,20160511,TOR,SFN,4,5,0,1,13,0
505,20160511,DET,WAS,2,3,0,1,3,23
506,20160512,SLN,ANA,12,10,0,1,20,12
507,20160512,DET,BAL,5,7,0,1,3,8
508,20160512,HOU,BOS,1,11,0,1,26,22
509,20160512,KCA,NYA,3,7,0,1,10,1
510,20160512,SFN,ARI,4,2,0,1,0,6
511,20160512,PHI,ATL,7,4,0,1,29,4
512,20160512,NYN,LAN,0,5,0,1,16,19
513,20160512,SDN,MIL,3,0,0,1,17,2
514,20160513,DET,BAL,0,1,0,1,3,8
515,20160513,HOU,BOS,7,6,0,1,26,22
516,20160513,MIN,CLE,6,7,0,1,9,24
517,20160513,ATL,KCA,1,5,0,1,4,10
518,20160513,CHA,NYA,7,1,0,1,18,1
519,20160513,ANA,SEA,7,6,0,1,12,11
520,20160513,OAK,TBA,6,3,0,1,28,21
521,20160513,TOR,TEX,5,0,0,1,13,25
522,20160513,SFN,ARI,3,1,0,1,0,6
523,20160513,PIT,CHN,4,9,0,1,7,15
524,20160513,NYN,COL,2,5,0,1,16,14
525,20160513,SLN,LAN,4,8,0,1,20,19
526,20160513,SDN,MIL,0,1,0,1,17,2
527,20160513,CIN,PHI,2,3,0,1,27,29
528,20160513,MIA,WAS,3,5,0,1,5,23
529,20160514,DET,BAL,3,9,0,1,3,8
530,20160514,HOU,BOS,5,6,0,1,26,22
531,20160514,MIN,CLE,6,3,0,1,9,24
532,20160514,ATL,KCA,5,0,0,1,4,10
533,20160514,CHA,NYA,1,2,0,1,18,1
534,20160514,ANA,SEA,9,7,0,1,12,11
535,20160514,OAK,TBA,0,6,0,1,28,21
536,20160514,TOR,TEX,5,6,0,1,13,25
537,20160514,SFN,ARI,5,3,0,1,0,6
538,20160514,PIT,CHN,2,8,0,1,7,15
